time,gFx,gFy,gFz,gFTotal
6.048,-0.050,-0.038,-0.996,0.997
6.058,-0.048,-0.037,-0.996,0.998
6.068,-0.049,-0.038,-0.996,0.998
6.078,-0.049,-0.037,-0.997,0.999
6.089,-0.049,-0.038,-0.997,0.998
6.098,-0.048,-0.037,-0.995,0.997
6.108,-0.048,-0.038,-0.995,0.997
6.118,-0.047,-0.037,-0.994,0.996
6.128,-0.047,-0.038,-0.993,0.995
6.138,-0.048,-0.039,-0.993,0.995
6.148,-0.048,-0.037,-0.996,0.998
6.158,-0.048,-0.039,-0.996,0.998
6.168,-0.049,-0.039,-0.994,0.996
6.178,-0.049,-0.039,-0.994,0.996
6.188,-0.049,-0.038,-0.995,0.997
6.198,-0.049,-0.038,-0.995,0.997
6.208,-0.049,-0.038,-0.994,0.996
6.218,-0.051,-0.039,-0.994,0.996
6.228,-0.050,-0.038,-0.997,0.999
6.238,-0.050,-0.038,-0.994,0.996
6.248,-0.049,-0.038,-0.994,0.996
6.258,-0.049,-0.038,-0.995,0.997
6.268,-0.048,-0.038,-0.995,0.996
6.278,-0.049,-0.038,-0.995,0.997
6.288,-0.049,-0.039,-0.994,0.996
6.298,-0.048,-0.038,-0.995,0.997
6.308,-0.048,-0.038,-0.994,0.996
6.318,-0.048,-0.039,-0.994,0.996
6.328,-0.048,-0.038,-0.994,0.996
6.338,-0.049,-0.038,-0.996,0.997
6.348,-0.048,-0.038,-0.997,0.998
6.358,-0.048,-0.037,-0.996,0.998
6.368,-0.049,-0.037,-0.995,0.997
6.378,-0.048,-0.038,-0.995,0.997
6.388,-0.049,-0.038,-0.994,0.996
6.398,-0.050,-0.039,-0.993,0.995
6.408,-0.049,-0.039,-0.994,0.996
6.418,-0.049,-0.038,-0.994,0.996
6.428,-0.050,-0.038,-0.995,0.997
6.438,-0.050,-0.038,-0.997,0.999
6.448,-0.050,-0.037,-0.996,0.998
6.458,-0.050,-0.038,-0.994,0.996
6.468,-0.050,-0.039,-0.993,0.995
6.478,-0.047,-0.036,-0.994,0.996
6.488,-0.048,-0.037,-0.994,0.996
6.498,-0.049,-0.039,-0.995,0.997
6.508,-0.048,-0.038,-0.996,0.998
6.518,-0.048,-0.038,-0.996,0.998
6.528,-0.047,-0.039,-0.994,0.996
6.538,-0.047,-0.039,-0.995,0.996
6.548,-0.048,-0.039,-0.993,0.995
6.558,-0.049,-0.036,-0.996,0.998
6.568,-0.048,-0.037,-0.996,0.998
6.578,-0.049,-0.038,-0.995,0.997
6.588,-0.050,-0.038,-0.994,0.996
6.598,-0.048,-0.038,-0.993,0.995
6.608,-0.048,-0.039,-0.994,0.996
6.618,-0.050,-0.037,-0.995,0.997
6.628,-0.050,-0.037,-0.995,0.997
6.638,-0.049,-0.037,-0.994,0.996
6.648,-0.050,-0.037,-0.995,0.997
6.658,-0.050,-0.037,-0.994,0.996
6.668,-0.049,-0.039,-0.994,0.996
6.678,-0.048,-0.039,-0.995,0.997
6.688,-0.049,-0.037,-0.994,0.996
6.698,-0.048,-0.038,-0.995,0.996
6.708,-0.049,-0.039,-0.993,0.995
6.718,-0.050,-0.038,-0.995,0.997
6.728,-0.049,-0.038,-0.993,0.995
6.738,-0.047,-0.038,-0.995,0.996
6.747,-0.046,-0.040,-0.995,0.997
6.758,-0.048,-0.039,-0.995,0.997
6.767,-0.048,-0.038,-0.996,0.998
6.777,-0.049,-0.037,-0.995,0.997
6.787,-0.049,-0.039,-0.994,0.996
6.797,-0.048,-0.038,-0.994,0.996
6.807,-0.049,-0.038,-0.995,0.996
6.817,-0.049,-0.038,-0.995,0.997
6.827,-0.050,-0.038,-0.997,0.999
6.838,-0.049,-0.037,-0.995,0.997
6.847,-0.050,-0.037,-0.994,0.996
6.857,-0.049,-0.038,-0.994,0.996
6.867,-0.050,-0.038,-0.994,0.996
6.877,-0.049,-0.039,-0.993,0.995
6.887,-0.049,-0.038,-0.994,0.996
6.897,-0.048,-0.037,-0.996,0.998
6.907,-0.049,-0.038,-0.995,0.996
6.917,-0.048,-0.037,-0.995,0.997
6.927,-0.049,-0.037,-0.995,0.997
6.937,-0.047,-0.038,-0.995,0.997
6.947,-0.048,-0.038,-0.995,0.997
6.957,-0.048,-0.037,-0.995,0.997
6.967,-0.048,-0.038,-0.993,0.995
6.977,-0.049,-0.039,-0.993,0.995
6.987,-0.049,-0.038,-0.995,0.997
6.997,-0.049,-0.039,-0.994,0.996
7.007,-0.049,-0.039,-0.995,0.997
7.017,-0.050,-0.037,-0.995,0.997
7.027,-0.049,-0.038,-0.995,0.997
7.037,-0.048,-0.038,-0.994,0.996
7.047,-0.049,-0.035,-0.994,0.995
7.057,-0.051,-0.038,-0.994,0.996
7.067,-0.050,-0.038,-0.995,0.997
7.077,-0.049,-0.036,-0.996,0.997
7.087,-0.048,-0.038,-0.995,0.997
7.097,-0.048,-0.038,-0.996,0.998
7.108,-0.048,-0.038,-0.995,0.997
7.117,-0.049,-0.038,-0.993,0.995
7.127,-0.048,-0.039,-0.994,0.996
7.137,-0.048,-0.039,-0.993,0.995
7.147,-0.047,-0.039,-0.992,0.994
7.157,-0.049,-0.038,-0.996,0.998
7.167,-0.049,-0.037,-0.996,0.998
7.177,-0.048,-0.038,-0.995,0.997
7.187,-0.048,-0.039,-0.997,0.999
7.197,-0.048,-0.039,-0.995,0.997
7.207,-0.048,-0.039,-0.994,0.996
7.217,-0.050,-0.039,-0.995,0.997
7.227,-0.048,-0.038,-0.995,0.997
7.237,-0.048,-0.038,-0.993,0.995
7.247,-0.050,-0.038,-0.993,0.996
7.257,-0.049,-0.038,-0.994,0.996
7.267,-0.049,-0.038,-0.996,0.998
7.277,-0.050,-0.037,-0.994,0.996
7.287,-0.048,-0.039,-0.996,0.998
7.297,-0.049,-0.038,-0.996,0.998
7.307,-0.048,-0.039,-0.994,0.996
7.317,-0.049,-0.037,-0.994,0.996
7.327,-0.048,-0.038,-0.996,0.997
7.337,-0.047,-0.037,-0.994,0.996
7.347,-0.046,-0.039,-0.995,0.997
7.357,-0.048,-0.039,-0.995,0.997
7.367,-0.048,-0.039,-0.996,0.998
7.377,-0.048,-0.039,-0.994,0.996
7.387,-0.048,-0.038,-0.993,0.995
7.397,-0.048,-0.037,-0.993,0.995
7.407,-0.049,-0.037,-0.994,0.996
7.417,-0.049,-0.039,-0.994,0.996
7.427,-0.050,-0.039,-0.994,0.996
7.437,-0.049,-0.037,-0.995,0.997
7.447,-0.049,-0.039,-0.995,0.997
7.457,-0.050,-0.038,-0.995,0.997
7.466,-0.051,-0.039,-0.993,0.995
7.477,-0.050,-0.038,-0.994,0.996
7.486,-0.049,-0.038,-0.995,0.997
7.496,-0.050,-0.038,-0.995,0.997
7.506,-0.049,-0.038,-0.994,0.996
7.516,-0.050,-0.039,-0.994,0.996
7.527,-0.048,-0.038,-0.995,0.997
7.536,-0.048,-0.037,-0.995,0.997
7.546,-0.049,-0.038,-0.994,0.996
7.556,-0.047,-0.038,-0.994,0.996
7.566,-0.049,-0.037,-0.994,0.996
7.576,-0.049,-0.038,-0.995,0.997
7.586,-0.048,-0.039,-0.996,0.998
7.596,-0.048,-0.039,-0.995,0.997
7.606,-0.048,-0.038,-0.993,0.995
7.616,-0.049,-0.038,-0.994,0.996
7.626,-0.049,-0.038,-0.994,0.996
7.636,-0.049,-0.037,-0.996,0.997
7.646,-0.049,-0.038,-0.995,0.997
7.656,-0.049,-0.038,-0.995,0.997
7.666,-0.049,-0.037,-0.994,0.996
7.676,-0.050,-0.038,-0.994,0.996
7.686,-0.050,-0.038,-0.993,0.995
7.696,-0.051,-0.038,-0.993,0.995
7.706,-0.051,-0.039,-0.996,0.998
7.716,-0.048,-0.037,-0.994,0.996
7.726,-0.049,-0.037,-0.993,0.995
7.736,-0.048,-0.038,-0.995,0.997
7.746,-0.048,-0.039,-0.996,0.997
7.756,-0.049,-0.038,-0.992,0.994
7.766,-0.048,-0.038,-0.995,0.997
7.776,-0.048,-0.038,-0.997,0.998
7.786,-0.048,-0.038,-0.996,0.998
7.796,-0.047,-0.038,-0.995,0.997
7.806,-0.047,-0.040,-0.996,0.998
7.816,-0.047,-0.039,-0.995,0.997
7.826,-0.048,-0.040,-0.992,0.994
7.836,-0.048,-0.038,-0.994,0.995
7.846,-0.048,-0.037,-0.995,0.997
7.856,-0.048,-0.037,-0.996,0.997
7.866,-0.048,-0.038,-0.994,0.996
7.876,-0.049,-0.037,-0.996,0.998
7.886,-0.050,-0.038,-0.995,0.997
7.896,-0.051,-0.039,-0.993,0.995
7.906,-0.050,-0.037,-0.994,0.996
7.916,-0.051,-0.038,-0.996,0.998
7.926,-0.050,-0.038,-0.997,0.999
7.936,-0.050,-0.037,-0.992,0.994
7.946,-0.049,-0.038,-0.993,0.995
7.956,-0.049,-0.038,-0.994,0.996
7.966,-0.048,-0.039,-0.994,0.996
7.976,-0.047,-0.040,-0.995,0.997
7.986,-0.048,-0.038,-0.996,0.998
7.996,-0.048,-0.037,-0.994,0.996
8.006,-0.047,-0.038,-0.995,0.997
8.016,-0.046,-0.037,-0.994,0.995
8.026,-0.047,-0.036,-0.996,0.997
8.036,-0.048,-0.036,-0.995,0.997
8.046,-0.047,-0.038,-0.996,0.998
8.056,-0.048,-0.038,-0.996,0.997
8.066,-0.048,-0.038,-0.994,0.996
8.076,-0.048,-0.039,-0.994,0.996
8.086,-0.049,-0.039,-0.995,0.997
8.096,-0.051,-0.039,-0.995,0.997
8.106,-0.050,-0.039,-0.995,0.997
8.116,-0.048,-0.038,-0.995,0.997
8.126,-0.050,-0.038,-0.996,0.998
8.136,-0.051,-0.039,-0.993,0.995
8.146,-0.050,-0.038,-0.995,0.997
8.156,-0.050,-0.038,-0.995,0.997
8.166,-0.049,-0.038,-0.994,0.996
8.176,-0.050,-0.038,-0.994,0.996
8.186,-0.049,-0.038,-0.994,0.996
8.196,-0.048,-0.039,-0.994,0.996
8.205,-0.047,-0.039,-0.996,0.997
8.215,-0.049,-0.037,-0.995,0.997
8.225,-0.049,-0.039,-0.996,0.998
8.235,-0.047,-0.039,-0.993,0.995
8.245,-0.046,-0.037,-0.995,0.997
8.255,-0.047,-0.037,-0.996,0.997
8.265,-0.047,-0.038,-0.996,0.998
8.276,-0.049,-0.038,-0.994,0.996
8.285,-0.049,-0.038,-0.993,0.995
8.295,-0.048,-0.039,-0.996,0.998
8.305,-0.048,-0.039,-0.996,0.998
8.315,-0.049,-0.039,-0.993,0.995
8.325,-0.048,-0.038,-0.994,0.996
8.335,-0.049,-0.039,-0.994,0.996
8.345,-0.051,-0.038,-0.994,0.996
8.355,-0.050,-0.038,-0.994,0.996
8.365,-0.051,-0.037,-0.995,0.997
8.377,-0.049,-0.038,-0.997,0.999
8.385,-0.049,-0.038,-0.994,0.996
8.395,-0.049,-0.038,-0.995,0.997
8.405,-0.048,-0.038,-0.994,0.996
8.415,-0.049,-0.038,-0.993,0.995
8.425,-0.049,-0.039,-0.994,0.996
8.435,-0.048,-0.039,-0.995,0.997
8.445,-0.049,-0.039,-0.996,0.998
8.455,-0.047,-0.038,-0.994,0.996
8.465,-0.047,-0.037,-0.994,0.996
8.475,-0.048,-0.038,-0.994,0.996
8.485,-0.048,-0.038,-0.995,0.996
8.495,-0.049,-0.037,-0.993,0.995
8.505,-0.049,-0.037,-0.993,0.995
8.515,-0.049,-0.039,-0.996,0.998
8.525,-0.050,-0.039,-0.996,0.998
8.535,-0.050,-0.037,-0.996,0.997
8.545,-0.049,-0.037,-0.995,0.996
8.555,-0.050,-0.038,-0.994,0.996
8.565,-0.049,-0.038,-0.994,0.996
8.575,-0.048,-0.038,-0.994,0.996
8.585,-0.049,-0.039,-0.996,0.998
8.595,-0.048,-0.039,-0.995,0.997
8.605,-0.048,-0.039,-0.993,0.995
8.615,-0.049,-0.038,-0.995,0.997
8.625,-0.048,-0.037,-0.995,0.997
8.635,-0.048,-0.038,-0.995,0.997
8.645,-0.049,-0.037,-0.994,0.996
8.655,-0.048,-0.037,-0.994,0.996
8.665,-0.048,-0.038,-0.995,0.997
8.675,-0.049,-0.040,-0.995,0.997
8.685,-0.049,-0.038,-0.994,0.996
8.695,-0.048,-0.038,-0.993,0.995
8.705,-0.049,-0.037,-0.995,0.997
8.715,-0.050,-0.038,-0.995,0.997
8.725,-0.050,-0.037,-0.996,0.998
8.735,-0.049,-0.038,-0.996,0.998
8.745,-0.048,-0.037,-0.995,0.997
8.755,-0.048,-0.037,-0.993,0.995
8.765,-0.048,-0.038,-0.993,0.995
8.775,-0.047,-0.037,-0.994,0.996
8.785,-0.049,-0.038,-0.993,0.995
8.795,-0.049,-0.039,-0.995,0.997
8.805,-0.048,-0.038,-0.994,0.996
8.815,-0.049,-0.039,-0.997,0.999
8.825,-0.049,-0.038,-0.998,1.000
8.835,-0.049,-0.038,-0.993,0.995
8.845,-0.049,-0.038,-0.992,0.994
8.855,-0.049,-0.037,-0.994,0.996
8.865,-0.051,-0.036,-0.995,0.997
8.875,-0.048,-0.039,-0.993,0.995
8.885,-0.049,-0.037,-0.993,0.994
8.895,-0.050,-0.039,-0.995,0.997
8.905,-0.049,-0.040,-0.996,0.998
8.914,-0.047,-0.038,-0.993,0.995
8.925,-0.048,-0.038,-0.994,0.996
8.934,-0.048,-0.038,-0.994,0.996
8.944,-0.047,-0.038,-0.993,0.995
8.954,-0.049,-0.038,-0.995,0.997
8.964,-0.048,-0.037,-0.996,0.998
8.974,-0.049,-0.037,-0.995,0.997
8.984,-0.048,-0.038,-0.995,0.997
8.994,-0.048,-0.037,-0.994,0.996
9.004,-0.048,-0.036,-0.993,0.995
9.014,-0.047,-0.037,-0.994,0.995
9.024,-0.048,-0.037,-0.995,0.997
9.034,-0.049,-0.037,-0.996,0.997
9.044,-0.049,-0.039,-0.995,0.997
9.054,-0.049,-0.039,-0.995,0.997
9.064,-0.048,-0.038,-0.994,0.996
9.074,-0.050,-0.038,-0.994,0.996
9.084,-0.049,-0.038,-0.994,0.996
9.094,-0.048,-0.040,-0.995,0.997
9.104,-0.048,-0.037,-0.994,0.996
9.114,-0.049,-0.038,-0.993,0.995
9.124,-0.049,-0.038,-0.995,0.997
9.134,-0.048,-0.039,-0.996,0.998
9.144,-0.049,-0.038,-0.994,0.996
9.154,-0.050,-0.037,-0.993,0.995
9.164,-0.048,-0.038,-0.995,0.997
9.174,-0.049,-0.038,-0.993,0.995
9.184,-0.048,-0.038,-0.994,0.996
9.194,-0.048,-0.039,-0.995,0.997
9.204,-0.048,-0.038,-0.996,0.997
9.214,-0.048,-0.038,-0.996,0.998
9.224,-0.048,-0.037,-0.996,0.998
9.234,-0.050,-0.038,-0.995,0.997
9.244,-0.048,-0.038,-0.994,0.996
9.254,-0.049,-0.038,-0.993,0.995
9.264,-0.050,-0.039,-0.995,0.997
9.274,-0.050,-0.038,-0.994,0.996
9.284,-0.049,-0.038,-0.995,0.997
9.294,-0.049,-0.038,-0.994,0.996
9.304,-0.048,-0.038,-0.994,0.996
9.314,-0.048,-0.039,-0.995,0.997
9.324,-0.048,-0.037,-0.994,0.996
9.334,-0.048,-0.038,-0.993,0.995
9.344,-0.048,-0.039,-0.994,0.996
9.354,-0.049,-0.039,-0.996,0.998
9.364,-0.050,-0.040,-0.995,0.997
9.374,-0.049,-0.037,-0.993,0.995
9.384,-0.049,-0.038,-0.995,0.997
9.394,-0.049,-0.038,-0.994,0.996
9.404,-0.048,-0.038,-0.994,0.996
9.414,-0.048,-0.037,-0.993,0.995
9.424,-0.050,-0.038,-0.995,0.997
9.434,-0.048,-0.038,-0.997,0.998
9.444,-0.048,-0.037,-0.994,0.996
9.454,-0.050,-0.037,-0.995,0.997
9.464,-0.049,-0.038,-0.994,0.996
9.474,-0.050,-0.038,-0.995,0.997
9.484,-0.049,-0.036,-0.994,0.996
9.494,-0.049,-0.037,-0.995,0.996
9.504,-0.048,-0.037,-0.996,0.997
9.514,-0.049,-0.038,-0.995,0.997
9.524,-0.048,-0.038,-0.995,0.997
9.534,-0.048,-0.037,-0.996,0.998
9.544,-0.048,-0.038,-0.994,0.996
9.554,-0.048,-0.038,-0.995,0.997
9.564,-0.048,-0.038,-0.996,0.998
9.574,-0.049,-0.039,-0.994,0.996
9.584,-0.049,-0.038,-0.995,0.997
9.594,-0.048,-0.037,-0.994,0.996
9.604,-0.049,-0.038,-0.995,0.997
9.614,-0.050,-0.037,-0.994,0.996
9.623,-0.049,-0.039,-0.994,0.996
9.634,-0.050,-0.038,-0.994,0.996
9.644,-0.051,-0.038,-0.996,0.998
9.653,-0.050,-0.037,-0.995,0.997
9.663,-0.049,-0.039,-0.995,0.997
9.673,-0.049,-0.038,-0.995,0.997
9.683,-0.048,-0.038,-0.993,0.995
9.694,-0.047,-0.038,-0.992,0.994
9.703,-0.047,-0.038,-0.992,0.994
9.713,-0.047,-0.037,-0.994,0.996
9.723,-0.048,-0.038,-0.997,0.998
9.733,-0.048,-0.038,-0.995,0.997
9.744,-0.048,-0.039,-0.993,0.994
9.753,-0.048,-0.039,-0.995,0.997
9.763,-0.049,-0.038,-0.993,0.995
9.773,-0.048,-0.038,-0.994,0.996
9.783,-0.048,-0.037,-0.995,0.997
9.793,-0.049,-0.036,-0.996,0.998
9.803,-0.049,-0.037,-0.996,0.998
9.813,-0.049,-0.036,-0.995,0.997
9.823,-0.048,-0.039,-0.993,0.995
9.833,-0.049,-0.037,-0.993,0.995
9.844,-0.051,-0.038,-0.993,0.995
9.853,-0.050,-0.038,-0.995,0.997
9.863,-0.050,-0.039,-0.994,0.996
9.873,-0.049,-0.039,-0.994,0.996
9.883,-0.049,-0.038,-0.995,0.997
9.893,-0.049,-0.038,-0.994,0.996
9.903,-0.049,-0.037,-0.994,0.996
9.913,-0.049,-0.038,-0.994,0.996
9.923,-0.048,-0.037,-0.994,0.996
9.933,-0.047,-0.038,-0.994,0.996
9.943,-0.047,-0.037,-0.994,0.996
9.953,-0.047,-0.037,-0.993,0.995
9.963,-0.048,-0.039,-0.994,0.996
9.973,-0.048,-0.038,-0.993,0.995
9.983,-0.047,-0.038,-0.994,0.996
9.993,-0.048,-0.038,-0.995,0.997
10.003,-0.049,-0.037,-0.994,0.995
10.013,-0.049,-0.037,-0.994,0.996
10.023,-0.050,-0.039,-0.994,0.996
10.033,-0.049,-0.039,-0.993,0.995
10.043,-0.050,-0.037,-0.995,0.997
10.053,-0.050,-0.038,-0.994,0.996
10.063,-0.051,-0.038,-0.993,0.995
10.073,-0.050,-0.039,-0.994,0.996
10.083,-0.049,-0.038,-0.993,0.995
10.093,-0.050,-0.036,-0.994,0.995
10.103,-0.050,-0.038,-0.995,0.997
10.113,-0.047,-0.038,-0.994,0.996
10.123,-0.048,-0.038,-0.995,0.997
10.133,-0.049,-0.040,-0.995,0.997
10.143,-0.048,-0.039,-0.994,0.996
10.153,-0.047,-0.038,-0.994,0.996
10.163,-0.048,-0.038,-0.994,0.996
10.173,-0.048,-0.038,-0.994,0.995
10.183,-0.048,-0.038,-0.997,0.999
10.193,-0.048,-0.037,-0.994,0.996
10.203,-0.049,-0.038,-0.995,0.997
10.213,-0.049,-0.038,-0.996,0.998
10.223,-0.048,-0.039,-0.997,0.998
10.233,-0.048,-0.038,-0.994,0.996
10.243,-0.049,-0.038,-0.993,0.995
10.253,-0.050,-0.038,-0.994,0.996
10.263,-0.050,-0.039,-0.994,0.996
10.273,-0.049,-0.038,-0.996,0.998
10.283,-0.049,-0.038,-0.994,0.996
10.293,-0.050,-0.038,-0.993,0.995
10.303,-0.049,-0.036,-0.994,0.996
10.313,-0.048,-0.038,-0.995,0.997
10.323,-0.048,-0.038,-0.994,0.996
10.333,-0.049,-0.038,-0.994,0.996
10.343,-0.050,-0.038,-0.994,0.996
10.353,-0.048,-0.039,-0.994,0.996
10.363,-0.049,-0.039,-0.994,0.996
10.373,-0.048,-0.038,-0.994,0.996
10.383,-0.048,-0.037,-0.995,0.997
10.393,-0.047,-0.039,-0.995,0.996
10.403,-0.048,-0.039,-0.993,0.995
10.413,-0.049,-0.038,-0.994,0.996
10.422,-0.047,-0.038,-0.994,0.996
10.432,-0.049,-0.038,-0.994,0.996
10.442,-0.049,-0.039,-0.995,0.997
10.452,-0.049,-0.038,-0.995,0.997
10.462,-0.049,-0.038,-0.993,0.995
10.472,-0.049,-0.038,-0.994,0.995
10.482,-0.049,-0.038,-0.995,0.997
10.492,-0.048,-0.038,-0.994,0.996
10.502,-0.051,-0.038,-0.994,0.996
10.512,-0.049,-0.038,-0.994,0.996
10.522,-0.049,-0.038,-0.994,0.996
10.532,-0.048,-0.038,-0.994,0.996
10.542,-0.050,-0.039,-0.994,0.996
10.552,-0.048,-0.038,-0.995,0.997
10.562,-0.049,-0.038,-0.995,0.997
10.572,-0.048,-0.038,-0.995,0.996
10.582,-0.048,-0.036,-0.995,0.997
10.592,-0.048,-0.038,-0.995,0.996
10.602,-0.048,-0.037,-0.996,0.998
10.612,-0.049,-0.038,-0.995,0.997
10.622,-0.050,-0.039,-0.995,0.997
10.632,-0.049,-0.038,-0.993,0.995
10.642,-0.049,-0.039,-0.994,0.996
10.652,-0.048,-0.039,-0.994,0.996
10.662,-0.048,-0.039,-0.994,0.995
10.672,-0.049,-0.037,-0.995,0.997
10.682,-0.049,-0.037,-0.995,0.997
10.692,-0.049,-0.038,-0.996,0.998
10.702,-0.049,-0.036,-0.996,0.998
10.712,-0.049,-0.036,-0.997,0.999
10.722,-0.049,-0.037,-0.993,0.995
10.732,-0.051,-0.038,-0.993,0.995
10.742,-0.049,-0.038,-0.994,0.996
10.752,-0.050,-0.040,-0.994,0.997
10.762,-0.050,-0.038,-0.993,0.995
10.772,-0.049,-0.038,-0.994,0.996
10.782,-0.049,-0.039,-0.995,0.997
10.792,-0.048,-0.038,-0.995,0.996
10.802,-0.049,-0.037,-0.996,0.997
10.812,-0.048,-0.038,-0.994,0.996
10.822,-0.048,-0.038,-0.994,0.996
10.832,-0.050,-0.038,-0.995,0.997
10.842,-0.048,-0.038,-0.996,0.998
10.852,-0.049,-0.038,-0.994,0.996
10.862,-0.049,-0.038,-0.994,0.996
10.872,-0.047,-0.038,-0.996,0.998
10.882,-0.048,-0.037,-0.994,0.996
10.892,-0.049,-0.039,-0.994,0.996
10.902,-0.049,-0.038,-0.995,0.997
10.912,-0.047,-0.038,-0.994,0.996
10.922,-0.047,-0.037,-0.995,0.997
10.932,-0.049,-0.038,-0.994,0.996
10.942,-0.050,-0.038,-0.994,0.996
10.952,-0.048,-0.037,-0.995,0.997
10.962,-0.049,-0.038,-0.995,0.997
10.972,-0.051,-0.037,-0.995,0.997
10.982,-0.049,-0.037,-0.994,0.995
10.992,-0.049,-0.037,-0.995,0.997
11.002,-0.049,-0.039,-0.995,0.997
11.012,-0.049,-0.038,-0.994,0.996
11.022,-0.049,-0.038,-0.996,0.998
11.032,-0.048,-0.038,-0.994,0.996
11.042,-0.049,-0.038,-0.993,0.995
11.052,-0.049,-0.038,-0.993,0.995
11.062,-0.049,-0.039,-0.995,0.996
11.072,-0.048,-0.039,-0.995,0.997
11.082,-0.048,-0.038,-0.994,0.996
11.092,-0.048,-0.037,-0.994,0.996
11.102,-0.048,-0.038,-0.995,0.997
11.112,-0.049,-0.037,-0.994,0.996
11.122,-0.048,-0.038,-0.995,0.997
11.132,-0.050,-0.039,-0.996,0.998
11.142,-0.049,-0.038,-0.993,0.995
11.152,-0.049,-0.038,-0.994,0.995
11.161,-0.049,-0.038,-0.992,0.994
11.171,-0.049,-0.040,-0.993,0.996
11.181,-0.048,-0.039,-0.993,0.995
11.191,-0.049,-0.038,-0.995,0.997
11.201,-0.048,-0.038,-0.995,0.996
11.211,-0.048,-0.037,-0.994,0.996
11.221,-0.049,-0.039,-0.995,0.997
11.231,-0.049,-0.039,-0.995,0.997
11.241,-0.048,-0.039,-0.996,0.997
11.251,-0.048,-0.038,-0.996,0.997
11.261,-0.048,-0.038,-0.995,0.997
11.271,-0.048,-0.039,-0.994,0.996
11.281,-0.050,-0.038,-0.994,0.996
11.291,-0.049,-0.039,-0.995,0.997
11.301,-0.049,-0.039,-0.994,0.996
11.311,-0.048,-0.037,-0.994,0.996
11.321,-0.050,-0.037,-0.995,0.997
11.331,-0.049,-0.039,-0.995,0.997
11.341,-0.049,-0.038,-0.995,0.997
11.351,-0.048,-0.037,-0.994,0.996
11.361,-0.049,-0.038,-0.994,0.996
11.371,-0.048,-0.038,-0.993,0.995
11.381,-0.048,-0.038,-0.994,0.996
11.391,-0.048,-0.038,-0.995,0.997
11.401,-0.048,-0.038,-0.995,0.997
11.411,-0.050,-0.037,-0.994,0.996
11.421,-0.049,-0.038,-0.995,0.997
11.431,-0.049,-0.039,-0.994,0.996
11.441,-0.048,-0.038,-0.994,0.996
11.451,-0.049,-0.039,-0.997,0.999
11.461,-0.049,-0.038,-0.995,0.996
11.471,-0.049,-0.038,-0.994,0.996
11.481,-0.048,-0.038,-0.995,0.997
11.491,-0.048,-0.038,-0.994,0.996
11.501,-0.050,-0.038,-0.994,0.996
11.511,-0.049,-0.038,-0.995,0.997
11.521,-0.049,-0.038,-0.995,0.997
11.531,-0.048,-0.038,-0.995,0.997
11.541,-0.049,-0.038,-0.994,0.996
11.551,-0.048,-0.039,-0.994,0.996
11.561,-0.048,-0.038,-0.994,0.996
11.571,-0.047,-0.037,-0.994,0.996
11.581,-0.048,-0.037,-0.996,0.998
11.591,-0.048,-0.038,-0.995,0.997
11.601,-0.048,-0.039,-0.994,0.996
11.611,-0.048,-0.038,-0.994,0.996
11.621,-0.049,-0.038,-0.994,0.996
11.631,-0.049,-0.039,-0.993,0.995
11.641,-0.049,-0.038,-0.996,0.998
11.651,-0.050,-0.038,-0.993,0.996
11.661,-0.048,-0.039,-0.993,0.995
11.671,-0.050,-0.038,-0.993,0.995
11.681,-0.050,-0.039,-0.994,0.996
11.691,-0.049,-0.038,-0.994,0.996
11.701,-0.049,-0.039,-0.995,0.997
11.711,-0.050,-0.037,-0.993,0.995
11.721,-0.048,-0.038,-0.994,0.996
11.731,-0.048,-0.037,-0.995,0.997
11.741,-0.049,-0.037,-0.993,0.995
11.751,-0.049,-0.038,-0.993,0.994
11.761,-0.049,-0.038,-0.994,0.996
11.771,-0.049,-0.038,-0.995,0.997
11.781,-0.048,-0.039,-0.995,0.997
11.791,-0.047,-0.038,-0.994,0.996
11.801,-0.048,-0.038,-0.993,0.995
11.811,-0.049,-0.040,-0.993,0.995
11.821,-0.048,-0.038,-0.994,0.996
11.831,-0.050,-0.038,-0.994,0.996
11.841,-0.049,-0.038,-0.995,0.997
11.851,-0.050,-0.038,-0.995,0.997
11.861,-0.050,-0.039,-0.994,0.996
11.871,-0.049,-0.038,-0.995,0.997
11.881,-0.048,-0.038,-0.995,0.997
11.891,-0.048,-0.038,-0.995,0.997
11.901,-0.048,-0.038,-0.994,0.996
11.910,-0.048,-0.038,-0.993,0.994
11.921,-0.049,-0.038,-0.994,0.996
11.931,-0.049,-0.040,-0.995,0.997
11.940,-0.049,-0.038,-0.995,0.997
11.950,-0.048,-0.038,-0.995,0.997
11.960,-0.048,-0.037,-0.994,0.996
11.970,-0.049,-0.037,-0.994,0.996
11.980,-0.048,-0.036,-0.993,0.995
11.990,-0.049,-0.037,-0.994,0.996
12.001,-0.048,-0.038,-0.995,0.997
12.010,-0.049,-0.039,-0.996,0.998
12.020,-0.048,-0.038,-0.994,0.996
12.030,-0.049,-0.039,-0.995,0.997
12.040,-0.049,-0.037,-0.996,0.998
12.050,-0.049,-0.040,-0.996,0.998
12.060,-0.048,-0.039,-0.994,0.996
12.070,-0.047,-0.037,-0.991,0.993
12.080,-0.049,-0.037,-0.993,0.995
12.090,-0.049,-0.037,-0.994,0.996
12.100,-0.049,-0.038,-0.995,0.997
