SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Nov 14 14:37:17 GMT 2023
User: 2663452m
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G51559
Integration Time (usec): 2000000 (USB2G51559)
Spectra Averaged: 1 (USB2G51559)
Boxcar Smoothing: 0 (USB2G51559)
Correct for Electrical Dark: No (USB2G51559)
Strobe/Lamp Enabled: No (USB2G51559)
Correct for Detector Non-linearity: No (USB2G51559)
Correct for Stray Light: No (USB2G51559)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
350.00	120.65
351.00	115.03
352.00	115.10
353.00	208.88
354.00	139.30
355.00	111.17
356.00	110.45
357.00	117.33
358.00	111.80
359.00	111.16
360.00	116.20
361.00	120.58
362.00	114.67
363.00	115.97
364.00	110.91
365.00	110.57
366.00	107.14
367.00	116.46
368.00	117.39
369.00	115.27
370.00	135.04
371.00	114.85
372.00	109.98
373.00	118.01
374.00	117.80
375.00	120.26
376.00	114.16
377.00	278.03
378.00	130.74
379.00	115.52
380.00	108.30
381.00	120.14
382.00	113.36
383.00	145.64
384.00	115.96
385.00	105.70
386.00	113.93
387.00	111.17
388.00	132.73
389.00	111.94
390.00	113.07
391.00	116.97
392.00	114.68
393.00	107.30
394.00	107.47
395.00	115.00
396.00	104.86
397.00	141.33
398.00	120.41
399.00	129.11
400.00	106.31
401.00	104.60
402.00	111.52
403.00	107.92
404.00	125.25
405.00	133.20
406.00	115.40
407.00	118.59
408.00	116.05
409.00	112.43
410.00	105.74
411.00	117.05
412.00	128.23
413.00	119.46
414.00	109.12
415.00	119.66
416.00	146.69
417.00	120.46
418.00	111.96
419.00	117.21
420.00	134.22
421.00	111.56
422.00	137.44
423.00	114.81
424.00	105.17
425.00	103.98
426.00	104.62
427.00	113.58
428.00	104.93
429.00	100.48
430.00	103.48
431.00	112.24
432.00	117.77
433.00	134.12
434.00	111.69
435.00	117.84
436.00	121.85
437.00	113.60
438.00	106.45
439.00	110.93
440.00	114.30
441.00	117.88
442.00	108.69
443.00	115.73
444.00	125.25
445.00	133.27
446.00	119.98
447.00	119.37
448.00	105.79
449.00	112.77
450.00	98.95
451.00	137.55
452.00	149.46
453.00	115.45
454.00	114.99
455.00	111.55
456.00	108.18
457.00	105.00
458.00	106.76
459.00	99.77
460.00	140.19
461.00	166.76
462.00	113.17
463.00	107.86
464.00	139.97
465.00	111.39
466.00	109.07
467.00	105.29
468.00	113.69
469.00	117.47
470.00	119.98
471.00	117.16
472.00	108.91
473.00	110.57
474.00	110.65
475.00	122.75
476.00	110.00
477.00	114.72
478.00	114.10
479.00	132.58
480.00	117.00
481.00	153.49
482.00	120.24
483.00	108.10
484.00	102.99
485.00	107.26
486.00	111.89
487.00	124.09
488.00	111.00
489.00	117.29
490.00	109.34
491.00	114.38
492.00	123.99
493.00	113.73
494.00	112.30
495.00	114.13
496.00	110.94
497.00	127.33
498.00	118.90
499.00	130.61
500.00	117.12
501.00	105.15
502.00	118.93
503.00	110.84
504.00	115.95
505.00	116.73
506.00	121.03
507.00	111.36
508.00	107.72
509.00	122.04
510.00	109.91
511.00	113.21
512.00	110.22
513.00	143.98
514.00	114.07
515.00	109.71
516.00	137.07
517.00	112.75
518.00	112.02
519.00	118.03
520.00	110.58
521.00	116.29
522.00	117.05
523.00	111.86
524.00	120.00
525.00	110.89
526.00	114.80
527.00	110.90
528.00	139.95
529.00	135.67
530.00	108.69
531.00	115.00
532.00	114.08
533.00	112.61
534.00	156.10
535.00	122.61
536.00	124.26
537.00	130.60
538.00	116.48
539.00	112.91
540.00	122.31
541.00	117.02
542.00	142.68
543.00	134.52
544.00	124.56
545.00	118.43
546.00	131.95
547.00	134.73
548.00	121.82
549.00	119.80
550.00	116.19
551.00	120.96
552.00	118.50
553.00	116.96
554.00	129.45
555.00	112.38
556.00	150.05
557.00	123.72
558.00	126.74
559.00	120.17
560.00	116.78
561.00	114.42
562.00	125.89
563.00	267.43
564.00	126.89
565.00	116.06
566.00	118.40
567.00	156.31
568.00	128.10
569.00	111.54
570.00	110.03
571.00	110.37
572.00	103.96
573.00	109.63
574.00	115.00
575.00	106.82
576.00	115.79
577.00	199.03
578.00	124.55
579.00	116.73
580.00	132.32
581.00	-110.70
582.00	-95.17
583.00	151.91
584.00	117.94
585.00	112.61
586.00	116.87
587.00	150.19
588.00	118.12
589.00	129.97
590.00	121.21
591.00	133.03
592.00	110.95
593.00	122.85
594.00	111.44
595.00	111.67
596.00	111.84
597.00	111.02
598.00	107.61
599.00	133.06
600.00	139.51
601.00	123.13
602.00	116.14
603.00	131.00
604.00	114.02
605.00	111.20
606.00	119.13
607.00	111.33
608.00	118.60
609.00	114.59
610.00	132.77
611.00	133.92
612.00	130.36
613.00	125.62
614.00	114.34
615.00	129.83
616.00	135.26
617.00	116.64
618.00	111.94
619.00	117.92
620.00	109.98
621.00	123.65
622.00	145.48
623.00	110.66
624.00	109.57
625.00	111.16
626.00	113.33
627.00	142.68
628.00	138.76
629.00	127.05
630.00	129.25
631.00	116.18
632.00	120.08
633.00	121.51
634.00	120.10
635.00	116.53
636.00	123.20
637.00	106.88
638.00	107.95
639.00	117.47
640.00	115.92
641.00	111.94
642.00	133.52
643.00	125.11
644.00	112.68
645.00	122.33
646.00	123.48
647.00	112.03
648.00	116.86
649.00	118.34
650.00	139.86
651.00	123.55
652.00	132.18
653.00	122.65
654.00	145.97
655.00	118.76
656.00	114.73
657.00	108.91
658.00	118.68
659.00	115.22
660.00	113.34
661.00	124.61
662.00	114.71
663.00	108.02
664.00	150.86
665.00	120.57
666.00	125.67
667.00	100.62
668.00	1164.35
669.00	166.64
670.00	114.22
671.00	109.24
672.00	137.45
673.00	113.16
674.00	117.38
675.00	113.01
676.00	111.62
677.00	120.60
678.00	118.96
679.00	116.12
680.00	116.20
681.00	169.82
682.00	112.22
683.00	111.87
684.00	110.94
685.00	147.53
686.00	111.01
687.00	103.80
688.00	105.31
689.00	113.19
690.00	129.05
691.00	115.07
692.00	131.03
693.00	114.79
694.00	118.38
695.00	89.52
696.00	154.18
697.00	109.19
698.00	132.60
699.00	110.11
700.00	104.43
701.00	126.04
702.00	111.81
703.00	124.08
704.00	114.96
705.00	112.51
706.00	118.90
707.00	106.89
708.00	133.17
709.00	131.55
710.00	113.36
711.00	107.89
712.00	119.29
713.00	133.83
714.00	116.17
715.00	105.91
716.00	135.25
717.00	117.34
718.00	110.89
719.00	109.85
720.00	121.59
721.00	115.05
722.00	122.39
723.00	113.55
724.00	111.87
725.00	112.83
