
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
2.74596370e+01, -5.4922e+01, 1.1387e+02
2.66807284e+01, -5.2579e+01, 3.8782e+01
2.59239141e+01, -5.1309e+01, 8.9408e+01
2.51885672e+01, -5.2247e+01, 5.6680e+01
2.44740788e+01, -4.6411e+01, 9.0978e+01
2.37798574e+01, -5.4531e+01, 4.5574e+01
2.31053279e+01, -5.2856e+01, 8.4176e+01
2.24499318e+01, -5.3786e+01, 9.5368e+01
2.18131265e+01, -4.8340e+01, 9.8734e+01
2.11943844e+01, -5.0217e+01, 1.6169e+02
2.05931934e+01, -5.8487e+01, 1.0190e+02
2.00090555e+01, -5.6847e+01, 8.1031e+01
1.94414870e+01, -5.7318e+01, 7.9966e+01
1.88900179e+01, -5.3037e+01, 1.5859e+01
1.83541916e+01, -5.3593e+01, 8.6581e+01
1.78335643e+01, -4.8981e+01, 6.2078e+01
1.73277049e+01, -5.1856e+01, 7.1965e+01
1.68361944e+01, -4.9326e+01, 5.6614e+01
1.63586260e+01, -6.2992e+01, 1.0337e+02
1.58946041e+01, -5.1535e+01, 1.2764e+02
1.54437444e+01, -5.7256e+01, 5.3162e+01
1.50056736e+01, -5.2515e+01, 5.8524e+01
1.45800289e+01, -5.5291e+01, 8.8644e+01
1.41664579e+01, -5.5154e+01, -2.0224e+01
1.37646181e+01, -4.9628e+01, 5.4829e+01
1.33741767e+01, -5.4769e+01, 1.0357e+02
1.29948104e+01, -6.8277e+01, 8.2640e+01
1.26262051e+01, -6.1394e+01, 6.6940e+01
1.22680554e+01, -5.9878e+01, 9.5494e+01
1.19200649e+01, -5.5903e+01, 1.0388e+02
1.15819453e+01, -5.2257e+01, 1.7679e+02
1.12534167e+01, -5.5588e+01, 5.1223e+01
1.09342070e+01, -5.7440e+01, 5.1424e+01
1.06240519e+01, -5.4216e+01, 7.7411e+01
1.03226945e+01, -5.2946e+01, 7.1137e+01
1.00298852e+01, -4.9032e+01, 6.4625e+01
9.74538172e+00, -5.2654e+01, 1.0384e+02
9.46894831e+00, -5.5510e+01, 7.4294e+01
9.20035608e+00, -5.4701e+01, 1.3855e+02
8.93938263e+00, -6.1722e+01, -1.2942e+02
8.68581185e+00, -5.9136e+01, 9.8331e+01
8.43943375e+00, -5.0648e+01, 1.5890e+02
8.20004430e+00, -5.6877e+01, 4.2495e+01
7.96744528e+00, -6.0632e+01, -4.9380e+01
7.74144406e+00, -6.0390e+01, 7.4345e+01
7.52185350e+00, -5.4601e+01, 1.5821e+01
7.30849176e+00, -9.0668e+01, 1.0300e+02
7.10118214e+00, -4.9775e+01, 1.4858e+02
6.89975298e+00, -6.5018e+01, 1.4721e+02
6.70403748e+00, -6.3588e+01, 1.1548e+02
6.51387356e+00, -5.6404e+01, 9.0274e+01
6.32910375e+00, -5.8424e+01, 7.2123e+01
6.14957504e+00, -5.5021e+01, -4.2931e+01
5.97513877e+00, -5.4024e+01, 8.6124e+01
