% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Output 1), DC coupling, 1 x probe attenuation
% Time span 850.0 us, time offset -5.260 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel B, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Sine, 11.000 000 000 kHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (on) - Sine, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-10-24 T 12:46:45 +0100
% Time (s), Channel A (Input 1) (V), Channel B (Output 1) (V)
4.834656000000e-03, 4.408891e-01, 4.592086e-01
4.835520000000e-03, 4.531021e-01, 4.701240e-01
4.836384000000e-03, 4.689790e-01, 4.794364e-01
4.837248000000e-03, 4.811920e-01, 4.869932e-01
4.838112000000e-03, 4.921837e-01, 4.927944e-01
4.838976000000e-03, 5.007328e-01, 4.969926e-01
4.839840000000e-03, 5.092819e-01, 4.992062e-01
4.840704000000e-03, 5.129458e-01, 4.998168e-01
4.841568000000e-03, 5.166097e-01, 4.985192e-01
4.842432000000e-03, 5.178310e-01, 4.954659e-01
4.843296000000e-03, 5.190523e-01, 4.906571e-01
4.844160000000e-03, 5.166097e-01, 4.841689e-01
4.845024000000e-03, 5.141671e-01, 4.759252e-01
4.845888000000e-03, 5.092819e-01, 4.658494e-01
4.846752000000e-03, 5.019541e-01, 4.542471e-01
4.847616000000e-03, 4.934050e-01, 4.410418e-01
4.848480000000e-03, 4.836346e-01, 4.262335e-01
4.849344000000e-03, 4.726429e-01, 4.098223e-01
4.850208000000e-03, 4.579873e-01, 3.921135e-01
4.851072000000e-03, 4.445530e-01, 3.728780e-01
4.851936000000e-03, 4.262335e-01, 3.522686e-01
4.852800000000e-03, 4.091353e-01, 3.305142e-01
4.853664000000e-03, 3.895945e-01, 3.075385e-01
4.854528000000e-03, 3.688325e-01, 2.834942e-01
4.855392000000e-03, 3.480704e-01, 2.584575e-01
4.856256000000e-03, 3.236444e-01, 2.324286e-01
4.857120000000e-03, 2.992184e-01, 2.056363e-01
4.857984000000e-03, 2.723498e-01, 1.780807e-01
4.858848000000e-03, 2.467025e-01, 1.498382e-01
4.859712000000e-03, 2.234978e-01, 1.212140e-01
4.860576000000e-03, 1.929653e-01, 9.205545e-02
4.861440000000e-03, 1.648754e-01, 6.259160e-02
4.862304000000e-03, 1.355642e-01, 3.282242e-02
4.863168000000e-03, 1.074744e-01, 2.976918e-03
4.864032000000e-03, 7.694187e-02, -2.679226e-02
4.864896000000e-03, 4.518808e-02, -5.656143e-02
4.865760000000e-03, 1.587689e-02, -8.610162e-02
4.866624000000e-03, -1.343429e-02, -1.153365e-01
4.867488000000e-03, -4.274548e-02, -1.441133e-01
4.868352000000e-03, -7.205667e-02, -1.725086e-01
4.869216000000e-03, -1.001466e-01, -2.001405e-01
4.870080000000e-03, -1.306790e-01, -2.271617e-01
4.870944000000e-03, -1.575476e-01, -2.532670e-01
4.871808000000e-03, -1.856375e-01, -2.785326e-01
4.872672000000e-03, -2.112848e-01, -3.028059e-01
4.873536000000e-03, -2.369321e-01, -3.260106e-01
4.874400000000e-03, -2.625794e-01, -3.479940e-01
4.875264000000e-03, -2.870054e-01, -3.687561e-01
4.876128000000e-03, -3.089888e-01, -3.882969e-01
4.876992000000e-03, -3.297509e-01, -4.063874e-01
4.877856000000e-03, -3.517343e-01, -4.230276e-01
4.878720000000e-03, -3.700538e-01, -4.381412e-01
4.879584000000e-03, -3.871519e-01, -4.517282e-01
4.880448000000e-03, -4.030288e-01, -4.637122e-01
4.881312000000e-03, -4.176844e-01, -4.739405e-01
4.882176000000e-03, -4.335613e-01, -4.826423e-01
4.883040000000e-03, -4.457743e-01, -4.895121e-01
4.883904000000e-03, -4.531021e-01, -4.946263e-01
4.884768000000e-03, -4.628725e-01, -4.980612e-01
4.885632000000e-03, -4.689790e-01, -4.996642e-01
4.886496000000e-03, -4.738642e-01, -4.995115e-01
4.887360000000e-03, -4.763068e-01, -4.976032e-01
4.888224000000e-03, -4.787494e-01, -4.938630e-01
4.889088000000e-03, -4.775281e-01, -4.883671e-01
4.889952000000e-03, -4.750855e-01, -4.811157e-01
4.890816000000e-03, -4.714216e-01, -4.721849e-01
4.891680000000e-03, -4.640938e-01, -4.615749e-01
4.892544000000e-03, -4.579873e-01, -4.492856e-01
4.893408000000e-03, -4.482169e-01, -4.353933e-01
4.894272000000e-03, -4.372252e-01, -4.200507e-01
4.895136000000e-03, -4.237909e-01, -4.030288e-01
4.896000000000e-03, -4.103566e-01, -3.847093e-01
4.896864000000e-03, -3.944797e-01, -3.650159e-01
4.897728000000e-03, -3.773816e-01, -3.439485e-01
4.898592000000e-03, -3.578408e-01, -3.217361e-01
4.899456000000e-03, -3.370787e-01, -2.983024e-01
4.900320000000e-03, -3.175379e-01, -2.738764e-01
4.901184000000e-03, -2.943332e-01, -2.483818e-01
4.902048000000e-03, -2.723498e-01, -2.220475e-01
4.902912000000e-03, -2.454812e-01, -1.950263e-01
4.903776000000e-03, -2.198339e-01, -1.670890e-01
4.904640000000e-03, -1.941866e-01, -1.387702e-01
4.905504000000e-03, -1.685393e-01, -1.098406e-01
4.906368000000e-03, -1.404494e-01, -8.052944e-02
4.907232000000e-03, -1.111383e-01, -5.098925e-02
4.908096000000e-03, -8.304837e-02, -2.114375e-02
4.908960000000e-03, -5.251588e-02, 8.625428e-03
4.909824000000e-03, -2.564729e-02, 3.847093e-02
4.910688000000e-03, 4.885198e-03, 6.816378e-02
4.911552000000e-03, 3.541769e-02, 9.755130e-02
4.912416000000e-03, 6.472887e-02, 1.266335e-01
4.913280000000e-03, 9.404006e-02, 1.552577e-01
4.914144000000e-03, 1.233513e-01, 1.833476e-01
4.915008000000e-03, 1.538837e-01, 2.107505e-01
4.915872000000e-03, 1.807523e-01, 2.373901e-01
4.916736000000e-03, 2.088422e-01, 2.632664e-01
4.917600000000e-03, 2.369321e-01, 2.881504e-01
4.918464000000e-03, 2.625794e-01, 3.120420e-01
4.919328000000e-03, 2.882267e-01, 3.347124e-01
4.920192000000e-03, 3.114314e-01, 3.563141e-01
4.921056000000e-03, 3.346361e-01, 3.766182e-01
4.921920000000e-03, 3.602834e-01, 3.955484e-01
4.922784000000e-03, 3.810455e-01, 4.130282e-01
4.923648000000e-03, 3.993649e-01, 4.291341e-01
4.924512000000e-03, 4.189057e-01, 4.436371e-01
4.925376000000e-03, 4.372252e-01, 4.565370e-01
4.926240000000e-03, 4.506595e-01, 4.679104e-01
4.927104000000e-03, 4.665364e-01, 4.776044e-01
4.927968000000e-03, 4.775281e-01, 4.855429e-01
4.928832000000e-03, 4.909624e-01, 4.917257e-01
4.929696000000e-03, 5.007328e-01, 4.961529e-01
4.930560000000e-03, 5.068393e-01, 4.988245e-01
4.931424000000e-03, 5.117245e-01, 4.998932e-01
4.932288000000e-03, 5.153884e-01, 4.989772e-01
4.933152000000e-03, 5.178310e-01, 4.963056e-01
4.934016000000e-03, 5.190523e-01, 4.918784e-01
4.934880000000e-03, 5.190523e-01, 4.857719e-01
4.935744000000e-03, 5.153884e-01, 4.778334e-01
4.936608000000e-03, 5.105032e-01, 4.682157e-01
4.937472000000e-03, 5.031754e-01, 4.569950e-01
4.938336000000e-03, 4.958476e-01, 4.440950e-01
4.939200000000e-03, 4.848559e-01, 4.295921e-01
4.940064000000e-03, 4.750855e-01, 4.135626e-01
4.940928000000e-03, 4.604299e-01, 3.960827e-01
4.941792000000e-03, 4.457743e-01, 3.771526e-01
4.942656000000e-03, 4.298974e-01, 3.569248e-01
4.943520000000e-03, 4.140205e-01, 3.354757e-01
4.944384000000e-03, 3.944797e-01, 3.126527e-01
4.945248000000e-03, 3.712751e-01, 2.888373e-01
4.946112000000e-03, 3.492917e-01, 2.640297e-01
4.946976000000e-03, 3.273083e-01, 2.382297e-01
4.947840000000e-03, 3.028823e-01, 2.115901e-01
4.948704000000e-03, 2.784563e-01, 1.841872e-01
4.949568000000e-03, 2.528090e-01, 1.560973e-01
4.950432000000e-03, 2.271617e-01, 1.275495e-01
4.951296000000e-03, 1.990718e-01, 9.846727e-02
4.952160000000e-03, 1.709819e-01, 6.900342e-02
4.953024000000e-03, 1.428920e-01, 3.931058e-02
4.953888000000e-03, 1.135809e-01, 9.541403e-03
4.954752000000e-03, 8.426967e-02, -2.022777e-02
4.955616000000e-03, 5.495848e-02, -5.007328e-02
4.956480000000e-03, 2.442599e-02, -7.961346e-02
4.957344000000e-03, -6.106498e-03, -1.089247e-01
4.958208000000e-03, -3.419639e-02, -1.378542e-01
4.959072000000e-03, -6.472887e-02, -1.663257e-01
4.959936000000e-03, -9.281876e-02, -1.941103e-01
4.960800000000e-03, -1.233513e-01, -2.212842e-01
4.961664000000e-03, -1.502198e-01, -2.476185e-01
4.962528000000e-03, -1.783097e-01, -2.731131e-01
4.963392000000e-03, -2.051783e-01, -2.975391e-01
4.964256000000e-03, -2.320469e-01, -3.210491e-01
4.965120000000e-03, -2.589155e-01, -3.433378e-01
4.965984000000e-03, -2.821202e-01, -3.643289e-01
4.966848000000e-03, -3.028823e-01, -3.841750e-01
4.967712000000e-03, -3.273083e-01, -4.025709e-01
4.968576000000e-03, -3.468491e-01, -4.195164e-01
4.969440000000e-03, -3.663899e-01, -4.349353e-01
4.970304000000e-03, -3.847093e-01, -4.489039e-01
4.971168000000e-03, -4.005862e-01, -4.612696e-01
4.972032000000e-03, -4.176844e-01, -4.718796e-01
4.972896000000e-03, -4.298974e-01, -4.808104e-01
4.973760000000e-03, -4.408891e-01, -4.881382e-01
4.974624000000e-03, -4.518808e-01, -4.937103e-01
4.975488000000e-03, -4.604299e-01, -4.974506e-01
4.976352000000e-03, -4.677577e-01, -4.994352e-01
4.977216000000e-03, -4.726429e-01, -4.996642e-01
4.978080000000e-03, -4.763068e-01, -4.981375e-01
4.978944000000e-03, -4.787494e-01, -4.947790e-01
4.979808000000e-03, -4.775281e-01, -4.897411e-01
4.980672000000e-03, -4.763068e-01, -4.828713e-01
4.981536000000e-03, -4.714216e-01, -4.742459e-01
4.982400000000e-03, -4.665364e-01, -4.640175e-01
4.983264000000e-03, -4.592086e-01, -4.521098e-01
4.984128000000e-03, -4.506595e-01, -4.385992e-01
4.984992000000e-03, -4.396678e-01, -4.235619e-01
4.985856000000e-03, -4.274548e-01, -4.068454e-01
4.986720000000e-03, -4.140205e-01, -3.888312e-01
4.987584000000e-03, -3.981436e-01, -3.693668e-01
4.988448000000e-03, -3.822667e-01, -3.486810e-01
4.989312000000e-03, -3.639473e-01, -3.266976e-01
4.990176000000e-03, -3.431852e-01, -3.034929e-01
4.991040000000e-03, -3.224231e-01, -2.792959e-01
4.991904000000e-03, -2.992184e-01, -2.540303e-01
4.992768000000e-03, -2.772350e-01, -2.279250e-01
4.993632000000e-03, -2.528090e-01, -2.009038e-01
4.994496000000e-03, -2.283830e-01, -1.732719e-01
4.995360000000e-03, -2.015144e-01, -1.450293e-01
4.996224000000e-03, -1.758671e-01, -1.161761e-01
4.997088000000e-03, -1.465559e-01, -8.694126e-02
4.997952000000e-03, -1.184661e-01, -5.740108e-02
4.998816000000e-03, -8.915487e-02, -2.770823e-02
4.999680000000e-03, -5.984368e-02, 2.060943e-03
5.000544000000e-03, -2.931119e-02, 3.198278e-02
5.001408000000e-03, -1.221300e-03, 6.167563e-02
5.002272000000e-03, 2.808989e-02, 9.113948e-02
5.003136000000e-03, 5.862238e-02, 1.202980e-01
5.004000000000e-03, 8.793357e-02, 1.490749e-01
5.004864000000e-03, 1.160235e-01, 1.772411e-01
5.005728000000e-03, 1.465559e-01, 2.047967e-01
5.006592000000e-03, 1.746458e-01, 2.316653e-01
5.007456000000e-03, 2.027357e-01, 2.576942e-01
5.008320000000e-03, 2.320469e-01, 2.827308e-01
5.009184000000e-03, 2.564729e-01, 3.068515e-01
5.010048000000e-03, 2.833415e-01, 3.299035e-01
5.010912000000e-03, 3.077675e-01, 3.516579e-01
5.011776000000e-03, 3.334148e-01, 3.722674e-01
5.012640000000e-03, 3.553982e-01, 3.915028e-01
5.013504000000e-03, 3.749390e-01, 4.093643e-01
5.014368000000e-03, 3.969223e-01, 4.257755e-01
5.015232000000e-03, 4.140205e-01, 4.405838e-01
5.016096000000e-03, 4.323400e-01, 4.539418e-01
5.016960000000e-03, 4.482169e-01, 4.655441e-01
5.017824000000e-03, 4.640938e-01, 4.756198e-01
5.018688000000e-03, 4.775281e-01, 4.838636e-01
5.019552000000e-03, 4.872985e-01, 4.905044e-01
5.020416000000e-03, 4.970689e-01, 4.953896e-01
5.021280000000e-03, 5.056180e-01, 4.984429e-01
5.022144000000e-03, 5.105032e-01, 4.997405e-01
5.023008000000e-03, 5.141671e-01, 4.992825e-01
5.023872000000e-03, 5.166097e-01, 4.969926e-01
5.024736000000e-03, 5.178310e-01, 4.930234e-01
5.025600000000e-03, 5.178310e-01, 4.871458e-01
5.026464000000e-03, 5.153884e-01, 4.796654e-01
5.027328000000e-03, 5.129458e-01, 4.704293e-01
5.028192000000e-03, 5.056180e-01, 4.595903e-01
5.029056000000e-03, 4.982902e-01, 4.469956e-01
5.029920000000e-03, 4.872985e-01, 4.328743e-01
5.030784000000e-03, 4.763068e-01, 4.171501e-01
5.031648000000e-03, 4.640938e-01, 4.000519e-01
5.032512000000e-03, 4.506595e-01, 3.814271e-01
5.033376000000e-03, 4.347826e-01, 3.615047e-01
5.034240000000e-03, 4.176844e-01, 3.402082e-01
5.035104000000e-03, 3.981436e-01, 3.177669e-01
5.035968000000e-03, 3.761603e-01, 2.941805e-01
5.036832000000e-03, 3.553982e-01, 2.695255e-01
5.037696000000e-03, 3.334148e-01, 2.439546e-01
5.038560000000e-03, 3.089888e-01, 2.174676e-01
5.039424000000e-03, 2.857841e-01, 1.902174e-01
5.040288000000e-03, 2.576942e-01, 1.622802e-01
5.041152000000e-03, 2.320469e-01, 1.338086e-01
5.042016000000e-03, 2.039570e-01, 1.048028e-01
5.042880000000e-03, 1.770884e-01, 7.549158e-02
5.043744000000e-03, 1.477772e-01, 4.587506e-02
5.044608000000e-03, 1.196874e-01, 1.610589e-02
5.045472000000e-03, 9.037616e-02, -1.381595e-02
5.046336000000e-03, 6.106498e-02, -4.358513e-02
5.047200000000e-03, 3.053249e-02, -7.320164e-02
5.048064000000e-03, -1.221300e-03, -1.025892e-01
5.048928000000e-03, -2.686859e-02, -1.315950e-01
5.049792000000e-03, -5.740108e-02, -1.601429e-01
5.050656000000e-03, -8.793357e-02, -1.880801e-01
5.051520000000e-03, -1.148022e-01, -2.154067e-01
5.052384000000e-03, -1.441133e-01, -2.418936e-01
5.053248000000e-03, -1.734245e-01, -2.676173e-01
5.054112000000e-03, -1.990718e-01, -2.922722e-01
5.054976000000e-03, -2.247191e-01, -3.159349e-01
5.055840000000e-03, -2.515877e-01, -3.386053e-01
5.056704000000e-03, -2.747924e-01, -3.599017e-01
5.057568000000e-03, -3.004397e-01, -3.799768e-01
5.058432000000e-03, -3.212018e-01, -3.986016e-01
5.059296000000e-03, -3.431852e-01, -4.159288e-01
5.060160000000e-03, -3.627260e-01, -4.317294e-01
5.061024000000e-03, -3.810455e-01, -4.460033e-01
5.061888000000e-03, -3.969223e-01, -4.586743e-01
5.062752000000e-03, -4.115779e-01, -4.696660e-01
5.063616000000e-03, -4.274548e-01, -4.790547e-01
5.064480000000e-03, -4.384465e-01, -4.866879e-01
5.065344000000e-03, -4.518808e-01, -4.926417e-01
5.066208000000e-03, -4.567660e-01, -4.967636e-01
5.067072000000e-03, -4.677577e-01, -4.991298e-01
5.067936000000e-03, -4.714216e-01, -4.998168e-01
5.068800000000e-03, -4.763068e-01, -4.985955e-01
5.069664000000e-03, -4.775281e-01, -4.956186e-01
5.070528000000e-03, -4.763068e-01, -4.909624e-01
5.071392000000e-03, -4.763068e-01, -4.845506e-01
5.072256000000e-03, -4.726429e-01, -4.763068e-01
5.073120000000e-03, -4.677577e-01, -4.663838e-01
5.073984000000e-03, -4.628725e-01, -4.548577e-01
5.074848000000e-03, -4.531021e-01, -4.416524e-01
5.075712000000e-03, -4.433317e-01, -4.269205e-01
5.076576000000e-03, -4.298974e-01, -4.106620e-01
5.077440000000e-03, -4.164631e-01, -3.928768e-01
5.078304000000e-03, -4.030288e-01, -3.737940e-01
5.079168000000e-03, -3.871519e-01, -3.533372e-01
5.080032000000e-03, -3.676112e-01, -3.315828e-01
5.080896000000e-03, -3.468491e-01, -3.086835e-01
5.081760000000e-03, -3.260870e-01, -2.846391e-01
5.082624000000e-03, -3.053249e-01, -2.596025e-01
5.083488000000e-03, -2.821202e-01, -2.337262e-01
5.084352000000e-03, -2.576942e-01, -2.069339e-01
5.085216000000e-03, -2.320469e-01, -1.793784e-01
5.086080000000e-03, -2.063996e-01, -1.512121e-01
5.086944000000e-03, -1.795310e-01, -1.225879e-01
5.087808000000e-03, -1.514411e-01, -9.342941e-02
5.088672000000e-03, -1.233513e-01, -6.396556e-02
5.089536000000e-03, -9.404006e-02, -3.427272e-02
5.090400000000e-03, -6.595017e-02, -4.427211e-03
5.091264000000e-03, -3.663899e-02, 2.541830e-02
5.092128000000e-03, -7.327797e-03, 5.511114e-02
5.092992000000e-03, 2.198339e-02, 8.472765e-02
5.093856000000e-03, 5.373718e-02, 1.139625e-01
5.094720000000e-03, 8.304837e-02, 1.427394e-01
5.095584000000e-03, 1.099170e-01, 1.711346e-01
5.096448000000e-03, 1.392281e-01, 1.988428e-01
5.097312000000e-03, 1.685393e-01, 2.258641e-01
5.098176000000e-03, 1.966292e-01, 2.521220e-01
5.099040000000e-03, 2.259404e-01, 2.773877e-01
5.099904000000e-03, 2.515877e-01, 3.017373e-01
5.100768000000e-03, 2.784563e-01, 3.249420e-01
5.101632000000e-03, 3.041036e-01, 3.470781e-01
5.102496000000e-03, 3.260870e-01, 3.678401e-01
5.103360000000e-03, 3.492917e-01, 3.873809e-01
5.104224000000e-03, 3.724964e-01, 4.055478e-01
5.105088000000e-03, 3.908158e-01, 4.222643e-01
5.105952000000e-03, 4.103566e-01, 4.374542e-01
5.106816000000e-03, 4.286761e-01, 4.511175e-01
5.107680000000e-03, 4.433317e-01, 4.631778e-01
5.108544000000e-03, 4.604299e-01, 4.735589e-01
5.109408000000e-03, 4.738642e-01, 4.821843e-01
5.110272000000e-03, 4.824133e-01, 4.892068e-01
5.111136000000e-03, 4.958476e-01, 4.944736e-01
5.112000000000e-03, 5.031754e-01, 4.979085e-01
5.112864000000e-03, 5.105032e-01, 4.995878e-01
5.113728000000e-03, 5.153884e-01, 4.995115e-01
5.114592000000e-03, 5.190523e-01, 4.976796e-01
5.115456000000e-03, 5.190523e-01, 4.940920e-01
5.116320000000e-03, 5.190523e-01, 4.886725e-01
5.117184000000e-03, 5.153884e-01, 4.814973e-01
5.118048000000e-03, 5.129458e-01, 4.726429e-01
5.118912000000e-03, 5.068393e-01, 4.621092e-01
5.119776000000e-03, 4.995115e-01, 4.498962e-01
5.120640000000e-03, 4.885198e-01, 4.360803e-01
5.121504000000e-03, 4.775281e-01, 4.207377e-01
5.122368000000e-03, 4.677577e-01, 4.039448e-01
5.123232000000e-03, 4.506595e-01, 3.856253e-01
5.124096000000e-03, 4.360039e-01, 3.659319e-01
5.124960000000e-03, 4.201270e-01, 3.450171e-01
5.125824000000e-03, 4.005862e-01, 3.228047e-01
5.126688000000e-03, 3.810455e-01, 2.994474e-01
5.127552000000e-03, 3.602834e-01, 2.750214e-01
5.128416000000e-03, 3.370787e-01, 2.496031e-01
5.129280000000e-03, 3.138740e-01, 2.233451e-01
5.130144000000e-03, 2.894480e-01, 1.962476e-01
5.131008000000e-03, 2.638007e-01, 1.684630e-01
5.131872000000e-03, 2.381534e-01, 1.401441e-01
5.132736000000e-03, 2.112848e-01, 1.112146e-01
5.133600000000e-03, 1.807523e-01, 8.190340e-02
5.134464000000e-03, 1.551050e-01, 5.236322e-02
5.135328000000e-03, 1.245726e-01, 2.259404e-02
5.136192000000e-03, 9.526136e-02, -7.251466e-03
5.137056000000e-03, 6.595017e-02, -3.702064e-02
5.137920000000e-03, 3.541769e-02, -6.671349e-02
5.138784000000e-03, 6.106498e-03, -9.617734e-02
5.139648000000e-03, -2.320469e-02, -1.252595e-01
5.140512000000e-03, -5.373718e-02, -1.539601e-01
5.141376000000e-03, -8.182707e-02, -1.820500e-01
5.142240000000e-03, -1.099170e-01, -2.095292e-01
5.143104000000e-03, -1.392281e-01, -2.361688e-01
5.143968000000e-03, -1.685393e-01, -2.620451e-01
5.144832000000e-03, -1.941866e-01, -2.870054e-01
5.145696000000e-03, -2.198339e-01, -3.108971e-01
5.146560000000e-03, -2.442599e-01, -3.337201e-01
5.147424000000e-03, -2.711285e-01, -3.552455e-01
5.148288000000e-03, -2.955545e-01, -3.757023e-01
5.149152000000e-03, -3.175379e-01, -3.946324e-01
5.150016000000e-03, -3.370787e-01, -4.122649e-01
5.150880000000e-03, -3.578408e-01, -4.283708e-01
5.151744000000e-03, -3.786029e-01, -4.429501e-01
5.152608000000e-03, -3.957010e-01, -4.560027e-01
5.153472000000e-03, -4.091353e-01, -4.674524e-01
5.154336000000e-03, -4.225696e-01, -4.771465e-01
5.155200000000e-03, -4.384465e-01, -4.852376e-01
5.156064000000e-03, -4.482169e-01, -4.914967e-01
5.156928000000e-03, -4.567660e-01, -4.960003e-01
5.157792000000e-03, -4.653151e-01, -4.988245e-01
5.158656000000e-03, -4.702003e-01, -4.998932e-01
5.159520000000e-03, -4.738642e-01, -4.990535e-01
5.160384000000e-03, -4.775281e-01, -4.964583e-01
5.161248000000e-03, -4.763068e-01, -4.921074e-01
5.162112000000e-03, -4.763068e-01, -4.860772e-01
5.162976000000e-03, -4.738642e-01, -4.782914e-01
5.163840000000e-03, -4.702003e-01, -4.686737e-01
5.164704000000e-03, -4.628725e-01, -4.575293e-01
5.165568000000e-03, -4.543234e-01, -4.447057e-01
5.166432000000e-03, -4.445530e-01, -4.302791e-01
5.167296000000e-03, -4.335613e-01, -4.143259e-01
5.168160000000e-03, -4.201270e-01, -3.969987e-01
5.169024000000e-03, -4.042501e-01, -3.780685e-01
5.169888000000e-03, -3.895945e-01, -3.579171e-01
5.170752000000e-03, -3.700538e-01, -3.364680e-01
5.171616000000e-03, -3.541769e-01, -3.137976e-01
5.172480000000e-03, -3.309722e-01, -2.900586e-01
5.173344000000e-03, -3.102101e-01, -2.651747e-01
5.174208000000e-03, -2.894480e-01, -2.394510e-01
5.175072000000e-03, -2.638007e-01, -2.128114e-01
5.175936000000e-03, -2.393747e-01, -1.854849e-01
5.176800000000e-03, -2.149487e-01, -1.573950e-01
5.177664000000e-03, -1.856375e-01, -1.288471e-01
5.178528000000e-03, -1.587689e-01, -9.984124e-02
5.179392000000e-03, -1.306790e-01, -7.037738e-02
5.180256000000e-03, -1.013679e-01, -4.076087e-02
5.181120000000e-03, -7.327797e-02, -1.091536e-02
5.181984000000e-03, -4.274548e-02, 1.885381e-02
5.182848000000e-03, -1.221300e-02, 4.869932e-02
5.183712000000e-03, 1.587689e-02, 7.823950e-02
5.184576000000e-03, 4.518808e-02, 1.075507e-01
5.185440000000e-03, 7.572057e-02, 1.365566e-01
5.186304000000e-03, 1.025892e-01, 1.649518e-01
5.187168000000e-03, 1.343429e-01, 1.928127e-01
5.188032000000e-03, 1.624328e-01, 2.200629e-01
5.188896000000e-03, 1.905227e-01, 2.463972e-01
5.189760000000e-03, 2.186126e-01, 2.718918e-01
5.190624000000e-03, 2.442599e-01, 2.964705e-01
5.191488000000e-03, 2.699072e-01, 3.199805e-01
5.192352000000e-03, 2.967758e-01, 3.423455e-01
5.193216000000e-03, 3.212018e-01, 3.634129e-01
5.194080000000e-03, 3.444065e-01, 3.832591e-01
5.194944000000e-03, 3.663899e-01, 4.017312e-01
5.195808000000e-03, 3.883732e-01, 4.187531e-01
5.196672000000e-03, 4.066927e-01, 4.342483e-01
5.197536000000e-03, 4.225696e-01, 4.482933e-01
5.198400000000e-03, 4.421104e-01, 4.606589e-01
5.199264000000e-03, 4.579873e-01, 4.714216e-01
5.200128000000e-03, 4.702003e-01, 4.805050e-01
5.200992000000e-03, 4.836346e-01, 4.878328e-01
5.201856000000e-03, 4.909624e-01, 4.934813e-01
5.202720000000e-03, 5.019541e-01, 4.973742e-01
5.203584000000e-03, 5.092819e-01, 4.994352e-01
5.204448000000e-03, 5.141671e-01, 4.997405e-01
5.205312000000e-03, 5.178310e-01, 4.982902e-01
5.206176000000e-03, 5.190523e-01, 4.950080e-01
5.207040000000e-03, 5.190523e-01, 4.899701e-01
5.207904000000e-03, 5.178310e-01, 4.831766e-01
5.208768000000e-03, 5.129458e-01, 4.747802e-01
5.209632000000e-03, 5.080606e-01, 4.645518e-01
5.210496000000e-03, 5.019541e-01, 4.526441e-01
5.211360000000e-03, 4.934050e-01, 4.392862e-01
5.212224000000e-03, 4.824133e-01, 4.242489e-01
5.213088000000e-03, 4.702003e-01, 4.077614e-01
5.213952000000e-03, 4.567660e-01, 3.897472e-01
5.214816000000e-03, 4.396678e-01, 3.703591e-01
5.215680000000e-03, 4.250122e-01, 3.496733e-01
5.216544000000e-03, 4.042501e-01, 3.277663e-01
5.217408000000e-03, 3.859306e-01, 3.046379e-01
5.218272000000e-03, 3.663899e-01, 2.804409e-01
5.219136000000e-03, 3.431852e-01, 2.552516e-01
5.220000000000e-03, 3.199805e-01, 2.291463e-01
5.220864000000e-03, 2.955545e-01, 2.022777e-01
5.221728000000e-03, 2.674646e-01, 1.746458e-01
5.222592000000e-03, 2.430386e-01, 1.463269e-01
5.223456000000e-03, 2.149487e-01, 1.175501e-01
5.224320000000e-03, 1.880801e-01, 8.839155e-02
5.225184000000e-03, 1.599902e-01, 5.877504e-02
5.226048000000e-03, 1.306790e-01, 2.908219e-02
5.226912000000e-03, 1.025892e-01, -6.869810e-04
5.227776000000e-03, 7.327797e-02, -3.053249e-02
5.228640000000e-03, 4.274548e-02, -6.030166e-02
5.229504000000e-03, 1.343429e-02, -8.976551e-02
5.230368000000e-03, -1.709819e-02, -1.189240e-01
5.231232000000e-03, -4.518808e-02, -1.477009e-01
5.232096000000e-03, -7.449927e-02, -1.759435e-01
5.232960000000e-03, -1.038105e-01, -2.034990e-01
5.233824000000e-03, -1.331216e-01, -2.304440e-01
5.234688000000e-03, -1.612115e-01, -2.564729e-01
5.235552000000e-03, -1.893014e-01, -2.816622e-01
5.236416000000e-03, -2.149487e-01, -3.057829e-01
5.237280000000e-03, -2.393747e-01, -3.287586e-01
5.238144000000e-03, -2.662433e-01, -3.506656e-01
5.239008000000e-03, -2.882267e-01, -3.712751e-01
5.239872000000e-03, -3.114314e-01, -3.906632e-01
5.240736000000e-03, -3.346361e-01, -4.085247e-01
5.241600000000e-03, -3.541769e-01, -4.250122e-01
5.242464000000e-03, -3.724964e-01, -4.398968e-01
5.243328000000e-03, -3.895945e-01, -4.533311e-01
5.244192000000e-03, -4.066927e-01, -4.650098e-01
5.245056000000e-03, -4.225696e-01, -4.751618e-01
5.245920000000e-03, -4.347826e-01, -4.835583e-01
5.246784000000e-03, -4.457743e-01, -4.902754e-01
5.247648000000e-03, -4.555447e-01, -4.951606e-01
5.248512000000e-03, -4.628725e-01, -4.982902e-01
5.249376000000e-03, -4.689790e-01, -4.997405e-01
5.250240000000e-03, -4.738642e-01, -4.993588e-01
5.251104000000e-03, -4.775281e-01, -4.971452e-01
5.251968000000e-03, -4.775281e-01, -4.931760e-01
5.252832000000e-03, -4.787494e-01, -4.875275e-01
5.253696000000e-03, -4.763068e-01, -4.801234e-01
5.254560000000e-03, -4.714216e-01, -4.709636e-01
