
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
5.05553295e+01, 4.3063e-02, -4.1402e-02
4.75597576e+01, 3.4701e-02, -5.6290e-02
4.47416833e+01, 6.4681e-02, -2.2301e-02
4.20905893e+01, 3.9978e-02, 2.8274e-06
3.95965815e+01, 5.0544e-02, -8.0021e-02
3.72503520e+01, 5.3243e-02, 1.0172e-01
3.50431443e+01, 7.7408e-02, 7.0353e-02
3.29667211e+01, 4.5661e-02, 1.1348e-01
3.10133329e+01, 6.8486e-02, -3.4875e-02
2.91756895e+01, 5.8782e-02, 5.9029e-02
2.74469326e+01, 4.8042e-02, -4.6172e-02
2.58206103e+01, 5.6477e-02, 2.4297e-02
2.42906530e+01, 2.2912e-02, -1.2438e-01
2.28513507e+01, 5.1978e-02, -3.8810e-02
2.14973320e+01, 6.1374e-02, -3.2912e-02
2.02235433e+01, 4.9314e-02, 2.9881e-02
1.90252309e+01, 4.8879e-02, 5.3502e-02
1.78979225e+01, 6.8985e-02, 7.1414e-02
1.68374109e+01, 6.3273e-02, 8.8601e-02
1.58397382e+01, 4.3681e-02, -6.9508e-02
1.49011808e+01, 4.9424e-02, 9.3548e-03
1.40182362e+01, 5.5911e-02, 4.6438e-03
1.31876089e+01, 5.7714e-02, -5.3411e-02
1.24061991e+01, 5.8937e-02, -2.5149e-02
1.16710904e+01, 4.7230e-02, -1.1713e-02
1.09795394e+01, 7.5697e-02, 1.7497e-02
1.03289650e+01, 5.8941e-02, -8.2897e-02
9.71693939e+00, 4.2227e-02, -3.7046e-02
9.14117831e+00, 3.4945e-02, -6.4230e-02
8.59953301e+00, 4.8320e-02, 7.6029e-02
8.08998199e+00, 3.3795e-02, -3.5637e-02
7.61062357e+00, 5.8069e-02, 1.3361e-02
7.15966873e+00, 5.8318e-02, -3.1320e-02
6.73543448e+00, 5.8884e-02, 4.7124e-02
6.33633751e+00, 5.8967e-02, -7.4641e-02
5.96088838e+00, 6.5341e-02, -7.1793e-02
5.60768586e+00, 5.2286e-02, -3.3948e-02
5.27541176e+00, 5.3942e-02, 1.4220e-01
4.96282602e+00, 4.3855e-02, -1.9246e-03
4.66876202e+00, 6.5028e-02, -6.3467e-03
4.39212230e+00, 5.9566e-02, -1.6723e-03
