% Moku:Go Frequency Response Analyzer
% Channel 1, DC coupling, 10 Vpp range, amplitude 100 mVpp, offset 0.000 0 V, phase 0.000 deg
% Channel 2, DC coupling, 10 Vpp range, amplitude 100 mVpp, offset 0.000 0 V, phase 0.000 deg
% Logarithmic sweep from 20.00000 MHz to 3.440054 Hz with 256 pts, dynamic amplitude mode off, measuring fundamental, normalization off
% Averaging time 2.00 ms, 1 cycles; Settling time 100 us, 1 cycles
% Acquired 2023-10-24 T 16:25:22 +0100
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
3.50431443e+01, -3.1624e+01, 9.1405e+01
3.29667211e+01, -3.1905e+01, 9.1379e+01
3.10133329e+01, -3.2964e+01, 8.6030e+01
2.91756895e+01, -3.3919e+01, 8.9221e+01
2.74469326e+01, -3.3484e+01, 8.4836e+01
2.58206103e+01, -3.4687e+01, 8.9672e+01
2.42906530e+01, -3.5997e+01, 9.5377e+01
2.28513507e+01, -3.4904e+01, 8.6237e+01
2.14973320e+01, -3.5329e+01, 8.5618e+01
2.02235433e+01, -3.6430e+01, 8.3139e+01
1.90252309e+01, -3.8235e+01, 8.2945e+01
1.78979225e+01, -3.7482e+01, 9.4151e+01
1.68374109e+01, -3.6817e+01, 8.6020e+01
1.58397382e+01, -3.8706e+01, 9.3507e+01
1.49011808e+01, -4.0788e+01, 9.5517e+01
1.40182362e+01, -3.9175e+01, 8.6061e+01
1.31876089e+01, -4.0672e+01, 9.7957e+01
1.24061991e+01, -4.0004e+01, 9.4380e+01
1.16710904e+01, -4.3720e+01, 9.7318e+01
1.09795394e+01, -4.2614e+01, 9.2813e+01
1.03289650e+01, -4.0922e+01, 9.1625e+01
9.71693939e+00, -4.4843e+01, 6.2703e+01
9.14117831e+00, -4.4920e+01, 7.1417e+01
8.59953301e+00, -4.2022e+01, 8.5810e+01
8.08998199e+00, -4.6494e+01, 1.2629e+02
7.61062357e+00, -4.3851e+01, 9.7580e+01
7.15966873e+00, -4.4997e+01, 8.2838e+01
6.73543448e+00, -4.6769e+01, 7.3048e+01
6.33633751e+00, -4.3672e+01, 7.5374e+01
5.96088838e+00, -4.7340e+01, 1.0614e+02
5.60768586e+00, -5.1280e+01, 1.0279e+02
5.27541176e+00, -4.9618e+01, 8.9443e+01
4.96282602e+00, -4.9702e+01, 6.8887e+01
4.66876202e+00, -4.7200e+01, 5.8098e+01
4.39212230e+00, -4.9512e+01, 1.2740e+02
4.13187440e+00, -5.1419e+01, 9.3922e+01
3.88704706e+00, -4.9799e+01, 1.2292e+02
3.65672655e+00, -4.8922e+01, 8.5721e+01
3.44005330e+00, -5.0051e+01, 5.3370e+01
