	mass_A
t	x
2.501167E1	-2.568082E-2
2.501500E1	-2.447463E-2
2.502000E1	-2.262585E-2
2.502333E1	-2.099564E-2
2.502833E1	-1.950527E-2
2.503167E1	-1.782015E-2
2.503667E1	-1.629827E-2
2.504000E1	-1.449134E-2
2.504500E1	-1.292319E-2
2.504833E1	-1.135340E-2
2.505333E1	-9.904783E-3
2.505667E1	-8.637363E-3
2.506167E1	-5.297559E-3
2.507000E1	-2.331874E-3
2.507833E1	-5.607413E-4
2.508167E1	-1.420315E-3
2.508667E1	2.069112E-4
2.509000E1	1.792729E-3
2.509500E1	3.181455E-3
2.509833E1	4.823692E-3
2.510333E1	6.404738E-3
2.510667E1	7.949236E-3
2.511167E1	9.452855E-3
2.511500E1	1.094861E-2
2.512000E1	1.247025E-2
2.512333E1	1.416355E-2
2.512833E1	1.740548E-2
2.513667E1	2.046969E-2
2.514500E1	2.212278E-2
2.514833E1	2.358848E-2
2.515333E1	2.502601E-2
2.515667E1	2.647341E-2
2.516167E1	2.814031E-2
2.516500E1	2.964783E-2
2.517000E1	3.143570E-2
2.517333E1	3.278825E-2
2.517833E1	3.441382E-2
2.518167E1	3.567687E-2
2.518667E1	3.735278E-2
2.519000E1	4.158351E-2
2.520333E1	4.302564E-2
2.520667E1	4.439680E-2
2.521167E1	4.564600E-2
2.521500E1	4.889426E-2
2.522333E1	5.029887E-2
2.522833E1	5.173096E-2
2.523167E1	5.346624E-2
2.523667E1	5.507291E-2
2.524000E1	5.644296E-2
2.524500E1	5.802388E-2
2.524833E1	5.953635E-2
2.525333E1	6.125611E-2
2.525833E1	6.265220E-2
2.526167E1	6.392142E-2
2.526667E1	6.661867E-2
2.527500E1	6.779448E-2
2.527833E1	6.908299E-2
2.528333E1	7.054385E-2
2.528667E1	7.176188E-2
2.529167E1	7.282196E-2
2.529500E1	7.393933E-2
2.530000E1	7.526432E-2
2.530333E1	7.664884E-2
2.530833E1	7.787266E-2
2.531167E1	7.920120E-2
2.531667E1	8.167861E-2
2.532500E1	8.420082E-2
2.533333E1	8.533104E-2
2.533667E1	8.149119E-2
2.534167E1	8.079533E-2
2.534500E1	8.232464E-2
2.535000E1	8.342627E-2
2.535333E1	8.879026E-2
2.535833E1	8.578553E-2
2.536167E1	8.650486E-2
2.536667E1	8.765223E-2
2.537000E1	8.882526E-2
2.537500E1	9.032008E-2
2.537833E1	9.154233E-2
2.538667E1	9.919745E-2
2.539167E1	1.014616E-1
2.540000E1	9.649403E-2
2.540333E1	9.618366E-2
2.544500E1	1.033310E-1
2.545000E1	1.033310E-1
2.545833E1	1.123164E-1
2.546167E1	1.123164E-1
2.546667E1	1.123164E-1
2.547000E1	1.123164E-1
2.547500E1	9.580477E-2
2.547833E1	9.614874E-2
2.548333E1	9.690827E-2
2.548667E1	9.040364E-2
2.549167E1	8.731559E-2
2.549500E1	9.155325E-2
2.550000E1	9.347384E-2
2.550333E1	9.347403E-2
2.550833E1	9.155236E-2
2.551667E1	9.539584E-2
2.552500E1	1.030815E-1
2.553333E1	1.038435E-1
2.553667E1	1.050037E-1
2.554167E1	1.065423E-1
2.554500E1	1.092302E-1
2.555000E1	1.080732E-1
2.555333E1	1.099972E-1
2.555833E1	1.107704E-1
2.556167E1	1.107691E-1
2.556667E1	1.138409E-1
2.557000E1	1.161440E-1
2.557500E1	1.146073E-1
2.557833E1	1.153774E-1
2.558333E1	1.161503E-1
2.559167E1	1.172980E-1
2.559500E1	1.172992E-1
2.560000E1	1.169189E-1
2.560333E1	1.176843E-1
2.561167E1	1.238140E-1
2.561667E1	1.245999E-1
2.562000E1	1.253760E-1
2.562500E1	1.257771E-1
2.562833E1	1.268949E-1
2.563333E1	1.276555E-1
2.563667E1	1.288013E-1
2.564500E1	1.299865E-1
2.565333E1	1.303800E-1
2.565833E1	1.310780E-1
2.566167E1	1.315412E-1
2.566667E1	1.322689E-1
2.567000E1	1.330317E-1
2.567500E1	1.337667E-1
2.567833E1	1.341448E-1
2.568333E1	1.349610E-1
2.568667E1	1.353654E-1
2.569167E1	1.356816E-1
2.569500E1	1.361477E-1
2.570000E1	1.369322E-1
2.570833E1	1.372578E-1
2.571167E1	1.379615E-1
2.572000E1	1.384474E-1
2.572500E1	1.388270E-1
2.572833E1	1.384367E-1
2.573333E1	1.392033E-1
2.573667E1	1.395580E-1
2.574167E1	1.399649E-1
2.574500E1	1.403185E-1
2.575000E1	1.407377E-1
2.575333E1	1.407595E-1
2.575833E1	1.411368E-1
2.576167E1	1.415111E-1
2.576667E1	1.418843E-1
2.577500E1	1.418963E-1
2.577833E1	1.422725E-1
2.578667E1	1.426462E-1
2.579167E1	1.426770E-1
2.579500E1	1.429796E-1
2.580000E1	1.430766E-1
2.580333E1	1.430996E-1
2.580833E1	1.430883E-1
2.581167E1	1.430688E-1
2.581667E1	1.430700E-1
2.582000E1	1.433580E-1
2.582500E1	1.434261E-1
2.582833E1	1.434387E-1
2.583667E1	1.434336E-1
2.584167E1	1.434091E-1
2.585000E1	1.434615E-1
2.585333E1	1.433732E-1
2.585833E1	1.431097E-1
2.586167E1	1.430571E-1
2.586667E1	1.429823E-1
2.587000E1	1.430486E-1
2.587500E1	1.430003E-1
2.587833E1	1.429717E-1
2.588333E1	1.426668E-1
2.588667E1	1.426199E-1
2.589167E1	1.423228E-1
2.589500E1	1.415413E-1
2.590833E1	1.414747E-1
2.591167E1	1.414841E-1
2.591667E1	1.410884E-1
2.592167E1	1.406790E-1
2.593000E1	1.403987E-1
2.593333E1	1.400257E-1
2.593833E1	1.396468E-1
2.594167E1	1.388677E-1
2.594667E1	1.384559E-1
2.595000E1	1.384227E-1
2.595500E1	1.380237E-1
2.595833E1	1.369408E-1
2.596667E1	1.365042E-1
2.597167E1	1.361780E-1
2.597500E1	1.353404E-1
2.598000E1	1.345514E-1
2.598833E1	1.338866E-1
2.599167E1	1.333811E-1
2.599667E1	1.330014E-1
2.600000E1	1.323845E-1
2.600500E1	1.318204E-1
2.600833E1	1.314662E-1
2.601333E1	1.310468E-1
2.601667E1	1.307408E-1
2.602167E1	1.299898E-1
2.602500E1	1.295514E-1
2.603000E1	1.279980E-1
2.603833E1	1.276242E-1
2.604167E1	1.269221E-1
2.604667E1	1.262198E-1
2.605000E1	1.254614E-1
2.605500E1	1.253870E-1
2.605833E1	1.246345E-1
2.606333E1	1.238796E-1
2.606667E1	1.230523E-1
2.607167E1	1.226358E-1
2.607500E1	1.218701E-1
2.608000E1	1.211367E-1
2.608333E1	1.207169E-1
2.608833E1	1.196666E-1
2.609167E1	1.177483E-1
2.610000E1	1.168686E-1
2.610500E1	1.164806E-1
2.610833E1	1.153926E-1
2.611333E1	1.145527E-1
2.611667E1	1.138987E-1
2.612167E1	1.135027E-1
2.612500E1	1.123673E-1
2.613000E1	1.114534E-1
2.613333E1	1.110815E-1
2.613833E1	1.100558E-1
2.614167E1	1.088514E-1
2.614667E1	1.069937E-1
2.615500E1	1.064837E-1
2.615833E1	1.045483E-1
2.616667E1	1.037258E-1
2.617167E1	1.029986E-1
2.617500E1	1.019082E-1
2.618000E1	1.010919E-1
2.618333E1	1.000024E-1
2.618833E1	9.920058E-2
2.619167E1	9.814990E-2
2.619667E1	9.694291E-2
2.620000E1	9.604980E-2
2.620500E1	9.535290E-2
2.620833E1	9.429573E-2
2.621333E1	8.959564E-2
2.623000E1	8.842253E-2
2.623333E1	8.739959E-2
2.623833E1	8.616878E-2
2.624167E1	8.391168E-2
2.625000E1	8.271067E-2
2.625500E1	8.152373E-2
2.625833E1	8.042778E-2
2.626333E1	7.918123E-2
2.626667E1	7.809515E-2
2.627167E1	7.697992E-2
2.627500E1	7.581354E-2
2.628000E1	7.344401E-2
2.628833E1	7.225136E-2
2.629167E1	7.118712E-2
2.629667E1	6.996421E-2
2.630000E1	6.861199E-2
2.630500E1	6.699417E-2
2.630833E1	6.573470E-2
2.631333E1	6.467520E-2
2.631667E1	6.341014E-2
2.632167E1	6.190212E-2
2.632500E1	6.077804E-2
2.633000E1	5.958654E-2
2.633333E1	5.819401E-2
2.633833E1	5.692801E-2
2.634167E1	5.420879E-2
2.635000E1	5.283656E-2
2.635500E1	5.153419E-2
2.635833E1	5.013659E-2
2.636333E1	4.861830E-2
2.636667E1	4.701151E-2
2.637167E1	4.554491E-2
2.637500E1	4.418508E-2
2.638000E1	4.311050E-2
2.638333E1	4.188064E-2
2.638833E1	4.080067E-2
2.639167E1	3.930231E-2
2.639667E1	3.806671E-2
2.640000E1	3.657307E-2
2.640500E1	3.384964E-2
2.641333E1	3.236808E-2
2.641667E1	2.964234E-2
2.642500E1	2.818030E-2
2.643000E1	2.669652E-2
2.643333E1	2.510108E-2
2.643833E1	2.356288E-2
2.644167E1	2.205344E-2
2.644667E1	2.052706E-2
2.645000E1	1.894037E-2
2.645500E1	1.778416E-2
2.645833E1	1.782427E-2
2.646333E1	1.739881E-2
2.646667E1	1.748644E-2
2.647167E1	1.774310E-2
2.648000E1	1.812791E-2
2.648333E1	1.929900E-2
2.649167E1	1.855884E-2
2.649667E1	1.123725E-2
2.650000E1	1.128375E-2
2.650500E1	1.090872E-2
2.650833E1	1.054939E-2
2.651333E1	1.050811E-2
2.651667E1	1.006853E-2
2.652167E1	8.947514E-3
2.652500E1	8.145106E-3
2.653000E1	6.660755E-3
2.653333E1	4.284594E-3
2.653833E1	9.273895E-4
2.654667E1	-6.050636E-4
2.655000E1	-2.251229E-3
2.655500E1	-3.921862E-3
2.655833E1	-5.256804E-3
2.656333E1	-8.726968E-3
2.657167E1	-1.028476E-2
2.657667E1	-1.182151E-2
2.658000E1	-1.338059E-2
2.658500E1	-1.489712E-2
2.658833E1	-1.640754E-2
2.659333E1	-1.799879E-2
2.659667E1	-1.949602E-2
2.660167E1	-2.418328E-2
2.661333E1	-2.571807E-2
2.661833E1	-2.724184E-2
2.662167E1	-2.883451E-2
2.662667E1	-3.207840E-2
2.663500E1	-3.372093E-2
2.663833E1	-3.419758E-2
2.664333E1	-3.489710E-2
2.664667E1	-3.560323E-2
2.665167E1	-3.725245E-2
2.665500E1	-3.808600E-2
2.666000E1	-3.962757E-2
2.666333E1	-4.134352E-2
2.666833E1	-4.305439E-2
2.667167E1	-4.449106E-2
2.667667E1	-4.607358E-2
2.668000E1	-4.678147E-2
2.668500E1	-4.834293E-2
2.668833E1	-4.994371E-2
2.669333E1	-5.069824E-2
2.669667E1	-5.229935E-2
2.670167E1	-5.384945E-2
2.670500E1	-5.533748E-2
2.671000E1	-5.675850E-2
2.671333E1	-5.844885E-2
2.671833E1	-6.142353E-2
2.672667E1	-6.371493E-2
2.673000E1	-6.642285E-2
2.673833E1	-6.983417E-2
2.674667E1	-7.101280E-2
2.675167E1	-7.260460E-2
2.675500E1	-7.444808E-2
2.676000E1	-7.564480E-2
2.676333E1	-7.724758E-2
2.676833E1	-7.870502E-2
2.677167E1	-8.069780E-2
2.677667E1	-8.289421E-2
2.678000E1	-8.440923E-2
2.678500E1	-8.602351E-2
2.678833E1	-8.713275E-2
2.679333E1	-9.058307E-2
2.680500E1	-9.252814E-2
2.681000E1	-9.290707E-2
2.681333E1	-9.561088E-2
2.681833E1	-9.875621E-2
2.682667E1	-9.944179E-2
2.683000E1	-1.005596E-1
2.683500E1	-1.029096E-1
2.683833E1	-1.036739E-1
2.684333E1	-1.067500E-1
2.684667E1	-1.090327E-1
2.685167E1	-1.101987E-1
2.685500E1	-1.102150E-1
2.686000E1	-1.118482E-1
2.686333E1	-1.140460E-1
2.686833E1	-1.148102E-1
2.687167E1	-1.167645E-1
2.687667E1	-1.178815E-1
2.688000E1	-1.197918E-1
2.688500E1	-1.228687E-1
2.688833E1	-1.236423E-1
2.689333E1	-1.251603E-1
2.689667E1	-1.259607E-1
2.690167E1	-1.275252E-1
2.690500E1	-1.290482E-1
2.691000E1	-1.298380E-1
2.691333E1	-1.347702E-1
2.692167E1	-1.355560E-1
2.692667E1	-1.378618E-1
2.693500E1	-1.405915E-1
2.693833E1	-1.416820E-1
2.694333E1	-1.424605E-1
2.694667E1	-1.447734E-1
2.695167E1	-1.478490E-1
2.695500E1	-1.489963E-1
2.696000E1	-1.482575E-1
2.696333E1	-1.501523E-1
2.696833E1	-1.509331E-1
2.697167E1	-1.551496E-1
2.697667E1	-1.566750E-1
2.698500E1	-1.571133E-1
2.698833E1	-1.616920E-1
2.699667E1	-1.632281E-1
2.700167E1	-1.632140E-1
2.700500E1	-1.647518E-1
2.701000E1	-1.662840E-1
2.701333E1	-1.677768E-1
2.701833E1	-1.709640E-1
2.702167E1	-1.717504E-1
2.702667E1	-1.717676E-1
2.703000E1	-1.731939E-1
2.703500E1	-1.755975E-1
2.703833E1	-1.756062E-1
2.704333E1	-1.766610E-1
2.704667E1	-1.812555E-1
2.705500E1	-1.840188E-1
2.706333E1	-1.840488E-1
2.706833E1	-1.875183E-1
2.707167E1	-1.870364E-1
2.707667E1	-1.862915E-1
2.708000E1	-1.886219E-1
2.708500E1	-1.901111E-1
2.708833E1	-1.931819E-1
2.709333E1	-1.982996E-1
2.709667E1	-1.933412E-1
2.710167E1	-1.956172E-1
2.710500E1	-1.994183E-1
2.711000E1	-2.032608E-1
2.711333E1	-2.037412E-1
2.712167E1	-2.050792E-1
2.713000E1	-2.059522E-1
2.713500E1	-2.096866E-1
2.713833E1	-2.058925E-1
2.714333E1	-2.062788E-1
2.714667E1	-2.078526E-1
2.715167E1	-2.147073E-1
2.715500E1	-2.139920E-1
2.716000E1	-2.116592E-1
2.716333E1	-2.116688E-1
2.716833E1	-2.127674E-1
2.717167E1	-2.136049E-1
2.717667E1	-2.158115E-1
2.718500E1	-2.178422E-1
2.719333E1	-2.239157E-1
2.719667E1	-2.262664E-1
2.720167E1	-2.261581E-1
2.720500E1	-2.293241E-1
2.721000E1	-2.300250E-1
2.721500E1	-2.311420E-1
2.721833E1	-2.323686E-1
2.722333E1	-2.336341E-1
2.722667E1	-2.343087E-1
2.723167E1	-2.353873E-1
2.723500E1	-2.364849E-1
2.724000E1	-2.396358E-1
2.725167E1	-2.403813E-1
2.725667E1	-2.416084E-1
2.726000E1	-2.434388E-1
2.726500E1	-2.453377E-1
2.727333E1	-2.462209E-1
2.727667E1	-2.469387E-1
2.728167E1	-2.484535E-1
2.728500E1	-2.492655E-1
2.729000E1	-2.499184E-1
2.729333E1	-2.507448E-1
2.729833E1	-2.514300E-1
2.730167E1	-2.519716E-1
2.730667E1	-2.531129E-1
2.731000E1	-2.538206E-1
2.731500E1	-2.552922E-1
2.732333E1	-2.561942E-1
2.732667E1	-2.569552E-1
2.733167E1	-2.576351E-1
2.733500E1	-2.581959E-1
2.734000E1	-2.588367E-1
2.734333E1	-2.595544E-1
2.734833E1	-2.599840E-1
2.735167E1	-2.607110E-1
2.735667E1	-2.613172E-1
2.736000E1	-2.619223E-1
2.736500E1	-2.628316E-1
2.737333E1	-2.636935E-1
2.738167E1	-2.642136E-1
2.738500E1	-2.649637E-1
2.739000E1	-2.652275E-1
2.739333E1	-2.657983E-1
2.739833E1	-2.658304E-1
2.740167E1	-2.665771E-1
2.740667E1	-2.662357E-1
2.741000E1	-2.669698E-1
2.741500E1	-2.676663E-1
2.741833E1	-2.681310E-1
2.742333E1	-2.684959E-1
2.742667E1	-2.696360E-1
2.744000E1	-2.715480E-1
2.744833E1	-2.719731E-1
2.745167E1	-2.719503E-1
2.745667E1	-2.723293E-1
2.746000E1	-2.731228E-1
2.746500E1	-2.731254E-1
2.746833E1	-2.735213E-1
2.747333E1	-2.742690E-1
2.747667E1	-2.743225E-1
2.748167E1	-2.746512E-1
2.748500E1	-2.746964E-1
2.749000E1	-2.746881E-1
2.749333E1	-2.754240E-1
2.750667E1	-2.754433E-1
2.751000E1	-2.754564E-1
2.751500E1	-2.754244E-1
2.751833E1	-2.754334E-1
2.752667E1	-2.754734E-1
2.753167E1	-2.827149E-1
2.753500E1	-2.827758E-1
2.754000E1	-2.830911E-1
2.754333E1	-2.831498E-1
2.754833E1	-2.831383E-1
2.755167E1	-2.834322E-1
2.755667E1	-2.834892E-1
2.756000E1	-2.834834E-1
2.756500E1	-2.835006E-1
2.756833E1	-2.835252E-1
2.757667E1	-2.834268E-1
2.758167E1	-2.834797E-1
2.758500E1	-2.835022E-1
2.759000E1	-2.834964E-1
2.759333E1	-2.835075E-1
2.759833E1	-2.834873E-1
2.760167E1	-2.834839E-1
2.760667E1	-2.834693E-1
2.761000E1	-2.830863E-1
2.761500E1	-2.827381E-1
2.761833E1	-2.827524E-1
2.762333E1	-2.815626E-1
2.763500E1	-2.808201E-1
2.764000E1	-2.804228E-1
2.764333E1	-2.800494E-1
2.764833E1	-2.799716E-1
2.765667E1	-2.796166E-1
2.766000E1	-2.792079E-1
2.766500E1	-2.788598E-1
2.766833E1	-2.780975E-1
2.767333E1	-2.780622E-1
2.767667E1	-2.776896E-1
2.768167E1	-2.769568E-1
2.768500E1	-2.764978E-1
2.769000E1	-2.762151E-1
2.769333E1	-2.758037E-1
2.769833E1	-2.738768E-1
2.770667E1	-2.734436E-1
2.771000E1	-2.730901E-1
2.771500E1	-2.723688E-1
2.771833E1	-2.722761E-1
2.772333E1	-2.712140E-1
2.772667E1	-2.700688E-1
2.773167E1	-2.695635E-1
2.773500E1	-2.688627E-1
2.774000E1	-2.681541E-1
2.774333E1	-2.680915E-1
2.774833E1	-2.661749E-1
2.775667E1	-2.646656E-1
2.776500E1	-2.638822E-1
2.776833E1	-2.627537E-1
2.777333E1	-2.620040E-1
2.777667E1	-2.515841E-1
2.778167E1	-2.508008E-1
2.778500E1	-2.496647E-1
2.779000E1	-2.493013E-1
2.779333E1	-2.481556E-1
2.779833E1	-2.470046E-1
2.780167E1	-2.461993E-1
2.780667E1	-2.442957E-1
2.781000E1	-2.424151E-1
2.781833E1	-2.416605E-1
2.782333E1	-2.396995E-1
2.783167E1	-2.400844E-1
2.783500E1	-2.381673E-1
2.784000E1	-2.373352E-1
2.784333E1	-2.358814E-1
2.784833E1	-2.350299E-1
2.785167E1	-2.346874E-1
2.785667E1	-2.339391E-1
2.786000E1	-2.324057E-1
2.786500E1	-2.307832E-1
2.786833E1	-2.300727E-1
2.787333E1	-2.289493E-1
2.787833E1	-2.258667E-1
2.789500E1	-2.247394E-1
2.789833E1	-2.274175E-1
2.790333E1	-2.220380E-1
2.790667E1	-2.215475E-1
2.791167E1	-2.247239E-1
2.791500E1	-2.235140E-1
2.792000E1	-2.220782E-1
2.792333E1	-2.212233E-1
2.792833E1	-2.197508E-1
2.793167E1	-2.189197E-1
2.793667E1	-2.174875E-1
2.794000E1	-2.155518E-1
2.794500E1	-2.070134E-1
2.795667E1	-2.056578E-1
2.796167E1	-2.044079E-1
2.796500E1	-2.073436E-1
2.797000E1	-2.063053E-1
2.797333E1	-2.054370E-1
2.797833E1	-2.039359E-1
2.798167E1	-2.029037E-1
2.798667E1	-2.011726E-1
2.799000E1	-2.002705E-1
2.799500E1	-1.985806E-1
2.799833E1	-1.972519E-1
2.800333E1	-1.960092E-1
2.800667E1	-1.919318E-1
2.802000E1	-1.894876E-1
2.802833E1	-1.880027E-1
2.803167E1	-1.866528E-1
2.803667E1	-1.852413E-1
2.804000E1	-1.840441E-1
2.804500E1	-1.829215E-1
2.804833E1	-1.810430E-1
2.805333E1	-1.798035E-1
2.805667E1	-1.785605E-1
2.806167E1	-1.769094E-1
2.806500E1	-1.755297E-1
2.807000E1	-1.742590E-1
2.807333E1	-1.730454E-1
2.807833E1	-1.700387E-1
2.808667E1	-1.687293E-1
2.809000E1	-1.671813E-1
2.809500E1	-1.654399E-1
2.809833E1	-1.640190E-1
2.810333E1	-1.624080E-1
2.810667E1	-1.606304E-1
2.811167E1	-1.590401E-1
2.811500E1	-1.573245E-1
2.812000E1	-1.557183E-1
2.812333E1	-1.539652E-1
2.812833E1	-1.523687E-1
2.813167E1	-1.492964E-1
2.814000E1	-1.461309E-1
2.814833E1	-1.444827E-1
2.815333E1	-1.429038E-1
2.815667E1	-1.409361E-1
2.816167E1	-1.393053E-1
2.816500E1	-1.376640E-1
2.817000E1	-1.358320E-1
2.817333E1	-1.339785E-1
2.817833E1	-1.323208E-1
2.818167E1	-1.305082E-1
2.818667E1	-1.286701E-1
2.819000E1	-1.265947E-1
2.819500E1	-1.248149E-1
2.819833E1	-1.216923E-1
2.820667E1	-1.200260E-1
2.821167E1	-1.179094E-1
2.821500E1	-1.162753E-1
2.822000E1	-1.148102E-1
2.822333E1	-1.127351E-1
2.822833E1	-1.116070E-1
2.823167E1	-1.101353E-1
2.823667E1	-1.083404E-1
2.824000E1	-1.068276E-1
2.824500E1	-1.050335E-1
2.824833E1	-1.035632E-1
2.825333E1	-1.018278E-1
2.825667E1	-1.003195E-1
2.826167E1	-9.358343E-2
2.827833E1	-9.203047E-2
2.828167E1	-9.039186E-2
2.828667E1	-8.862912E-2
2.829000E1	-8.539321E-2
2.829833E1	-8.358888E-2
2.830333E1	-8.209429E-2
2.830667E1	-8.041063E-2
2.831167E1	-7.893023E-2
2.831500E1	-7.728566E-2
2.832000E1	-7.569334E-2
2.832333E1	-7.391781E-2
2.832833E1	-7.068077E-2
2.833667E1	-6.911232E-2
2.834000E1	-6.566541E-2
2.834833E1	-6.390289E-2
2.835333E1	-6.069973E-2
2.836167E1	-5.929284E-2
2.836500E1	-5.771807E-2
2.837000E1	-5.589881E-2
2.837333E1	-5.418236E-2
2.837833E1	-5.244293E-2
2.838167E1	-5.082840E-2
2.838667E1	-4.933276E-2
2.839000E1	-4.766210E-2
2.839500E1	-4.616445E-2
2.839833E1	-4.431925E-2
2.840333E1	-4.123649E-2
2.841167E1	-3.980046E-2
2.841500E1	-3.820141E-2
2.842000E1	-3.667086E-2
2.842333E1	-3.502287E-2
2.842833E1	-3.327997E-2
2.843167E1	-3.171595E-2
2.843667E1	-2.996502E-2
2.844000E1	-2.818508E-2
2.844500E1	-2.654573E-2
2.844833E1	-2.490526E-2
2.845333E1	-2.144063E-2
2.846167E1	-1.967235E-2
2.846500E1	-1.642706E-2
2.847333E1	-1.490259E-2
2.847833E1	-1.326254E-2
2.848167E1	-1.171053E-2
2.848667E1	-1.018014E-2
2.849000E1	-8.520484E-3
2.849500E1	-6.850160E-3
2.849833E1	-5.343400E-3
2.850333E1	-3.554003E-3
2.850667E1	-2.068422E-3
2.851167E1	-8.426448E-4
2.851667E1	1.003367E-3
2.852000E1	5.529166E-3
2.853333E1	7.133711E-3
2.853667E1	8.490610E-3
2.854167E1	1.021612E-2
2.854500E1	1.170252E-2
2.855000E1	1.319601E-2
2.855333E1	1.476006E-2
2.855833E1	1.625990E-2
2.856167E1	1.771535E-2
2.856667E1	1.923390E-2
2.857000E1	2.074570E-2
2.857500E1	2.200595E-2
2.857833E1	2.385439E-2
2.858333E1	2.528338E-2
2.858667E1	2.842504E-2
2.859500E1	3.142866E-2
2.860333E1	3.302204E-2
2.860833E1	3.447497E-2
2.861167E1	3.569494E-2
2.861667E1	3.733333E-2
2.862000E1	3.867441E-2
2.862500E1	3.999946E-2
2.862833E1	4.124400E-2
2.863333E1	4.276860E-2
2.863667E1	4.424663E-2
2.864167E1	4.577466E-2
2.864500E1	4.702486E-2
2.865000E1	4.812851E-2
2.865333E1	5.118109E-2
2.866167E1	5.392730E-2
2.867000E1	5.390019E-2
2.867500E1	5.542442E-2
2.867833E1	5.658737E-2
2.868333E1	5.888441E-2
2.868667E1	6.004846E-2
2.869167E1	6.004886E-2
2.869500E1	6.196425E-2
2.870000E1	6.350138E-2
2.870333E1	6.502995E-2
2.870833E1	6.655779E-2
2.871167E1	7.041650E-2
2.872500E1	7.195495E-2
2.872833E1	7.234365E-2
2.873333E1	7.426159E-2
2.873667E1	7.541634E-2
2.874167E1	7.693287E-2
2.874500E1	7.811343E-2
2.875000E1	7.926421E-2
2.875333E1	8.041554E-2
2.875833E1	8.156882E-2
2.876167E1	8.309376E-2
2.876667E1	8.424703E-2
2.877000E1	8.539885E-2
2.877500E1	8.657149E-2
2.877833E1	8.883936E-2
2.878667E1	9.153869E-2
2.879500E1	9.271095E-2
2.880000E1	9.385503E-2
2.880333E1	9.503840E-2
2.880833E1	9.616063E-2
2.881167E1	9.725501E-2
2.881667E1	9.846166E-2
2.882000E1	9.955739E-2
2.882500E1	1.003934E-1
2.882833E1	1.014211E-1
2.883333E1	1.026058E-1
2.883667E1	1.035699E-1
2.884167E1	1.045367E-1
2.884500E1	1.065510E-1
2.885333E1	1.075886E-1
2.885833E1	1.085596E-1
2.886167E1	1.094800E-1
2.886667E1	1.106979E-1
2.887000E1	1.116057E-1
2.887500E1	1.126738E-1
2.887833E1	1.134658E-1
2.888333E1	1.146369E-1
2.888667E1	1.154451E-1
2.889167E1	1.164853E-1
2.889500E1	1.176425E-1
2.890000E1	1.185903E-1
2.890333E1	1.195371E-1
2.890833E1	1.212284E-1
2.891667E1	1.219726E-1
2.892000E1	1.234959E-1
2.892833E1	1.243583E-1
2.893333E1	1.249662E-1
2.893667E1	1.258206E-1
2.894167E1	1.266363E-1
2.894500E1	1.274077E-1
2.895000E1	1.281055E-1
2.895333E1	1.288635E-1
2.895833E1	1.298616E-1
2.896167E1	1.308316E-1
2.896667E1	1.312296E-1
2.897000E1	1.319481E-1
2.897500E1	1.334077E-1
2.898333E1	1.342865E-1
2.898667E1	1.347280E-1
2.899167E1	1.353690E-1
2.899500E1	1.366055E-1
2.900333E1	1.371131E-1
2.900833E1	1.379456E-1
2.901167E1	1.386454E-1
2.901667E1	1.395048E-1
2.902000E1	1.400159E-1
2.902500E1	1.407333E-1
2.902833E1	1.412406E-1
2.903333E1	1.415664E-1
2.903667E1	1.426499E-1
2.904500E1	1.432360E-1
2.905000E1	1.434585E-1
2.905333E1	1.437258E-1
2.905833E1	1.443398E-1
2.906167E1	1.454018E-1
2.906667E1	1.455308E-1
2.907000E1	1.456841E-1
2.907500E1	1.459726E-1
2.907833E1	1.465193E-1
2.908333E1	1.467338E-1
2.908667E1	1.474926E-1
2.909167E1	1.484544E-1
2.909500E1	1.496245E-1
2.910833E1	1.498024E-1
2.911167E1	1.499466E-1
2.911667E1	1.511019E-1
2.912000E1	1.515981E-1
2.912500E1	1.515561E-1
2.912833E1	1.517916E-1
2.913333E1	1.521676E-1
2.913667E1	1.525666E-1
2.914167E1	1.530134E-1
2.914500E1	1.531429E-1
2.915000E1	1.530787E-1
2.915333E1	1.534131E-1
2.915833E1	1.538298E-1
2.917167E1	1.541471E-1
2.917500E1	1.542003E-1
2.918000E1	1.544869E-1
2.918333E1	1.545998E-1
2.919167E1	1.548162E-1
2.919667E1	1.552436E-1
2.920000E1	1.553995E-1
2.920500E1	1.552583E-1
2.920833E1	1.554100E-1
2.921333E1	1.553436E-1
2.921667E1	1.553969E-1
2.922167E1	1.553529E-1
2.922500E1	1.557514E-1
2.923333E1	1.559130E-1
2.924167E1	1.556585E-1
2.924667E1	1.559318E-1
2.925000E1	1.557979E-1
2.925833E1	1.557762E-1
2.926333E1	1.557091E-1
2.926667E1	1.557294E-1
2.927167E1	1.557499E-1
2.927500E1	1.557609E-1
2.928000E1	1.557564E-1
2.928333E1	1.556693E-1
2.928833E1	1.558845E-1
2.929667E1	1.554615E-1
2.930000E1	1.552838E-1
2.930833E1	1.550199E-1
2.931333E1	1.547017E-1
2.932167E1	1.545042E-1
2.932500E1	1.544883E-1
2.933000E1	1.544461E-1
2.933333E1	1.545097E-1
2.933833E1	1.543281E-1
2.934167E1	1.538323E-1
2.934667E1	1.535138E-1
2.935000E1	1.533294E-1
2.935500E1	1.531954E-1
2.935833E1	1.530427E-1
2.936667E1	1.526711E-1
2.937167E1	1.523363E-1
2.937500E1	1.519095E-1
2.938000E1	1.515998E-1
2.938333E1	1.511609E-1
2.938833E1	1.510417E-1
