	mass_A
t	x
2.515667E1	2.933810E-1
2.516167E1	2.945433E-1
2.516500E1	2.964589E-1
2.517000E1	2.991462E-1
2.517333E1	2.987720E-1
2.517833E1	3.006880E-1
2.518167E1	3.026082E-1
2.518667E1	3.033848E-1
2.519000E1	3.099048E-1
2.520333E1	3.106977E-1
2.520667E1	3.110835E-1
2.521167E1	3.133827E-1
2.521500E1	3.160922E-1
2.522333E1	3.157083E-1
2.522833E1	3.187782E-1
2.523167E1	3.214632E-1
2.523667E1	3.222208E-1
2.524000E1	3.237824E-1
2.524500E1	3.245471E-1
2.524833E1	3.264766E-1
2.525333E1	3.280118E-1
2.525833E1	3.287819E-1
2.526167E1	3.303291E-1
2.526667E1	3.326309E-1
2.527500E1	3.341726E-1
2.527833E1	3.345569E-1
2.528333E1	3.368691E-1
2.528667E1	3.384188E-1
2.529167E1	3.403123E-1
2.529500E1	3.407126E-1
2.530000E1	3.414865E-1
2.530333E1	3.426398E-1
2.530833E1	3.441680E-1
2.531167E1	3.453361E-1
2.531667E1	3.480303E-1
2.532500E1	3.499477E-1
2.533333E1	3.514977E-1
2.533667E1	3.541830E-1
2.534167E1	3.545682E-1
2.534500E1	3.545721E-1
2.535000E1	3.568917E-1
2.535333E1	3.572664E-1
2.535833E1	3.588054E-1
2.536167E1	3.599557E-1
2.536667E1	3.610971E-1
2.537000E1	3.618835E-1
2.537500E1	3.634273E-1
2.537833E1	3.664990E-1
2.538667E1	3.665030E-1
2.539167E1	3.688134E-1
2.540000E1	3.711105E-1
2.540333E1	3.711069E-1
2.540833E1	3.718842E-1
2.541167E1	3.730489E-1
2.541667E1	3.741878E-1
2.542000E1	3.757315E-1
2.542500E1	3.765145E-1
2.542833E1	3.772641E-1
2.543333E1	3.784447E-1
2.543667E1	3.788120E-1
2.544167E1	3.811187E-1
2.544500E1	3.807312E-1
2.545000E1	3.834492E-1
2.545833E1	3.845976E-1
2.546167E1	3.846009E-1
2.546667E1	3.861275E-1
2.547000E1	3.865274E-1
2.547500E1	3.872990E-1
2.547833E1	3.888201E-1
2.548333E1	3.903628E-1
2.548667E1	3.899773E-1
2.549167E1	3.911223E-1
2.549500E1	3.915149E-1
2.550000E1	3.926591E-1
2.550333E1	3.938253E-1
2.550833E1	3.969066E-1
2.551667E1	3.988240E-1
2.552500E1	4.011321E-1
2.553333E1	4.030493E-1
2.553667E1	4.003645E-1
2.554167E1	4.015231E-1
2.554500E1	4.015323E-1
2.555000E1	4.019206E-1
2.555333E1	4.026800E-1
2.555833E1	4.049816E-1
2.556167E1	4.046099E-1
2.556667E1	4.072840E-1
2.557000E1	4.069070E-1
2.557500E1	4.069114E-1
2.557833E1	4.088234E-1
2.558333E1	4.092268E-1
2.559167E1	4.096085E-1
2.559500E1	4.099988E-1
2.560000E1	4.115269E-1
2.560333E1	4.142226E-1
2.561167E1	4.142258E-1
2.561667E1	4.149857E-1
2.562000E1	4.149863E-1
2.562500E1	4.149876E-1
2.562833E1	4.157627E-1
2.563333E1	4.157654E-1
2.563667E1	4.165318E-1
2.564500E1	4.180728E-1
2.565333E1	4.184487E-1
2.565833E1	4.207609E-1
2.566167E1	4.188413E-1
2.567500E1	4.203695E-1
2.567833E1	4.192356E-1
2.568333E1	4.207607E-1
2.568667E1	4.207630E-1
2.569167E1	4.211478E-1
2.569500E1	4.226895E-1
2.570000E1	4.230811E-1
2.570833E1	4.234612E-1
2.571167E1	4.276753E-1
2.572000E1	4.269201E-1
2.572500E1	4.261559E-1
2.572833E1	4.257662E-1
2.573333E1	4.253915E-1
2.573667E1	4.257627E-1
2.574167E1	4.257683E-1
2.574500E1	4.269211E-1
2.575000E1	4.273091E-1
2.575333E1	4.269222E-1
2.575833E1	4.273266E-1
2.576167E1	4.273030E-1
2.576667E1	4.276876E-1
2.577500E1	4.276928E-1
2.577833E1	4.284573E-1
2.578667E1	4.284778E-1
2.579167E1	4.284782E-1
2.579500E1	4.288319E-1
2.580000E1	4.288454E-1
2.580333E1	4.292240E-1
2.580833E1	4.288354E-1
2.581167E1	4.307717E-1
2.581667E1	4.296219E-1
2.582000E1	4.296105E-1
2.582500E1	4.296210E-1
2.582833E1	4.296048E-1
2.583667E1	4.296234E-1
2.584167E1	4.296094E-1
2.585000E1	4.292510E-1
2.585333E1	4.292325E-1
2.585833E1	4.292398E-1
2.586167E1	4.292365E-1
2.586667E1	4.284537E-1
2.587000E1	4.288466E-1
2.587500E1	4.288524E-1
2.587833E1	4.288363E-1
2.588333E1	4.292228E-1
2.588667E1	4.288583E-1
2.589167E1	4.280826E-1
2.589500E1	4.272970E-1
2.590833E1	4.269347E-1
2.591167E1	4.269167E-1
2.591667E1	4.265547E-1
2.592167E1	4.273058E-1
2.593000E1	4.257657E-1
2.593333E1	4.257788E-1
2.593833E1	4.261490E-1
2.594167E1	4.257588E-1
2.594667E1	4.246173E-1
2.595000E1	4.246114E-1
2.595500E1	4.246096E-1
2.595833E1	4.223115E-1
2.596667E1	4.230736E-1
2.597167E1	4.230679E-1
2.597500E1	4.226853E-1
2.598000E1	4.238391E-1
2.598833E1	4.211429E-1
2.599167E1	4.203710E-1
2.599667E1	4.199955E-1
2.600000E1	4.203667E-1
2.600500E1	4.207678E-1
2.600833E1	4.188348E-1
2.601333E1	4.184420E-1
2.601667E1	4.176784E-1
2.602167E1	4.176933E-1
2.602500E1	4.169127E-1
2.603000E1	4.157567E-1
2.603833E1	4.157536E-1
2.604167E1	4.161479E-1
2.604667E1	4.146007E-1
2.605000E1	4.134494E-1
2.605500E1	4.126766E-1
2.605833E1	4.122903E-1
2.606333E1	4.119115E-1
2.606667E1	4.115162E-1
2.607167E1	4.099989E-1
2.607500E1	4.092235E-1
2.608000E1	4.084434E-1
2.608333E1	4.096012E-1
2.608833E1	4.076891E-1
2.609167E1	4.049987E-1
2.610000E1	4.045942E-1
2.610500E1	4.042209E-1
2.610833E1	4.038325E-1
2.611333E1	4.026862E-1
2.611667E1	4.019112E-1
2.612167E1	4.015097E-1
2.612500E1	3.999759E-1
2.613000E1	3.984579E-1
2.613333E1	3.984318E-1
2.613833E1	3.972913E-1
2.614167E1	3.972836E-1
2.614667E1	3.945952E-1
2.615500E1	3.938181E-1
2.615833E1	3.919060E-1
2.616667E1	3.922768E-1
2.617167E1	3.903585E-1
2.617500E1	3.911230E-1
2.618000E1	3.895977E-1
2.618333E1	3.884337E-1
2.618833E1	3.872761E-1
2.619167E1	3.857376E-1
2.619667E1	3.845945E-1
2.620000E1	3.841970E-1
2.620500E1	3.834243E-1
2.620833E1	3.822728E-1
2.621333E1	3.772837E-1
2.623000E1	3.776529E-1
2.623333E1	3.765077E-1
2.623833E1	3.757271E-1
2.624167E1	3.742072E-1
2.625000E1	3.726700E-1
2.625500E1	3.703470E-1
2.625833E1	3.695811E-1
2.626333E1	3.688100E-1
2.626667E1	3.676756E-1
2.627167E1	3.661171E-1
2.627500E1	3.657373E-1
2.628000E1	3.634096E-1
2.628833E1	3.630319E-1
2.629167E1	3.615028E-1
2.629667E1	3.591837E-1
2.630000E1	3.584128E-1
2.630500E1	3.580373E-1
2.630833E1	3.553644E-1
2.631333E1	3.545803E-1
2.631667E1	3.534182E-1
2.632167E1	3.522538E-1
2.632500E1	3.507435E-1
2.633000E1	3.495777E-1
2.633333E1	3.484168E-1
2.633833E1	3.468800E-1
2.634167E1	3.453368E-1
2.635000E1	3.434145E-1
2.635500E1	3.422528E-1
2.635833E1	3.414842E-1
2.636333E1	3.395640E-1
2.636667E1	3.384021E-1
2.637167E1	3.368665E-1
2.637500E1	3.372469E-1
2.638000E1	3.345704E-1
2.638333E1	3.326457E-1
2.638833E1	3.318743E-1
2.639167E1	3.303194E-1
2.639667E1	3.284063E-1
2.640000E1	3.276278E-1
2.640500E1	3.249374E-1
2.641333E1	3.241701E-1
2.641667E1	3.206977E-1
2.642500E1	3.206842E-1
2.643000E1	3.205339E-1
2.643333E1	3.164618E-1
2.643833E1	3.157087E-1
2.644167E1	3.133907E-1
2.644667E1	3.122429E-1
2.645000E1	3.114570E-1
2.645500E1	3.091473E-1
2.645833E1	3.083637E-1
2.646333E1	3.061157E-1
2.646667E1	3.045464E-1
2.647167E1	3.018518E-1
2.648000E1	3.006731E-1
2.648333E1	2.972365E-1
2.649167E1	2.960643E-1
2.649667E1	2.945522E-1
2.650000E1	2.929867E-1
2.650500E1	2.910682E-1
2.650833E1	2.899481E-1
2.651333E1	2.883530E-1
2.651667E1	2.868319E-1
2.652167E1	2.852931E-1
2.652500E1	2.841180E-1
2.653000E1	2.826051E-1
2.653333E1	2.810703E-1
2.653833E1	2.775942E-1
2.654667E1	2.757210E-1
2.655000E1	2.744979E-1
2.655500E1	2.733629E-1
2.655833E1	2.711113E-1
2.656333E1	2.679712E-1
2.657167E1	2.672022E-1
2.657667E1	2.649132E-1
2.658000E1	2.633846E-1
2.658500E1	2.618260E-1
2.658833E1	2.603240E-1
2.659333E1	2.587206E-1
2.659667E1	2.568490E-1
2.660167E1	2.521788E-1
2.661333E1	2.507430E-1
2.661833E1	2.491446E-1
2.662167E1	2.483389E-1
2.662667E1	2.441147E-1
2.663500E1	2.425652E-1
2.663833E1	2.410768E-1
2.664333E1	2.392081E-1
2.664667E1	2.376068E-1
2.665167E1	2.360143E-1
2.665500E1	2.341141E-1
2.666000E1	2.326122E-1
2.666333E1	2.310367E-1
2.666833E1	2.295123E-1
2.667167E1	2.279483E-1
2.667667E1	2.267936E-1
2.668000E1	2.249362E-1
2.668500E1	2.233513E-1
2.668833E1	2.213749E-1
2.669333E1	2.198702E-1
2.669667E1	2.179675E-1
2.670167E1	2.164253E-1
2.670500E1	2.145623E-1
2.671000E1	2.129027E-1
2.671333E1	2.114098E-1
2.671833E1	2.076114E-1
2.672667E1	2.064104E-1
2.673000E1	2.029667E-1
2.673833E1	2.002351E-1
2.674667E1	1.979906E-1
2.675167E1	1.968064E-1
2.675500E1	1.948538E-1
2.676000E1	1.929565E-1
2.676333E1	1.917450E-1
2.676833E1	1.898573E-1
2.677167E1	1.887076E-1
2.677667E1	1.867487E-1
2.678000E1	1.852195E-1
2.678500E1	1.832671E-1
2.678833E1	1.817786E-1
2.679333E1	1.764903E-1
2.680500E1	1.752156E-1
2.681000E1	1.733019E-1
2.681333E1	1.717569E-1
2.681833E1	1.686585E-1
2.682667E1	1.671308E-1
2.683000E1	1.648756E-1
2.683500E1	1.636584E-1
2.683833E1	1.617897E-1
2.684333E1	1.602402E-1
2.684667E1	1.586734E-1
2.685167E1	1.571325E-1
2.685500E1	1.552428E-1
2.686000E1	1.536822E-1
2.686333E1	1.521106E-1
2.686833E1	1.505857E-1
2.687167E1	1.494406E-1
2.687667E1	1.471337E-1
2.688000E1	1.452557E-1
2.688500E1	1.440976E-1
2.688833E1	1.425099E-1
2.689333E1	1.406073E-1
2.689667E1	1.390223E-1
2.690167E1	1.375207E-1
2.690500E1	1.359657E-1
2.691000E1	1.344326E-1
2.691333E1	1.310098E-1
2.692167E1	1.294229E-1
2.692667E1	1.271032E-1
2.693500E1	1.248351E-1
2.693833E1	1.233208E-1
2.694333E1	1.221078E-1
2.694667E1	1.202306E-1
2.695167E1	1.186528E-1
2.695500E1	1.171385E-1
2.696000E1	1.159619E-1
2.696333E1	1.137279E-1
2.696833E1	1.128714E-1
2.697167E1	1.109299E-1
2.697667E1	1.078691E-1
2.698500E1	1.067064E-1
2.698833E1	1.036451E-1
2.699667E1	1.021078E-1
2.700167E1	1.006135E-1
2.700500E1	9.905249E-2
2.701000E1	9.750980E-2
2.701333E1	9.596667E-2
2.701833E1	9.476107E-2
2.702167E1	9.289368E-2
2.702667E1	9.170618E-2
2.703000E1	9.056990E-2
2.703500E1	8.864149E-2
2.703833E1	8.712687E-2
2.704333E1	8.563616E-2
2.704667E1	8.292289E-2
2.705500E1	8.022445E-2
2.706333E1	7.902022E-2
2.706833E1	7.863047E-2
2.707167E1	7.633713E-2
2.707667E1	7.515324E-2
2.708000E1	7.364629E-2
2.708500E1	7.209663E-2
2.708833E1	7.092800E-2
2.709333E1	6.977068E-2
2.709667E1	6.826345E-2
2.710167E1	6.712984E-2
2.710500E1	6.598307E-2
2.711000E1	6.439063E-2
2.711333E1	6.324964E-2
2.712167E1	5.940328E-2
2.713000E1	5.938103E-2
2.713500E1	5.748625E-2
2.713833E1	5.629727E-2
2.714333E1	5.478716E-2
2.714667E1	5.438338E-2
2.715167E1	5.251491E-2
2.715500E1	5.133317E-2
2.716000E1	5.019248E-2
2.716333E1	4.900128E-2
2.716833E1	4.819797E-2
2.717167E1	4.669203E-2
2.717667E1	4.475823E-2
2.718500E1	4.206217E-2
2.719333E1	4.131390E-2
2.719667E1	4.013829E-2
2.720167E1	3.938507E-2
2.720500E1	3.821187E-2
2.721000E1	3.748626E-2
2.721500E1	3.629456E-2
2.721833E1	3.511446E-2
2.722333E1	3.401426E-2
2.722667E1	3.358427E-2
2.723167E1	3.281430E-2
2.723500E1	3.129193E-2
2.724000E1	2.820555E-2
2.725167E1	2.743626E-2
2.725667E1	2.632272E-2
2.726000E1	2.590364E-2
2.726500E1	2.398691E-2
2.727333E1	2.397076E-2
2.727667E1	2.246462E-2
2.728167E1	2.203570E-2
2.728500E1	2.090647E-2
2.729000E1	2.051817E-2
2.729333E1	1.973827E-2
2.729833E1	1.936936E-2
2.730167E1	1.780946E-2
2.730667E1	1.668425E-2
2.731000E1	1.625116E-2
2.731500E1	1.550011E-2
2.732333E1	1.431520E-2
2.732667E1	1.394506E-2
2.733167E1	1.283680E-2
2.733500E1	1.240134E-2
2.734000E1	1.202433E-2
2.734333E1	1.126562E-2
2.734833E1	1.050149E-2
2.735167E1	9.714617E-3
2.735667E1	8.990914E-3
2.736000E1	8.593705E-3
2.736500E1	7.810905E-3
2.737333E1	6.303474E-3
2.738167E1	5.883349E-3
2.738500E1	5.485847E-3
2.739000E1	4.760761E-3
2.739333E1	4.011934E-3
2.739833E1	3.589950E-3
2.740167E1	3.215741E-3
2.740667E1	2.809728E-3
2.741000E1	2.061700E-3
2.741500E1	2.046643E-3
2.741833E1	1.674581E-3
2.742333E1	1.261743E-3
2.742667E1	1.800596E-4
2.744000E1	-6.001154E-4
2.744833E1	-6.490663E-4
2.745167E1	-1.020243E-3
2.745667E1	-1.074809E-3
2.746000E1	-1.419267E-3
2.746500E1	-1.772373E-3
2.746833E1	-1.812832E-3
2.747333E1	-1.811906E-3
2.747667E1	-1.847452E-3
2.748167E1	-1.835678E-3
2.748500E1	-2.182086E-3
2.749000E1	-2.605868E-3
2.749333E1	-3.356322E-3
2.750667E1	-3.294879E-3
2.751000E1	-3.302442E-3
2.751500E1	-3.331491E-3
2.751833E1	-3.360142E-3
2.752667E1	-3.341911E-3
2.753167E1	-3.310936E-3
2.753500E1	-3.321230E-3
2.754000E1	-3.327521E-3
2.754333E1	-3.258291E-3
2.754833E1	-3.368048E-3
2.755167E1	-3.296548E-3
2.755667E1	-3.305755E-3
2.756000E1	-3.288127E-3
2.756500E1	-3.289718E-3
2.756833E1	-3.009952E-3
2.757667E1	-2.866440E-3
2.758167E1	-2.219347E-3
2.758500E1	-2.240073E-3
2.759000E1	-1.856559E-3
2.759333E1	-1.732705E-3
2.759833E1	-1.405673E-3
2.760167E1	-1.061263E-3
2.760667E1	-1.030539E-3
2.761000E1	-6.726100E-4
2.761500E1	-2.881036E-4
2.761833E1	1.119329E-4
2.762333E1	1.635846E-3
2.763500E1	1.973772E-3
2.764000E1	2.042445E-3
2.764333E1	2.454351E-3
2.764833E1	3.187414E-3
2.765667E1	3.553107E-3
2.766000E1	3.935948E-3
2.766500E1	4.354957E-3
2.766833E1	5.109681E-3
2.767333E1	5.852508E-3
2.767667E1	6.215353E-3
2.768167E1	7.001947E-3
2.768500E1	7.403622E-3
2.769000E1	7.820447E-3
2.769333E1	8.138231E-3
2.769833E1	9.697869E-3
2.770667E1	1.011798E-2
2.771000E1	1.051420E-2
2.771500E1	1.126360E-2
2.771833E1	1.202159E-2
2.772333E1	1.382979E-2
2.772667E1	1.627955E-2
2.773167E1	1.434173E-2
2.773500E1	1.791273E-2
2.774000E1	1.554265E-2
2.774333E1	1.665893E-2
2.774833E1	1.779730E-2
2.775667E1	1.975204E-2
2.776500E1	2.716740E-2
2.776833E1	2.909537E-2
2.777333E1	2.870234E-2
2.777667E1	3.101354E-2
2.778167E1	3.139555E-2
2.778500E1	3.218878E-2
2.779000E1	3.255140E-2
2.779333E1	3.255385E-2
2.779833E1	3.409057E-2
2.780167E1	3.487098E-2
2.780667E1	3.562596E-2
2.781000E1	3.872387E-2
2.781833E1	3.870373E-2
2.782333E1	3.909646E-2
2.783167E1	4.179178E-2
2.783500E1	4.294883E-2
2.784000E1	4.447967E-2
2.784333E1	4.523002E-2
2.784833E1	4.564634E-2
2.785167E1	4.679052E-2
2.785667E1	4.794766E-2
2.786000E1	4.834060E-2
2.786500E1	4.949739E-2
2.786833E1	5.101436E-2
2.787333E1	5.254787E-2
2.787833E1	5.681567E-2
2.789500E1	5.832418E-2
2.789833E1	5.948803E-2
2.790333E1	5.220343E-2
2.790667E1	5.374424E-2
2.791167E1	5.522963E-2
2.791500E1	5.673983E-2
2.792000E1	5.758309E-2
2.792333E1	5.873278E-2
2.792833E1	6.022654E-2
2.793167E1	6.147138E-2
2.793667E1	6.261942E-2
2.794000E1	6.374249E-2
2.794500E1	6.794337E-2
2.795667E1	7.717273E-2
2.796167E1	7.838021E-2
2.796500E1	7.955537E-2
2.797000E1	8.094803E-2
2.797333E1	7.450183E-2
2.797833E1	8.360174E-2
2.798167E1	8.503997E-2
2.798667E1	8.626884E-2
2.799000E1	8.774045E-2
2.799500E1	8.902912E-2
2.799833E1	9.046918E-2
2.800333E1	9.190930E-2
2.800667E1	9.589623E-2
2.802000E1	9.142370E-2
2.802833E1	9.288819E-2
2.803167E1	9.418010E-2
2.803667E1	9.567850E-2
2.804000E1	9.707367E-2
2.804500E1	9.847088E-2
2.804833E1	9.996257E-2
2.805333E1	1.014027E-1
2.805667E1	1.029391E-1
2.806167E1	1.043137E-1
2.806500E1	1.056028E-1
2.807000E1	1.072632E-1
2.807333E1	1.087483E-1
2.807833E1	1.117825E-1
2.808667E1	1.131016E-1
2.809000E1	1.145849E-1
2.809500E1	1.161132E-1
2.809833E1	1.176153E-1
2.810333E1	1.191422E-1
2.810667E1	1.206596E-1
2.811167E1	1.221460E-1
2.811500E1	1.237350E-1
2.812000E1	1.251923E-1
2.812333E1	1.267075E-1
2.812833E1	1.283618E-1
2.813167E1	1.317824E-1
2.814000E1	1.348901E-1
2.814833E1	1.366839E-1
2.815333E1	1.383399E-1
2.815667E1	1.398814E-1
