"t(s)","a(m/s²)"
2.755514833E0,9.765542450E0
2.765502833E0,9.768536224E0
2.775489833E0,9.765692139E0
2.785475833E0,9.757159882E0
2.795463833E0,9.758058014E0
2.805450833E0,9.765392761E0
2.815438833E0,9.764794006E0
2.825425833E0,9.763297119E0
2.835412833E0,9.763446808E0
2.845399833E0,9.747729492E0
2.855386833E0,9.764045563E0
2.865372833E0,9.758956146E0
2.875359833E0,9.779164124E0
2.885346833E0,9.801168365E0
2.895332833E0,9.772278442E0
2.905318833E0,9.768536224E0
2.915306833E0,9.768985291E0
2.925293833E0,9.767937469E0
2.935281833E0,9.762099609E0
2.945268833E0,9.765243073E0
2.955256833E0,9.774972839E0
2.965243833E0,9.770482178E0
2.975231833E0,9.767189026E0
2.985220833E0,9.777068481E0
2.995208833E0,9.798923035E0
3.005196833E0,9.771529999E0
3.015183833E0,9.768835602E0
3.025170833E0,9.755363617E0
3.035157833E0,9.762997742E0
3.045146833E0,9.763895874E0
3.055134833E0,9.750124512E0
3.065122833E0,9.769434357E0
3.075112833E0,9.774972839E0
3.085101833E0,9.793534241E0
3.095090833E0,9.782906342E0
3.105078833E0,9.783355408E0
3.115065833E0,9.761650543E0
3.125051833E0,9.759704590E0
3.135038833E0,9.770332489E0
3.145024833E0,9.766889648E0
3.155011833E0,9.744136963E0
3.165000833E0,9.762249298E0
3.174987833E0,9.768835602E0
3.184975833E0,9.760303345E0
3.194963833E0,9.765841827E0
3.204952833E0,9.782008209E0
3.214941833E0,9.766889648E0
3.224929833E0,9.779313812E0
3.234917833E0,9.787995758E0
3.244905833E0,9.794282684E0
3.254893833E0,9.769134979E0
3.264881833E0,9.747729492E0
3.274870833E0,9.749226379E0
3.284859833E0,9.757159882E0
3.294848833E0,9.749076691E0
3.304837833E0,9.767787781E0
3.314826833E0,9.781409454E0
3.324814833E0,9.781708832E0
3.334802833E0,9.785151672E0
3.344791833E0,9.787397003E0
3.354780833E0,9.787247314E0
3.364767833E0,9.769134979E0
3.374755833E0,9.757758636E0
3.384743833E0,9.757459259E0
3.394731833E0,9.758656769E0
3.404719833E0,9.752669220E0
3.414707833E0,9.764344940E0
3.424695833E0,9.769134979E0
3.434683833E0,9.781259766E0
3.444672833E0,9.774972839E0
3.454660833E0,9.773775330E0
3.464648833E0,9.768386536E0
3.474636833E0,9.762398987E0
3.484624833E0,9.767787781E0
3.494612833E0,9.772727509E0
3.504601833E0,9.771529999E0
3.514590833E0,9.758357391E0
3.524577833E0,9.767189026E0
3.534565833E0,9.751621399E0
3.544553833E0,9.758656769E0
3.554542833E0,9.756860504E0
3.564532833E0,9.776170349E0
3.574521833E0,9.771230621E0
3.584508833E0,9.767638092E0
3.594497833E0,9.761201477E0
3.604483833E0,9.776170349E0
3.614472833E0,9.772428131E0
3.624460833E0,9.765243073E0
3.634448833E0,9.748777313E0
3.644437833E0,9.755962372E0
3.654425833E0,9.754615173E0
3.664412833E0,9.777068481E0
3.674400708E0,9.764794006E0
3.684387708E0,9.773925018E0
3.694375708E0,9.767638092E0
3.704363708E0,9.765841827E0
3.714349708E0,9.782906342E0
3.724338708E0,9.757908325E0
3.734326708E0,9.770482178E0
3.744314708E0,9.776020660E0
3.754302708E0,9.767338715E0
3.764291708E0,9.759105835E0
3.774280708E0,9.756112061E0
3.784269708E0,9.766440582E0
3.794257708E0,9.756710815E0
3.804245708E0,9.759405212E0
3.814233708E0,9.765542450E0
3.824221708E0,9.752669220E0
3.834209708E0,9.779463501E0
3.844198708E0,9.785750427E0
3.854187708E0,9.773925018E0
3.864177708E0,9.774074707E0
3.874165708E0,9.771979065E0
3.884155708E0,9.774823151E0
3.894145708E0,9.767787781E0
3.904132708E0,9.763446808E0
3.914121708E0,9.763746185E0
3.924109708E0,9.760453033E0
3.934097708E0,9.765392761E0
3.944085708E0,9.760303345E0
3.954074708E0,9.775122528E0
3.964062708E0,9.775870972E0
3.974049708E0,9.759704590E0
3.984038708E0,9.754166107E0
3.994027708E0,9.780062256E0
4.004016708E0,9.778116302E0
4.014005708E0,9.749376068E0
4.023992708E0,9.779164124E0
4.033981708E0,9.774523773E0
4.043970708E0,9.767488403E0
4.053958708E0,9.743538208E0
4.063946708E0,9.746232605E0
4.073933708E0,9.772278442E0
4.083921708E0,9.750423889E0
4.093910708E0,9.766590271E0
4.103898708E0,9.768236847E0
4.113886708E0,9.783804474E0
4.123875708E0,9.771380310E0
4.133863708E0,9.781858521E0
4.143852708E0,9.768386536E0
4.153840708E0,9.756261749E0
4.163828708E0,9.754465485E0
4.173815708E0,9.752369843E0
4.183802708E0,9.752519531E0
4.193789708E0,9.771230621E0
4.203778708E0,9.758956146E0
4.213765708E0,9.771679688E0
