"t(s)","a(m/s²)"
1.002670400E1,9.780810699E0
1.003669400E1,9.760153656E0
1.004668300E1,9.762099609E0
1.005667200E1,9.761800232E0
1.006666100E1,9.760602722E0
1.007664900E1,9.766141205E0
1.008663700E1,9.754016418E0
1.009662500E1,9.748028870E0
1.010661300E1,9.753567352E0
1.011660000E1,9.776020660E0
1.012658900E1,9.784103851E0
1.013657700E1,9.786049805E0
1.014656500E1,9.785451050E0
1.015655400E1,9.778116302E0
1.016654200E1,9.779912567E0
1.017653000E1,9.759704590E0
1.018651800E1,9.767937469E0
1.019650600E1,9.770332489E0
1.020649500E1,9.766440582E0
1.021648200E1,9.777816925E0
1.022646900E1,9.776170349E0
1.023645600E1,9.765093384E0
1.024644400E1,9.758058014E0
1.025643100E1,9.745484161E0
1.026641700E1,9.774224396E0
1.027640400E1,9.767488403E0
1.028639100E1,9.780211945E0
1.029637900E1,9.770631866E0
1.030636600E1,9.763895874E0
1.031635400E1,9.762099609E0
1.032634300E1,9.766739960E0
1.033633000E1,9.764943695E0
1.034631800E1,9.764943695E0
1.035630600E1,9.762099609E0
1.036629400E1,9.754465485E0
1.037628200E1,9.772877197E0
1.038627000E1,9.767189026E0
1.039625800E1,9.772577820E0
1.040624500E1,9.776170349E0
1.041623300E1,9.765243073E0
1.042622000E1,9.773925018E0
1.043620800E1,9.779613190E0
1.044619600E1,9.767937469E0
1.045618400E1,9.766440582E0
1.046617200E1,9.764045563E0
1.047616000E1,9.761351166E0
1.048614800E1,9.771829376E0
1.049613700E1,9.768536224E0
1.050612700E1,9.770033112E0
1.051611600E1,9.767338715E0
1.052610600E1,9.765692139E0
1.053609600E1,9.764494629E0
1.054608600E1,9.769284668E0
1.055607400E1,9.765093384E0
1.056606200E1,9.775272217E0
1.057604900E1,9.763147430E0
1.058603700E1,9.767488403E0
1.059602600E1,9.758507080E0
1.060601500E1,9.769733734E0
1.061600400E1,9.765243073E0
1.062599200E1,9.776469727E0
1.063598000E1,9.773326263E0
1.064596800E1,9.768087158E0
1.065595500E1,9.769584045E0
1.066594300E1,9.769434357E0
1.067593100E1,9.750723267E0
1.068591758E1,9.764644318E0
1.069590558E1,9.761201477E0
1.070589358E1,9.776170349E0
1.071588158E1,9.770931244E0
1.072587058E1,9.754016418E0
1.073585858E1,9.748477936E0
1.074584558E1,9.766141205E0
1.075583358E1,9.771529999E0
1.076582158E1,9.716294861E0
1.077580958E1,9.792037354E0
1.078579858E1,9.762698364E0
1.079578658E1,9.806856537E0
1.080577558E1,9.751322021E0
1.081576358E1,9.750573578E0
1.082575158E1,9.771529999E0
1.083574058E1,9.749226379E0
1.084572858E1,9.771979065E0
1.085571658E1,9.750573578E0
1.086570458E1,9.779463501E0
1.087569258E1,9.731712799E0
1.088567958E1,9.775721283E0
1.089566858E1,9.760453033E0
1.090565658E1,9.748777313E0
1.091564558E1,9.783954163E0
1.092563458E1,9.774224396E0
1.093562258E1,9.780511322E0
1.094561158E1,9.788893890E0
1.095560158E1,9.762398987E0
1.096559058E1,9.773026886E0
1.097557958E1,9.762997742E0
1.098556758E1,9.761650543E0
1.099555558E1,9.767937469E0
1.100554458E1,9.761051788E0
1.101553258E1,9.748777313E0
1.102552258E1,9.770931244E0
1.103551058E1,9.763746185E0
1.104550058E1,9.781708832E0
1.105548958E1,9.790390778E0
1.106547958E1,9.761201477E0
1.107546958E1,9.781708832E0
1.108545858E1,9.745633850E0
1.109544858E1,9.755812683E0
1.110543658E1,9.778415680E0
1.111542658E1,9.764943695E0
1.112541458E1,9.754615173E0
1.113540458E1,9.760752411E0
1.114539258E1,9.771380310E0
1.115538158E1,9.772727509E0
1.116536958E1,9.773176575E0
1.117535858E1,9.769284668E0
1.118534658E1,9.770631866E0
1.119533458E1,9.757908325E0
1.120532158E1,9.758656769E0
1.121531058E1,9.764195251E0
1.122529758E1,9.767488403E0
1.123528558E1,9.773176575E0
1.124527358E1,9.774972839E0
1.125526258E1,9.768835602E0
1.126525158E1,9.760453033E0
1.127524058E1,9.766889648E0
1.128522858E1,9.773176575E0
1.129521758E1,9.761949921E0
1.130520658E1,9.771979065E0
1.131519458E1,9.757309570E0
1.132518158E1,9.766290894E0
1.133517058E1,9.772428131E0
1.134515858E1,9.771679688E0
1.135514658E1,9.777367859E0
1.136513658E1,9.767638092E0
1.137512558E1,9.764794006E0
1.138511358E1,9.760453033E0
1.139510258E1,9.749076691E0
1.140509058E1,9.764494629E0
1.141507758E1,9.767638092E0
1.142506558E1,9.789792023E0
1.143505258E1,9.776320038E0
1.144504058E1,9.774972839E0
1.145502758E1,9.773326263E0
1.146501558E1,9.764644318E0
1.147500358E1,9.765692139E0
1.148499258E1,9.767338715E0
1.149498058E1,9.753567352E0
1.150496958E1,9.758357391E0
1.151495858E1,9.755962372E0
1.152494658E1,9.754166107E0
1.153493558E1,9.772577820E0
1.154492558E1,9.782606964E0
1.155491458E1,9.774972839E0
1.156490258E1,9.767488403E0
1.157489058E1,9.764943695E0
1.158487958E1,9.766141205E0
1.159486758E1,9.749525757E0
1.160485558E1,9.741592255E0
1.161484258E1,9.753417664E0
1.162483058E1,9.753567352E0
1.163481958E1,9.767189026E0
1.164480758E1,9.776320038E0
1.165479458E1,9.773925018E0
1.166478158E1,9.774224396E0
1.167476958E1,9.792486420E0
1.168475746E1,9.775571594E0
1.169474546E1,9.779313812E0
1.170473446E1,9.768236847E0
1.171472246E1,9.769883423E0
1.172471246E1,9.776020660E0
1.173470046E1,9.780062256E0
1.174468946E1,9.774972839E0
1.175467746E1,9.770931244E0
1.176466646E1,9.763297119E0
1.177465646E1,9.765392761E0
1.178464546E1,9.749825134E0
1.179463446E1,9.753717041E0
1.180462346E1,9.771230621E0
1.181461146E1,9.767787781E0
1.182460046E1,9.777367859E0
1.183458946E1,9.760153656E0
1.184457646E1,9.759105835E0
1.185456346E1,9.774523773E0
1.186455146E1,9.758656769E0
1.187453846E1,9.772128754E0
1.188452746E1,9.760003967E0
1.189451446E1,9.764045563E0
1.190450146E1,9.744735718E0
1.191448946E1,9.762997742E0
1.192447746E1,9.765841827E0
1.193446546E1,9.772877197E0
1.194445146E1,9.776170349E0
1.195443946E1,9.780062256E0
1.196442746E1,9.793534241E0
1.197441446E1,9.770332489E0
1.198440246E1,9.746681671E0
1.199438946E1,9.755962372E0
1.200437746E1,9.766590271E0
1.201436446E1,9.765991516E0
1.202435246E1,9.774074707E0
1.203434046E1,9.755962372E0
1.204432946E1,9.776918793E0
1.205431846E1,9.785900116E0
1.206430646E1,9.773026886E0
1.207429446E1,9.765392761E0
1.208428246E1,9.762997742E0
1.209426946E1,9.782756653E0
1.210425646E1,9.777068481E0
1.211424446E1,9.763895874E0
1.212423146E1,9.768536224E0
1.213421846E1,9.761500854E0
1.214420746E1,9.778715057E0
1.215419546E1,9.758806458E0
1.216418246E1,9.760752411E0
1.217417046E1,9.778415680E0
1.218415746E1,9.767937469E0
1.219414446E1,9.768087158E0
1.220413146E1,9.756112061E0
1.221411946E1,9.748028870E0
1.222410646E1,9.772877197E0
1.223409346E1,9.763297119E0
1.224408146E1,9.778715057E0
1.225407046E1,9.766889648E0
1.226405846E1,9.770033112E0
1.227404546E1,9.764045563E0
1.228403246E1,9.760602722E0
1.229402146E1,9.755812683E0
1.230400846E1,9.774972839E0
1.231399646E1,9.777068481E0
1.232398346E1,9.760902100E0
1.233397246E1,9.752220154E0
1.234396046E1,9.764195251E0
1.235394846E1,9.769434357E0
1.236393646E1,9.771529999E0
1.237392446E1,9.779313812E0
1.238391246E1,9.787696381E0
1.239390046E1,9.768386536E0
1.240388846E1,9.773326263E0
1.241387646E1,9.747130737E0
1.242386446E1,9.765243073E0
1.243385346E1,9.784852295E0
1.244384246E1,9.762398987E0
1.245383246E1,9.763895874E0
1.246382046E1,9.756261749E0
1.247380946E1,9.739346924E0
1.248379746E1,9.750274200E0
1.249378446E1,9.768386536E0
1.250377346E1,9.792187042E0
1.251376146E1,9.782008209E0
1.252374946E1,9.774224396E0
1.253373746E1,9.768835602E0
1.254372546E1,9.773625641E0
1.255371346E1,9.766290894E0
1.256370146E1,9.751920776E0
1.257369046E1,9.767787781E0
1.258367946E1,9.766739960E0
1.259366846E1,9.771380310E0
1.260365746E1,9.767787781E0
1.261364446E1,9.773326263E0
1.262363346E1,9.765243073E0
1.263362346E1,9.761800232E0
1.264361346E1,9.761201477E0
1.265360346E1,9.765692139E0
1.266359246E1,9.759704590E0
1.267358246E1,9.752669220E0
1.268357146E1,9.772877197E0
1.269356146E1,9.769883423E0
1.270354846E1,9.789642334E0
1.271353646E1,9.778565369E0
1.272352446E1,9.767039337E0
1.273351246E1,9.763446808E0
1.274350046E1,9.758507080E0
1.275348846E1,9.762249298E0
1.276347646E1,9.771080933E0
1.277346346E1,9.764794006E0
1.278345146E1,9.767488403E0
1.279343846E1,9.766440582E0
1.280342646E1,9.782457275E0
1.281341246E1,9.768985291E0
1.282339946E1,9.773625641E0
1.283338846E1,9.765692139E0
1.284337646E1,9.762848053E0
1.285336446E1,9.780211945E0
1.286335346E1,9.773625641E0
1.287334146E1,9.770482178E0
1.288332846E1,9.762997742E0
1.289331646E1,9.759704590E0
1.290330446E1,9.775571594E0
1.291329146E1,9.772877197E0
1.292327846E1,9.780211945E0
1.293326546E1,9.774972839E0
1.294325246E1,9.744735718E0
1.295323946E1,9.768685913E0
1.296322646E1,9.775721283E0
1.297321246E1,9.767039337E0
1.298319946E1,9.775272217E0
1.299318746E1,9.790690155E0
1.300317446E1,9.785301361E0
1.301316146E1,9.776619415E0
1.302314846E1,9.763297119E0
1.303313546E1,9.767189026E0
1.304312246E1,9.772577820E0
1.305310946E1,9.767338715E0
1.306309646E1,9.766440582E0
1.307308346E1,9.760752411E0
1.308307046E1,9.767039337E0
1.309305646E1,9.771230621E0
1.310304246E1,9.750124512E0
1.311302946E1,9.770332489E0
1.312301746E1,9.759854279E0
1.313300446E1,9.765692139E0
1.314299146E1,9.774074707E0
1.315297846E1,9.772278442E0
1.316296546E1,9.763446808E0
1.317295246E1,9.758956146E0
1.318294046E1,9.766739960E0
1.319292746E1,9.763446808E0
1.320291446E1,9.768536224E0
1.321290146E1,9.770182800E0
1.322288846E1,9.770033112E0
1.323287446E1,9.764195251E0
1.324286146E1,9.768536224E0
1.325284846E1,9.787397003E0
1.326283646E1,9.784852295E0
1.327282346E1,9.773625641E0
1.328281046E1,9.764794006E0
1.329279846E1,9.749825134E0
1.330278646E1,9.750274200E0
1.331277346E1,9.758357391E0
1.332276146E1,9.755064240E0
1.333274946E1,9.783505096E0
1.334273646E1,9.796228638E0
1.335272346E1,9.782756653E0
1.336271146E1,9.786648560E0
1.337269846E1,9.778864746E0
1.338268546E1,9.751771088E0
1.339267346E1,9.763596497E0
1.340266046E1,9.752968597E0
1.341264746E1,9.765542450E0
1.342263346E1,9.758058014E0
1.343262146E1,9.760303345E0
1.344260846E1,9.773176575E0
1.345259646E1,9.760303345E0
1.346258246E1,9.784702606E0
1.347256846E1,9.776769104E0
1.348255546E1,9.780062256E0
1.349254246E1,9.748028870E0
1.350252946E1,9.749675446E0
1.351251746E1,9.756261749E0
1.352250546E1,9.775272217E0
1.353249546E1,9.776469727E0
1.354248246E1,9.787546692E0
1.355247046E1,9.757908325E0
1.356245746E1,9.769883423E0
1.357244446E1,9.787247314E0
1.358243246E1,9.768236847E0
1.359241946E1,9.767937469E0
1.360240746E1,9.735155640E0
1.361239546E1,9.747729492E0
1.362238146E1,9.766590271E0
1.363236846E1,9.774972839E0
1.364235546E1,9.785151672E0
1.365234246E1,9.768087158E0
1.366232946E1,9.767638092E0
1.367231746E1,9.762099609E0
1.368230546E1,9.746382294E0
1.369229375E1,9.758058014E0
1.370228175E1,9.751322021E0
1.371226875E1,9.756860504E0
1.372225675E1,9.771529999E0
1.373224475E1,9.776170349E0
1.374223175E1,9.759105835E0
1.375221875E1,9.775721283E0
1.376220575E1,9.770033112E0
1.377219275E1,9.770482178E0
1.378217875E1,9.773475952E0
1.379216675E1,9.767937469E0
1.380215375E1,9.774074707E0
1.381214075E1,9.758357391E0
1.382212775E1,9.746082916E0
1.383211475E1,9.754914551E0
1.384210275E1,9.776020660E0
1.385208975E1,9.792486420E0
1.386207675E1,9.785600739E0
1.387206475E1,9.775870972E0
1.388205075E1,9.765542450E0
1.389203775E1,9.748328247E0
1.390202575E1,9.768985291E0
1.391201275E1,9.765542450E0
1.392199875E1,9.768835602E0
1.393198675E1,9.759704590E0
1.394197275E1,9.770482178E0
1.395195875E1,9.759854279E0
1.396194675E1,9.769284668E0
1.397193575E1,9.774523773E0
1.398192375E1,9.758656769E0
1.399191075E1,9.769284668E0
1.400189875E1,9.767189026E0
1.401188575E1,9.767338715E0
1.402187275E1,9.756710815E0
1.403185875E1,9.770033112E0
1.404184675E1,9.787247314E0
1.405183375E1,9.762249298E0
1.406182075E1,9.768835602E0
1.407180875E1,9.777966614E0
1.408179575E1,9.754315796E0
1.409178375E1,9.757309570E0
1.410176975E1,9.767787781E0
1.411175575E1,9.768835602E0
1.412174275E1,9.764794006E0
1.413172975E1,9.774224396E0
1.414171775E1,9.772877197E0
1.415170375E1,9.766739960E0
1.416169075E1,9.773775330E0
1.417167775E1,9.768985291E0
1.418166475E1,9.766141205E0
1.419165275E1,9.775122528E0
1.420164075E1,9.772278442E0
1.421162775E1,9.759854279E0
1.422161475E1,9.749226379E0
1.423160075E1,9.764794006E0
1.424158775E1,9.777816925E0
1.425157475E1,9.786049805E0
1.426156075E1,9.771230621E0
1.427154775E1,9.751022644E0
1.428153375E1,9.754016418E0
1.429152175E1,9.757309570E0
1.430150775E1,9.767638092E0
1.431149475E1,9.782756653E0
1.432148275E1,9.778565369E0
1.433146975E1,9.774823151E0
1.434145775E1,9.776020660E0
1.435144575E1,9.773625641E0
1.436143375E1,9.758207703E0
1.437142175E1,9.757608948E0
1.438141175E1,9.757758636E0
1.439139975E1,9.754764862E0
1.440138775E1,9.759255524E0
1.441137475E1,9.747729492E0
1.442136175E1,9.755812683E0
1.443134875E1,9.758806458E0
1.444133575E1,9.776769104E0
1.445132275E1,9.768236847E0
1.446131075E1,9.770482178E0
1.447129775E1,9.768835602E0
1.448128375E1,9.774074707E0
1.449126975E1,9.773925018E0
1.450125775E1,9.762698364E0
1.451124475E1,9.774823151E0
1.452123275E1,9.756411438E0
1.453121975E1,9.755363617E0
1.454120775E1,9.761051788E0
1.455119475E1,9.769584045E0
1.456118275E1,9.747729492E0
1.457116975E1,9.774523773E0
1.458115775E1,9.789492645E0
1.459114475E1,9.775421906E0
1.460113175E1,9.770631866E0
1.461111875E1,9.771679688E0
1.462110675E1,9.775721283E0
1.463109375E1,9.759255524E0
1.464108275E1,9.760602722E0
1.465106975E1,9.764494629E0
1.466105675E1,9.751471710E0
1.467104375E1,9.751920776E0
1.468103075E1,9.777966614E0
1.469101746E1,9.791737976E0
1.470100546E1,9.785750427E0
1.471099246E1,9.774224396E0
1.472098046E1,9.760003967E0
1.473096846E1,9.762848053E0
1.474095546E1,9.761201477E0
1.475094446E1,9.760303345E0
1.476093246E1,9.758507080E0
1.477092146E1,9.765542450E0
1.478090946E1,9.758058014E0
1.479089646E1,9.761500854E0
1.480088346E1,9.767189026E0
1.481087046E1,9.778864746E0
1.482085846E1,9.772727509E0
1.483084546E1,9.775870972E0
1.484083346E1,9.765841827E0
1.485082046E1,9.768236847E0
1.486080746E1,9.770781555E0
1.487079446E1,9.776918793E0
1.488078146E1,9.765692139E0
1.489077046E1,9.768386536E0
1.490075846E1,9.774823151E0
1.491074646E1,9.776320038E0
1.492073446E1,9.769434357E0
1.493072246E1,9.764794006E0
1.494071046E1,9.764045563E0
1.495069646E1,9.779014435E0
1.496068346E1,9.775870972E0
1.497067046E1,9.765841827E0
1.498065846E1,9.767189026E0
1.499064846E1,9.772577820E0
1.500063846E1,9.781110077E0
1.501062646E1,9.776170349E0
1.502061346E1,9.764195251E0
1.503060046E1,9.754465485E0
1.504058746E1,9.766290894E0
1.505057446E1,9.776918793E0
1.506056246E1,9.794731750E0
1.507054846E1,9.778565369E0
1.508053546E1,9.765991516E0
1.509052146E1,9.770781555E0
1.510050946E1,9.774074707E0
1.511049646E1,9.773176575E0
1.512048446E1,9.767189026E0
1.513047146E1,9.751621399E0
1.514045846E1,9.756561127E0
1.515044546E1,9.768835602E0
1.516043146E1,9.782008209E0
1.517041746E1,9.772877197E0
1.518040446E1,9.779164124E0
1.519039146E1,9.790989532E0
1.520037846E1,9.773176575E0
1.521036546E1,9.772428131E0
1.522035346E1,9.770182800E0
1.523034046E1,9.767937469E0
1.524032846E1,9.759255524E0
1.525031546E1,9.762249298E0
1.526030346E1,9.748328247E0
1.527029046E1,9.759854279E0
1.528027746E1,9.759554901E0
1.529026446E1,9.775122528E0
1.530025146E1,9.775870972E0
1.531023846E1,9.787097626E0
1.532022546E1,9.771679688E0
1.533021246E1,9.777667236E0
1.534020046E1,9.783505096E0
1.535018746E1,9.768536224E0
1.536017446E1,9.769584045E0
1.537016246E1,9.755962372E0
1.538014946E1,9.768685913E0
1.539013646E1,9.774972839E0
1.540012346E1,9.774673462E0
1.541011146E1,9.761650543E0
1.542010046E1,9.756261749E0
1.543008746E1,9.768386536E0
1.544007546E1,9.782307587E0
1.545006346E1,9.781559143E0
1.546005246E1,9.777517548E0
1.547003946E1,9.760752411E0
1.548002746E1,9.768835602E0
1.549001446E1,9.773026886E0
1.550000146E1,9.759554901E0
1.550998946E1,9.764344940E0
1.551997746E1,9.768835602E0
1.552996546E1,9.760303345E0
1.553995346E1,9.759105835E0
1.554994046E1,9.758656769E0
1.555992746E1,9.768236847E0
1.556991546E1,9.777667236E0
1.557990346E1,9.770631866E0
1.558989146E1,9.762848053E0
1.559987946E1,9.772428131E0
1.560986646E1,9.769733734E0
1.561985446E1,9.759255524E0
1.562984246E1,9.766290894E0
1.563983146E1,9.763596497E0
1.564981946E1,9.773176575E0
1.565980746E1,9.771529999E0
1.566979546E1,9.773026886E0
1.567978346E1,9.774374084E0
1.568977171E1,9.768386536E0
1.569976071E1,9.753717041E0
1.570974771E1,9.758058014E0
1.571973571E1,9.771979065E0
1.572972271E1,9.771230621E0
1.573971071E1,9.775571594E0
1.574969871E1,9.773925018E0
1.575968471E1,9.781409454E0
1.576967371E1,9.754615173E0
1.577966271E1,9.754315796E0
1.578965171E1,9.770033112E0
1.579964071E1,9.766141205E0
1.580962771E1,9.761949921E0
1.581961471E1,9.772128754E0
1.582960271E1,9.770931244E0
1.583959271E1,9.766590271E0
1.584958171E1,9.759554901E0
1.585956871E1,9.773176575E0
1.586955671E1,9.771679688E0
1.587954471E1,9.779762878E0
1.588953271E1,9.770781555E0
1.589952071E1,9.762398987E0
1.590950971E1,9.750872955E0
1.591949771E1,9.759704590E0
1.592948471E1,9.760902100E0
1.593947271E1,9.757010193E0
1.594946071E1,9.766290894E0
1.595944771E1,9.775421906E0
1.596943571E1,9.778415680E0
1.597942371E1,9.785600739E0
1.598941171E1,9.776320038E0
1.599939971E1,9.774972839E0
1.600938771E1,9.754465485E0
1.601937471E1,9.758207703E0
1.602936171E1,9.777068481E0
1.603934871E1,9.755662994E0
1.604933571E1,9.745035095E0
1.605932271E1,9.753417664E0
1.606931071E1,9.763596497E0
1.607929671E1,9.775721283E0
1.608928371E1,9.768985291E0
1.609927171E1,9.776469727E0
1.610925871E1,9.780511322E0
1.611924471E1,9.774972839E0
1.612923171E1,9.759854279E0
1.613921771E1,9.760902100E0
1.614920471E1,9.758357391E0
1.615919171E1,9.770931244E0
1.616917871E1,9.764344940E0
1.617916671E1,9.774074707E0
1.618915371E1,9.771979065E0
1.619913971E1,9.781259766E0
1.620912671E1,9.774074707E0
1.621911571E1,9.761201477E0
1.622910371E1,9.771080933E0
1.623909071E1,9.776918793E0
1.624907771E1,9.770482178E0
1.625906571E1,9.762698364E0
1.626905371E1,9.756860504E0
1.627904071E1,9.758656769E0
1.628902871E1,9.766590271E0
1.629901571E1,9.781559143E0
1.630900371E1,9.764943695E0
1.631899171E1,9.776320038E0
1.632897871E1,9.753417664E0
1.633896771E1,9.745184784E0
1.634895671E1,9.760602722E0
1.635894471E1,9.762997742E0
1.636893271E1,9.778415680E0
1.637892071E1,9.786798248E0
1.638890871E1,9.774523773E0
1.639889671E1,9.769584045E0
1.640888371E1,9.761051788E0
1.641887171E1,9.735155640E0
1.642885971E1,9.747879181E0
1.643884671E1,9.761800232E0
1.644883371E1,9.764644318E0
1.645882271E1,9.767488403E0
1.646880971E1,9.771230621E0
1.647879771E1,9.765243073E0
1.648878571E1,9.773026886E0
1.649877271E1,9.772727509E0
1.650876071E1,9.767638092E0
1.651874871E1,9.768985291E0
1.652873671E1,9.783954163E0
1.653872571E1,9.779762878E0
1.654871371E1,9.769883423E0
1.655870271E1,9.762997742E0
1.656869071E1,9.771679688E0
1.657867871E1,9.752519531E0
1.658866671E1,9.769883423E0
1.659865571E1,9.776320038E0
1.660864271E1,9.778415680E0
1.661863171E1,9.772877197E0
1.662861871E1,9.755662994E0
1.663860671E1,9.762698364E0
1.664859471E1,9.760153656E0
1.665858271E1,9.775721283E0
1.666857171E1,9.789043579E0
1.667855971E1,9.770931244E0
1.668854783E1,9.764195251E0
1.669853483E1,9.749376068E0
1.670852283E1,9.742340698E0
1.671851183E1,9.765093384E0
1.672850083E1,9.755812683E0
1.673848883E1,9.786498871E0
1.674847683E1,9.791288910E0
1.675846483E1,9.775721283E0
1.676845283E1,9.773475952E0
1.677844083E1,9.766590271E0
1.678842883E1,9.760752411E0
1.679841683E1,9.754615173E0
1.680840483E1,9.771829376E0
1.681839383E1,9.748627625E0
1.682838083E1,9.756112061E0
1.683836983E1,9.772577820E0
1.684835783E1,9.757459259E0
1.685834483E1,9.766440582E0
1.686833283E1,9.770182800E0
1.687832083E1,9.786798248E0
1.688830783E1,9.780511322E0
1.689829583E1,9.781409454E0
1.690828283E1,9.761949921E0
1.691827083E1,9.770482178E0
1.692825883E1,9.757309570E0
1.693824583E1,9.774224396E0
1.694823283E1,9.796827393E0
1.695822083E1,9.771230621E0
1.696820883E1,9.734556885E0
1.697819783E1,9.762997742E0
1.698818583E1,9.786947937E0
1.699817383E1,9.775870972E0
1.700816283E1,9.758507080E0
1.701814983E1,9.771529999E0
1.702813683E1,9.781110077E0
1.703812483E1,9.744735718E0
1.704811283E1,9.776170349E0
1.705809983E1,9.794132996E0
1.706808783E1,9.776769104E0
1.707807483E1,9.739197235E0
1.708806283E1,9.746232605E0
1.709804983E1,9.764344940E0
1.710803683E1,9.780511322E0
1.711802483E1,9.753567352E0
1.712801183E1,9.758507080E0
1.713799883E1,9.790390778E0
1.714798583E1,9.767488403E0
1.715797183E1,9.786498871E0
1.716795883E1,9.762997742E0
1.717794683E1,9.779613190E0
1.718793383E1,9.783804474E0
1.719792083E1,9.774224396E0
1.720790783E1,9.755962372E0
1.721789583E1,9.756561127E0
1.722788283E1,9.754615173E0
1.723786983E1,9.769134979E0
1.724785783E1,9.781708832E0
1.725784483E1,9.774523773E0
1.726783183E1,9.776918793E0
1.727782183E1,9.747430115E0
1.728780983E1,9.760902100E0
1.729779683E1,9.780960388E0
1.730778283E1,9.787397003E0
1.731777083E1,9.766141205E0
1.732775883E1,9.771979065E0
1.733774683E1,9.754764862E0
1.734773483E1,9.755812683E0
1.735772083E1,9.771679688E0
1.736770783E1,9.759854279E0
1.737769583E1,9.767787781E0
1.738768283E1,9.774523773E0
1.739767083E1,9.753417664E0
1.740765883E1,9.744735718E0
1.741764583E1,9.754764862E0
1.742763383E1,9.756112061E0
1.743762183E1,9.783355408E0
1.744760883E1,9.790390778E0
1.745759583E1,9.786199493E0
1.746758383E1,9.772877197E0
1.747757083E1,9.765392761E0
1.748755783E1,9.758357391E0
1.749754483E1,9.750723267E0
1.750753183E1,9.757309570E0
1.751751883E1,9.757608948E0
1.752750583E1,9.767937469E0
1.753749283E1,9.755064240E0
1.754747983E1,9.776320038E0
1.755746783E1,9.785301361E0
1.756745583E1,9.768835602E0
1.757744283E1,9.756561127E0
1.758742883E1,9.751771088E0
1.759741483E1,9.757459259E0
1.760740183E1,9.749376068E0
1.761738883E1,9.757758636E0
1.762737583E1,9.780062256E0
1.763736183E1,9.771529999E0
1.764734983E1,9.771529999E0
1.765733683E1,9.774374084E0
1.766732483E1,9.765243073E0
1.767731183E1,9.780062256E0
1.768729825E1,9.769883423E0
1.769728525E1,9.761051788E0
1.770727225E1,9.751471710E0
1.771726125E1,9.758656769E0
1.772725125E1,9.776020660E0
1.773724025E1,9.763895874E0
1.774722725E1,9.773026886E0
1.775721625E1,9.766440582E0
1.776720325E1,9.770781555E0
1.777719125E1,9.770332489E0
1.778717925E1,9.764195251E0
1.779716625E1,9.764045563E0
1.780715425E1,9.732461243E0
1.781714125E1,9.760303345E0
1.782712825E1,9.758507080E0
1.783711525E1,9.759105835E0
1.784710225E1,9.771979065E0
1.785708925E1,9.773176575E0
1.786707625E1,9.770182800E0
1.787706225E1,9.775721283E0
1.788704825E1,9.777367859E0
1.789703425E1,9.758507080E0
1.790702225E1,9.748328247E0
1.791700825E1,9.762848053E0
1.792699425E1,9.766590271E0
1.793698125E1,9.768985291E0
1.794696825E1,9.765991516E0
1.795695525E1,9.777816925E0
1.796694325E1,9.771829376E0
1.797693125E1,9.750872955E0
1.798691925E1,9.757459259E0
1.799690625E1,9.761051788E0
1.800689325E1,9.759704590E0
1.801688025E1,9.757309570E0
1.802686825E1,9.770631866E0
1.803685525E1,9.771080933E0
1.804684325E1,9.773176575E0
1.805683025E1,9.761051788E0
1.806681725E1,9.782008209E0
1.807680325E1,9.773326263E0
1.808678925E1,9.787546692E0
1.809677625E1,9.763297119E0
1.810676325E1,9.756411438E0
1.811675025E1,9.760602722E0
1.812673825E1,9.768386536E0
1.813672425E1,9.766590271E0
1.814671225E1,9.773326263E0
1.815669925E1,9.784253540E0
1.816668625E1,9.778116302E0
1.817667325E1,9.775870972E0
1.818666025E1,9.773925018E0
1.819664825E1,9.755213928E0
1.820663525E1,9.740544434E0
1.821662225E1,9.755064240E0
1.822661025E1,9.783804474E0
1.823659825E1,9.761351166E0
1.824658525E1,9.774224396E0
1.825657325E1,9.773625641E0
1.826656025E1,9.767787781E0
1.827654725E1,9.766590271E0
1.828653425E1,9.765243073E0
1.829652025E1,9.767488403E0
1.830650725E1,9.758956146E0
1.831649525E1,9.756561127E0
1.832648125E1,9.774823151E0
1.833646825E1,9.755962372E0
1.834645625E1,9.770033112E0
1.835644425E1,9.774823151E0
1.836643125E1,9.770482178E0
1.837641825E1,9.762398987E0
1.838640425E1,9.749226379E0
1.839639125E1,9.764943695E0
1.840637825E1,9.767937469E0
1.841636525E1,9.749525757E0
1.842635325E1,9.771979065E0
1.843633925E1,9.766889648E0
1.844632525E1,9.763895874E0
1.845631225E1,9.760153656E0
1.846629925E1,9.754914551E0
1.847628625E1,9.762997742E0
1.848627325E1,9.773326263E0
1.849626025E1,9.766290894E0
1.850624725E1,9.764195251E0
1.851623325E1,9.762698364E0
1.852621925E1,9.780361633E0
1.853620425E1,9.770482178E0
1.854618925E1,9.755662994E0
1.855617625E1,9.757309570E0
1.856616325E1,9.759405212E0
1.857614925E1,9.761650543E0
1.858613625E1,9.767787781E0
1.859612225E1,9.782457275E0
1.860610925E1,9.784253540E0
1.861609725E1,9.773625641E0
1.862608625E1,9.767338715E0
1.863607325E1,9.769733734E0
1.864606125E1,9.768985291E0
1.865604825E1,9.756112061E0
1.866603525E1,9.768087158E0
1.867602225E1,9.771529999E0
1.868600925E1,9.751920776E0
1.869599600E1,9.777218170E0
1.870598300E1,9.765692139E0
1.871597000E1,9.761351166E0
1.872595900E1,9.765392761E0
1.873594700E1,9.771979065E0
1.874593400E1,9.773475952E0
