
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
4.02848632e+04, 2.5430e+00, -2.1109e-01
3.90832994e+04, 2.5376e+00, -1.7307e-01
3.79175742e+04, 2.5375e+00, -1.3616e-01
3.67866188e+04, 2.5338e+00, -1.3425e-01
3.56893960e+04, 2.5313e+00, -9.6722e-02
3.46248998e+04, 2.5342e+00, -7.5833e-02
3.35921539e+04, 2.5294e+00, -9.3159e-02
3.25902114e+04, 2.5283e+00, -2.1117e-02
3.16181535e+04, 2.5285e+00, -4.6118e-02
3.06750889e+04, 2.5191e+00, -4.1958e-02
2.97601528e+04, 2.5238e+00, -3.0187e-02
2.88725062e+04, 2.5210e+00, 3.2839e-04
2.80113351e+04, 2.5262e+00, 4.6492e-02
2.71758499e+04, 2.5186e+00, 3.0567e-02
2.63652845e+04, 2.5183e+00, 7.4898e-02
2.55788955e+04, 2.5184e+00, 7.9232e-02
2.48159619e+04, 2.5138e+00, 6.9866e-02
2.40757841e+04, 2.5073e+00, 8.3882e-02
2.33576834e+04, 2.5118e+00, 1.2665e-01
2.26610012e+04, 2.5105e+00, 1.7056e-01
2.19850987e+04, 2.5033e+00, 1.7192e-01
2.13293561e+04, 2.5033e+00, 1.7156e-01
2.06931722e+04, 2.5043e+00, 1.7351e-01
2.00759636e+04, 2.5018e+00, 1.8330e-01
1.94771642e+04, 2.5071e+00, 2.0390e-01
1.88962250e+04, 2.5068e+00, 1.8308e-01
1.83326133e+04, 2.4951e+00, 2.1895e-01
1.77858123e+04, 2.4914e+00, 2.4215e-01
1.72553205e+04, 2.4927e+00, 2.1912e-01
1.67406515e+04, 2.4860e+00, 2.0390e-01
1.62413335e+04, 2.4884e+00, 1.9064e-01
1.57569084e+04, 2.4837e+00, 2.1884e-01
1.52869321e+04, 2.4803e+00, 2.3462e-01
1.48309736e+04, 2.4815e+00, 2.5975e-01
1.43886149e+04, 2.4763e+00, 2.5196e-01
1.39594502e+04, 2.4746e+00, 2.3744e-01
1.35430861e+04, 2.4741e+00, 2.3227e-01
1.31391408e+04, 2.4723e+00, 2.9454e-01
1.27472438e+04, 2.4708e+00, 2.6356e-01
1.23670359e+04, 2.4742e+00, 2.5344e-01
1.19981682e+04, 2.4629e+00, 2.9975e-01
1.16403027e+04, 2.4677e+00, 2.4218e-01
1.12931111e+04, 2.4630e+00, 2.6452e-01
1.09562750e+04, 2.4640e+00, 2.5378e-01
1.06294857e+04, 2.4588e+00, 2.7929e-01
1.03124434e+04, 2.4624e+00, 2.4144e-01
1.00048574e+04, 2.4582e+00, 2.8410e-01
9.70644573e+03, 2.4598e+00, 2.1239e-01
9.41693466e+03, 2.4531e+00, 2.6001e-01
9.13605874e+03, 2.4499e+00, 2.1745e-01
8.86356042e+03, 2.4479e+00, 2.3914e-01
8.59918982e+03, 2.4455e+00, 2.1872e-01
8.34270452e+03, 2.4450e+00, 2.3715e-01
8.09386933e+03, 2.4487e+00, 2.0538e-01
7.85245606e+03, 2.4456e+00, 1.7588e-01
7.61824335e+03, 2.4462e+00, 2.3073e-01
7.39101643e+03, 2.4456e+00, 2.1625e-01
7.17056693e+03, 2.4465e+00, 1.8654e-01
6.95669271e+03, 2.4440e+00, 2.1789e-01
6.74919765e+03, 2.4411e+00, 1.8214e-01
6.54789148e+03, 2.4388e+00, 2.0560e-01
6.35258960e+03, 2.4432e+00, 2.0722e-01
6.16311293e+03, 2.4342e+00, 1.7640e-01
5.97928772e+03, 2.4340e+00, 1.5385e-01
5.80094540e+03, 2.4303e+00, 1.6739e-01
5.62792245e+03, 2.4411e+00, 1.7881e-01
5.46006020e+03, 2.4284e+00, 2.0298e-01
5.29720472e+03, 2.4368e+00, 1.6962e-01
5.13920668e+03, 2.4330e+00, 2.1075e-01
4.98592119e+03, 2.4311e+00, 1.4708e-01
4.83720771e+03, 2.4317e+00, 1.9331e-01
4.69292985e+03, 2.4371e+00, 1.5963e-01
4.55295532e+03, 2.4276e+00, 1.2443e-01
4.41715577e+03, 2.4340e+00, 1.2056e-01
4.28540667e+03, 2.4353e+00, 1.5082e-01
4.15758721e+03, 2.4324e+00, 1.2675e-01
4.03358018e+03, 2.4326e+00, 1.5975e-01
3.91327186e+03, 2.4277e+00, 1.0477e-01
3.79655195e+03, 2.4321e+00, 1.4946e-01
3.68331340e+03, 2.4305e+00, 1.2349e-01
3.57345238e+03, 2.4325e+00, 1.0529e-01
3.46686815e+03, 2.4245e+00, 1.2458e-01
3.36346298e+03, 2.4259e+00, 1.3852e-01
3.26314204e+03, 2.4311e+00, 9.0622e-02
3.16581334e+03, 2.4329e+00, 1.2977e-01
3.07138763e+03, 2.4220e+00, 1.0052e-01
2.97977833e+03, 2.4260e+00, 7.4995e-02
2.89090143e+03, 2.4257e+00, 1.1278e-01
2.80467543e+03, 2.4280e+00, 1.4465e-01
2.72102127e+03, 2.4242e+00, 1.2323e-01
2.63986223e+03, 2.4269e+00, 1.0927e-01
2.56112390e+03, 2.4251e+00, 7.3362e-02
2.48473407e+03, 2.4296e+00, 7.9869e-02
2.41062270e+03, 2.4283e+00, 9.2018e-02
2.33872182e+03, 2.4275e+00, 6.1864e-02
2.26896551e+03, 2.4106e+00, 6.1028e-02
2.20128980e+03, 2.4204e+00, 8.7251e-02
2.13563263e+03, 2.4258e+00, 8.7047e-02
2.07193379e+03, 2.4272e+00, 7.6363e-02
2.01013488e+03, 2.4233e+00, 6.4082e-02
1.95017923e+03, 2.4162e+00, 8.7830e-02
1.89201185e+03, 2.4171e+00, 5.8323e-02
1.83557941e+03, 2.4272e+00, 2.8694e-02
1.78083017e+03, 2.4313e+00, 9.2430e-02
1.72771392e+03, 2.4267e+00, 6.9071e-02
1.67618194e+03, 2.4308e+00, 1.9643e-02
1.62618700e+03, 2.4296e+00, 8.5247e-02
1.57768323e+03, 2.4204e+00, 5.4614e-02
1.53062618e+03, 2.4218e+00, 1.0860e-01
1.48497268e+03, 2.4290e+00, 8.4435e-02
1.44068087e+03, 2.4259e+00, 8.0513e-02
1.39771014e+03, 2.4344e+00, 3.0214e-02
1.35602108e+03, 2.4329e+00, 7.7170e-02
1.31557547e+03, 2.4292e+00, 3.8742e-02
1.27633622e+03, 2.4230e+00, 4.5299e-02
1.23826735e+03, 2.4198e+00, 2.7274e-02
1.20133394e+03, 2.4206e+00, 4.5833e-02
1.16550214e+03, 2.4266e+00, -1.0660e-02
1.13073907e+03, 2.4052e+00, 6.9823e-02
1.09701288e+03, 2.4352e+00, 3.6825e-02
1.06429262e+03, 2.4210e+00, -3.9638e-02
1.03254831e+03, 2.4330e+00, 4.1891e-02
1.00175082e+03, 2.4250e+00, 2.7482e-02
9.71871914e+02, 2.4281e+00, 1.4966e-02
9.42884199e+02, 2.4347e+00, -3.0356e-03
9.14761092e+02, 2.4165e+00, 6.3124e-02
8.87476804e+02, 2.4302e+00, 3.7252e-02
8.61006315e+02, 2.4342e+00, 3.2015e-02
8.35325354e+02, 2.4322e+00, 2.5624e-02
8.10410370e+02, 2.4124e+00, 5.1187e-02
7.86238517e+02, 2.4302e+00, 1.0619e-01
7.62787631e+02, 2.4191e+00, 1.0950e-02
7.40036207e+02, 2.4268e+00, 7.6975e-03
7.17963382e+02, 2.4213e+00, 6.8217e-02
6.96548917e+02, 2.4315e+00, 2.3755e-02
6.75773174e+02, 2.4270e+00, 9.3320e-02
6.55617102e+02, 2.4201e+00, -5.2593e-02
6.36062219e+02, 2.4196e+00, -2.6577e-02
6.17090594e+02, 2.4376e+00, 6.9310e-02
5.98684829e+02, 2.4308e+00, 5.7219e-03
