
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
2.11867476e+02, 5.6569e-02, -4.0839e-01
2.07619712e+02, 2.7957e-02, -2.0522e-01
2.03457111e+02, 5.0994e-02, -3.1725e-01
1.99377967e+02, 4.8502e-02, -2.2628e-01
1.95380607e+02, 4.2984e-02, -1.2659e-01
1.91463390e+02, 5.4405e-02, -2.2577e-01
1.87624710e+02, 3.2562e-02, -2.3246e-01
1.83862993e+02, 1.9165e-02, -2.6880e-01
1.80176694e+02, 4.5963e-02, -2.4559e-01
1.76564303e+02, 1.9559e-02, -1.0560e-01
1.73024338e+02, 4.8899e-02, -2.4493e-01
1.69555345e+02, 3.5047e-02, -2.1599e-01
1.66155903e+02, 2.6025e-02, -1.5891e-01
1.62824617e+02, 3.8548e-02, -2.4429e-01
1.59560121e+02, 6.6499e-02, -1.3870e-01
1.56361074e+02, 4.1820e-02, -2.3942e-01
1.53226167e+02, 3.4108e-02, -7.7910e-02
1.50154111e+02, 5.5622e-02, -1.2790e-01
1.47143647e+02, 4.8088e-02, -1.6168e-01
1.44193541e+02, 2.4159e-02, -1.4704e-01
1.41302582e+02, 5.2098e-02, -1.4246e-01
1.38469584e+02, 2.1203e-02, -1.5685e-01
1.35693385e+02, 2.5610e-02, -8.7639e-02
1.32972847e+02, 3.1827e-02, -2.9934e-02
1.30306853e+02, 5.4267e-02, -1.1255e-01
1.27694311e+02, 9.8932e-03, -1.5781e-01
1.25134147e+02, 7.1477e-02, -1.5727e-01
1.22625313e+02, 5.7560e-02, -1.5387e-01
1.20166779e+02, 4.3678e-02, -9.2594e-02
1.17757536e+02, 3.6733e-02, -3.8386e-02
1.15396596e+02, 4.3282e-02, -1.3045e-01
1.13082992e+02, 2.6505e-02, -1.5341e-01
1.10815773e+02, 3.5353e-02, -1.3063e-01
1.08594010e+02, 3.4571e-02, -2.0385e-01
1.06416791e+02, 4.9174e-02, -4.1428e-03
1.04283224e+02, 2.4254e-02, -5.5272e-02
1.02192433e+02, 5.0558e-02, -7.0511e-02
1.00143561e+02, 2.5369e-02, -1.1764e-01
9.81357668e+01, 3.9875e-02, -6.0872e-02
9.61682273e+01, 3.0756e-02, -1.2964e-01
9.42401353e+01, 3.6168e-02, -2.6317e-02
9.23506999e+01, 4.1556e-02, -1.6691e-01
9.04991460e+01, 5.1992e-02, -1.5004e-01
8.86847143e+01, 4.5646e-02, -7.3403e-02
8.69066604e+01, 3.2630e-02, -1.1791e-01
8.51642550e+01, 4.0400e-02, -9.7277e-02
8.34567834e+01, 3.2094e-02, -1.1609e-01
8.17835451e+01, 2.8987e-02, -9.0437e-02
8.01438538e+01, 4.6646e-02, -7.4410e-02
7.85370370e+01, 3.8808e-02, -9.6637e-02
7.69624355e+01, 3.0855e-02, 2.6201e-02
7.54194035e+01, 3.1361e-02, -1.6016e-01
7.39073079e+01, 3.4001e-02, -1.6019e-02
7.24255285e+01, 5.2126e-02, -7.6010e-02
7.09734576e+01, 3.6322e-02, -1.1412e-01
6.95504995e+01, 4.9406e-02, -1.2122e-01
6.81560706e+01, 2.6539e-02, -1.7820e-01
