
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.30820775e+04, 4.5892e+00, 2.0810e-01
1.27204573e+04, 4.5811e+00, 1.8680e-01
1.23688332e+04, 4.5783e+00, 1.9658e-01
1.20269288e+04, 4.5814e+00, 2.2443e-01
1.16944754e+04, 4.5780e+00, 1.9970e-01
1.13712119e+04, 4.5826e+00, 2.3021e-01
1.10568842e+04, 4.5761e+00, 2.5118e-01
1.07512452e+04, 4.5707e+00, 2.2789e-01
1.04540549e+04, 4.5701e+00, 2.1114e-01
1.01650796e+04, 4.5723e+00, 2.0400e-01
9.88409223e+03, 4.5702e+00, 2.3875e-01
9.61087207e+03, 4.5643e+00, 2.0777e-01
9.34520438e+03, 4.5649e+00, 2.1235e-01
9.08688038e+03, 4.5677e+00, 2.0201e-01
8.83569708e+03, 4.5663e+00, 1.8510e-01
8.59145709e+03, 4.5626e+00, 2.2093e-01
8.35396848e+03, 4.5686e+00, 2.3236e-01
8.12304464e+03, 4.5595e+00, 2.0725e-01
7.89850408e+03, 4.5562e+00, 2.1124e-01
7.68017037e+03, 4.5592e+00, 2.5142e-01
7.46787193e+03, 4.5597e+00, 1.8561e-01
7.26144193e+03, 4.5566e+00, 1.4313e-01
7.06071815e+03, 4.5561e+00, 2.1667e-01
6.86554286e+03, 4.5484e+00, 2.0417e-01
6.67576269e+03, 4.5509e+00, 1.8184e-01
6.49122850e+03, 4.5516e+00, 1.8556e-01
6.31179528e+03, 4.5481e+00, 1.8376e-01
6.13732203e+03, 4.5519e+00, 2.1319e-01
5.96767164e+03, 4.5536e+00, 1.4988e-01
5.80271079e+03, 4.5491e+00, 1.6764e-01
5.64230987e+03, 4.5455e+00, 1.5453e-01
5.48634281e+03, 4.5427e+00, 1.6288e-01
5.33468705e+03, 4.5495e+00, 1.6255e-01
5.18722343e+03, 4.5452e+00, 1.6515e-01
5.04383606e+03, 4.5412e+00, 1.1554e-01
4.90441226e+03, 4.5492e+00, 1.1078e-01
4.76884247e+03, 4.5415e+00, 1.4484e-01
4.63702015e+03, 4.5394e+00, 1.5785e-01
4.50884173e+03, 4.5448e+00, 1.6954e-01
4.38420646e+03, 4.5395e+00, 1.5621e-01
4.26301642e+03, 4.5408e+00, 1.3738e-01
4.14517636e+03, 4.5456e+00, 1.4578e-01
4.03059368e+03, 4.5347e+00, 1.2759e-01
3.91917834e+03, 4.5457e+00, 1.2184e-01
3.81084280e+03, 4.5370e+00, 1.0279e-01
3.70550191e+03, 4.5385e+00, 9.9970e-02
3.60307289e+03, 4.5398e+00, 1.3235e-01
3.50347526e+03, 4.5408e+00, 1.1022e-01
3.40663075e+03, 4.5430e+00, 9.7674e-02
3.31246326e+03, 4.5468e+00, 7.0233e-02
3.22089878e+03, 4.5415e+00, 1.4479e-01
3.13186537e+03, 4.5372e+00, 8.6698e-02
3.04529305e+03, 4.5387e+00, 8.9348e-02
2.96111380e+03, 4.5361e+00, 5.5003e-02
2.87926147e+03, 4.5422e+00, 1.4689e-01
2.79967174e+03, 4.5397e+00, 9.0873e-02
2.72228205e+03, 4.5387e+00, 1.0489e-01
2.64703161e+03, 4.5414e+00, 6.1471e-02
2.57386127e+03, 4.5417e+00, 7.0754e-02
2.50271353e+03, 4.5361e+00, 1.0386e-01
2.43353249e+03, 4.5332e+00, 7.0867e-02
2.36626378e+03, 4.5438e+00, 7.5429e-02
2.30085454e+03, 4.5409e+00, 5.7581e-02
2.23725337e+03, 4.5367e+00, 1.0100e-01
2.17541029e+03, 4.5415e+00, 4.7979e-02
2.11527670e+03, 4.5397e+00, 3.9623e-02
2.05680534e+03, 4.5400e+00, 5.7844e-02
1.99995028e+03, 4.5386e+00, 3.5201e-02
1.94466683e+03, 4.5364e+00, 1.9470e-02
1.89091155e+03, 4.5382e+00, 8.1543e-02
1.83864219e+03, 4.5384e+00, 3.2734e-02
1.78781768e+03, 4.5401e+00, 4.1982e-02
1.73839809e+03, 4.5394e+00, 4.8710e-02
1.69034457e+03, 4.5304e+00, 5.0857e-02
1.64361937e+03, 4.5402e+00, 6.5496e-02
1.59818576e+03, 4.5409e+00, 4.2040e-02
1.55400805e+03, 4.5459e+00, 1.0369e-01
1.51105152e+03, 4.5426e+00, 9.0544e-02
1.46928241e+03, 4.5439e+00, 1.0602e-01
1.42866790e+03, 4.5351e+00, 1.0241e-01
1.38917607e+03, 4.5384e+00, 3.8755e-02
1.35077589e+03, 4.5417e+00, -2.3761e-02
1.31343718e+03, 4.5336e+00, 4.6911e-02
1.27713061e+03, 4.5443e+00, 6.4146e-02
1.24182764e+03, 4.5348e+00, 6.1588e-02
