
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
3.78238737e+04, -2.4688e+01, -1.7391e+02
3.70655369e+04, -2.4094e+01, -1.7396e+02
3.63224041e+04, -2.3553e+01, -1.7408e+02
3.55941704e+04, -2.3035e+01, -1.7341e+02
3.48805373e+04, -2.2624e+01, -1.7338e+02
3.41812118e+04, -2.2107e+01, -1.7321e+02
3.34959073e+04, -2.1649e+01, -1.7350e+02
3.28243426e+04, -2.1276e+01, -1.7333e+02
3.21662421e+04, -2.0740e+01, -1.7285e+02
3.15213360e+04, -2.0264e+01, -1.7230e+02
3.08893598e+04, -1.9772e+01, -1.7230e+02
3.02700541e+04, -1.9233e+01, -1.7194e+02
2.96631650e+04, -1.8789e+01, -1.7183e+02
2.90684435e+04, -1.8312e+01, -1.7130e+02
2.84856457e+04, -1.7891e+01, -1.7117e+02
2.79145324e+04, -1.7500e+01, -1.7107e+02
2.73548695e+04, -1.7007e+01, -1.7080e+02
2.68064274e+04, -1.6494e+01, -1.7058e+02
2.62689811e+04, -1.6092e+01, -1.7044e+02
2.57423102e+04, -1.5602e+01, -1.6989e+02
2.52261985e+04, -1.5168e+01, -1.6953e+02
2.47204344e+04, -1.4706e+01, -1.6939e+02
2.42248105e+04, -1.4234e+01, -1.6907e+02
2.37391235e+04, -1.3772e+01, -1.6876e+02
2.32631740e+04, -1.3315e+01, -1.6837e+02
2.27967670e+04, -1.2868e+01, -1.6785e+02
2.23397110e+04, -1.2409e+01, -1.6768e+02
2.18918186e+04, -1.1987e+01, -1.6716e+02
2.14529060e+04, -1.1493e+01, -1.6681e+02
2.10227933e+04, -1.1051e+01, -1.6638e+02
2.06013040e+04, -1.0566e+01, -1.6610e+02
2.01882652e+04, -1.0103e+01, -1.6550e+02
1.97835075e+04, -9.6026e+00, -1.6493e+02
1.93868648e+04, -9.1407e+00, -1.6440e+02
1.89981745e+04, -8.6303e+00, -1.6397e+02
1.86172770e+04, -8.1303e+00, -1.6332e+02
1.82440163e+04, -7.6444e+00, -1.6286e+02
1.78782391e+04, -7.1230e+00, -1.6199e+02
1.75197955e+04, -6.5949e+00, -1.6146e+02
1.71685383e+04, -6.0845e+00, -1.6063e+02
1.68243236e+04, -5.5590e+00, -1.5983e+02
1.64870101e+04, -5.0052e+00, -1.5903e+02
1.61564594e+04, -4.4254e+00, -1.5813e+02
1.58325360e+04, -3.8731e+00, -1.5717e+02
1.55151069e+04, -3.3004e+00, -1.5610e+02
1.52040421e+04, -2.7229e+00, -1.5498e+02
1.48992138e+04, -2.1323e+00, -1.5375e+02
1.46004971e+04, -1.5445e+00, -1.5240e+02
1.43077695e+04, -9.4377e-01, -1.5095e+02
1.40209107e+04, -3.2572e-01, -1.4931e+02
1.37398033e+04, 2.9670e-01, -1.4758e+02
1.34643318e+04, 9.3006e-01, -1.4558e+02
1.31943833e+04, 1.5797e+00, -1.4352e+02
1.29298470e+04, 2.2220e+00, -1.4114e+02
1.26706144e+04, 2.8709e+00, -1.3856e+02
1.24165793e+04, 3.5214e+00, -1.3565e+02
1.21676373e+04, 4.1810e+00, -1.3245e+02
1.19236864e+04, 4.8327e+00, -1.2883e+02
1.16846265e+04, 5.4646e+00, -1.2485e+02
