mass_A
t	x
3.9883333333333337	-44.863072295723214
4.0216666666666665	-45.694383287279834
4.055000000000001	-48.80461371185379
4.088333333333334	-53.776633351023406
4.121666666666667	-60.642200992512926
4.155	-69.97965359369766
4.1883333333333335	-81.09256146179621
4.221666666666667	-93.82091043188996
4.255	-108.22274749135909
4.288333333333334	-124.01158908580294
4.321666666666667	-140.69615276493494
4.355	-157.87226179056313
4.388333333333334	-175.6646970031549
4.421666666666667	-193.0243628239321
4.455	-209.48662508252562
4.488333333333333	-224.8980198362513
4.521666666666667	-238.79861404974645
4.555000000000001	-251.60680152563737
4.588333333333334	-262.5281859042841
4.621666666666667	-270.9487537746087
4.655	-276.9847558238033
4.6883333333333335	-280.42299304860074
4.721666666666667	-281.25475668613393
4.755	-279.478506920234
4.788333333333334	-274.8753861498819
4.821666666666667	-267.6053241887963
4.855	-258.47425304548017
4.888333333333334	-247.03138692934834
4.921666666666667	-233.7045212782249
4.955	-219.22155607406592
4.988333333333333	-203.77254252506748
5.021666666666667	-186.7811228647755
5.055000000000001	-169.6134228971847
5.088333333333334	-152.70947556849842
5.121666666666667	-135.77126729252302
5.155	-119.72610544938073
5.1883333333333335	-104.8911598711428
5.221666666666667	-91.07014716235096
5.255	-79.50631228834175
5.288333333333334	-69.61551743529299
5.321666666666667	-61.57106290124284
5.355	-55.49233519221957
5.388333333333334	-51.36345950257919
5.421666666666667	-49.54889324202247
5.455	-49.89558301665693
5.488333333333333	-52.62713107886066
5.521666666666667	-57.50258878511727
5.555000000000001	-63.9270053693225
5.588333333333334	-72.24882593917744
5.621666666666667	-82.5176368967434
5.655	-94.39603403279528
5.6883333333333335	-108.14854109227906
5.721666666666667	-123.29108633424346
5.755000000000001	-139.6173466249262
5.788333333333334	-156.42226064524925
5.821666666666667	-173.7151548729787
5.855	-190.80289673515807
5.888333333333334	-207.52223558076338
5.921666666666667	-222.74063467905205
5.955	-237.54358466477447
5.988333333333333	-250.32327894168452
6.023333333333333	-260.7633662272603
6.056666666666667	-269.3250775977862
6.090000000000001	-275.5703219783899
6.123333333333334	-279.2963019201311
6.156666666666667	-280.69315636879475
6.19	-279.71666070733465
6.223333333333334	-276.5816456781545
6.256666666666667	-270.7962865641107
6.29	-263.03111872181455
6.323333333333334	-252.81052779954268
6.356666666666667	-240.34235982162113
6.390000000000001	-227.0785106485564
6.423333333333334	-211.7133560569019
6.456666666666667	-195.43156034208425
6.49	-177.84563208440682
6.523333333333333	-160.9285268701151
6.5566666666666675	-144.72741287829172
6.590000000000001	-128.72557921906457
6.623333333333334	-113.45791100069607
6.656666666666667	-99.70195207391703
6.69	-87.54906928060024
6.723333333333334	-76.47275650209428
6.756666666666667	-67.54951459865208
6.79	-60.59811077714585
6.823333333333334	-55.61064019571427
6.856666666666667	-52.785588684025015
6.890000000000001	-52.21100717513343
6.923333333333334	-54.038377027391675
6.956666666666667	-57.862485666601174
6.99	-63.98679381659633
7.023333333333333	-72.46688333515328
7.0566666666666675	-82.74754888867983
7.090000000000001	-94.53062486926422
7.123333333333334	-107.80878126618501
7.156666666666667	-122.40905086356383
7.19	-137.51212440347774
7.223333333333334	-153.86552825014206
7.256666666666667	-170.72436091809965
7.29	-187.0788052076599
7.323333333333334	-203.22130582991042
7.356666666666667	-219.07708107040065
7.390000000000001	-233.31768178769738
7.423333333333334	-246.231616681589
7.456666666666667	-257.35703816583066
7.49	-266.2755976213218
7.523333333333333	-272.8338549433319
7.5566666666666675	-277.15144851414027
7.590000000000001	-278.9145811888508
7.623333333333334	-278.6219074196607
7.656666666666667	-275.80296201227395
7.69	-270.7715654646049
7.723333333333334	-263.64690572441725
7.756666666666667	-254.2831867367738
7.790000000000001	-242.85076506480493
7.823333333333334	-229.7977257068071
7.856666666666667	-214.994724097598
7.890000000000001	-199.33458356448045
7.923333333333334	-183.29659097283513
7.956666666666667	-166.79067675588124
7.99	-150.77695367899173
8.023333333333333	-134.69230620150034
8.056666666666667	-119.27403071979438
8.09	-105.21765496026615
8.123333333333333	-92.70216014995611
8.156666666666668	-81.56201298000099
8.190000000000001	-72.0200979396538
8.223333333333334	-64.65340325037096
8.258333333333335	-59.27176118930083
8.291666666666668	-56.14622025794711
8.325000000000001	-55.259424754833276
8.358333333333334	-56.776540151999484
8.391666666666667	-60.45032545773006
8.425	-66.0019828238436
8.458333333333334	-73.51547327722722
8.491666666666667	-83.14553118941194
8.525	-94.2467990017442
8.558333333333334	-107.82788852324137
8.591666666666667	-122.49296687798937
8.625	-137.27972417389833
8.658333333333333	-153.73607322511089
8.691666666666666	-170.19939418795838
8.725000000000001	-186.8669647943516
8.758333333333335	-202.82725518752363
8.791666666666668	-218.20826838923313
8.825000000000001	-232.3816469969929
8.858333333333334	-244.85199603767563
8.891666666666667	-255.68747555754533
8.925	-264.51265612430313
8.958333333333334	-270.80513760642066
8.991666666666667	-275.33328775168343
9.025	-277.3504016411196
9.058333333333334	-277.14515602028916
9.091666666666667	-274.5906811041086
9.125	-269.76745078024163
9.158333333333333	-262.8920716591773
9.191666666666666	-253.91212704311317
9.225000000000001	-242.82275026569067
9.258333333333335	-229.93582927515985
9.291666666666668	-215.94063192251468
9.325000000000001	-200.7909029139692
9.358333333333334	-185.06402090547596
9.391666666666667	-168.84638121947677
9.425	-152.96390292170452
9.458333333333334	-137.0927062180209
9.491666666666667	-122.45178900114922
9.525	-108.44709992671403
9.558333333333334	-95.76547356534684
9.591666666666667	-84.7077396486871
9.625	-75.4359388312094
9.658333333333333	-68.01175341586907
9.691666666666666	-62.69918343363247
9.725000000000001	-59.45776482553583
9.758333333333335	-58.44989309147445
9.791666666666668	-59.638408382305784
9.825000000000001	-62.75843956469134
9.858333333333334	-68.14471971498313
9.891666666666667	-75.40803681733132
9.925	-84.8029757468613
